multiplex	node	score	empty	multiplex	node	score	description
Rare_X_layer	Cognitive impairment-coarse facies-heart defects-obesity-pulmonary involvement-short stature-skeletal dysplasia syndrome	0.7335726863051226		Orpha_layer	ORPHA:444077	0.11020098807240404	Cognitive impairment-coarse facies-heart defects-obesity-pulmonary involvement-short stature-skeletal dysplasia syndrome
Rare_X_layer	Abnormal_Muscle_Function_Symptom_Present	0.0005745837268783066		Orpha_layer	HP:0004322	0.0002228873595199546	Short stature
Rare_X_layer	Short_Stature_Symptom_Present	0.0005615901050615929		Orpha_layer	HP:0001249	0.00022262735696626382	Intellectual disability
Rare_X_layer	Undergrowth_Symptom_Present	0.0005597192990550474		Orpha_layer	HP:0001263	0.00022089163203777847	Global developmental delay
Rare_X_layer	Delivery_Complication_Symptom_Present	0.0005511012018659893		Orpha_layer	HP:0000252	0.0002195516269048167	Microcephaly
Rare_X_layer	Decreased_Fetal_Movement_Symptom_Present	0.0005459308049233839		Orpha_layer	HP:0000486	0.00021922702480482243	Strabismus
Rare_X_layer	Asthma_Symptom_Present	0.0005443701459327049		Orpha_layer	HP:0000347	0.0002190428411776401	Micrognathia
Rare_X_layer	Growth_Hormone_Deficiency_Symptom_Present	0.0005439031331571109		Orpha_layer	HP:0000407	0.00021814653706384385	Sensorineural hearing impairment
Rare_X_layer	Respitory_Abnormality_Symptom_Present	0.0005428092374609356		Orpha_layer	HP:0000405	0.000215983660707758	Conductive hearing impairment
Rare_X_layer	Obesity_Symptom_Present	0.0005415754256840502		Orpha_layer	HP:0000365	0.00021592925077939718	Hearing impairment
Rare_X_layer	Decreased_Pulmonary_Function_Symptom_Present	0.0005410827897064279		Orpha_layer	HP:0000494	0.00021511183217255017	Downslanted palpebral fissures
Rare_X_layer	Respitory_Insufficiency_Symptom_Present	0.0005401953559293374		Orpha_layer	HP:0000218	0.00021476359077046115	High palate
Rare_X_layer	COPD_Symptom_Present	0.0005378052313961292		Orpha_layer	HP:0001156	0.0002147547236110012	Brachydactyly
Rare_X_layer	Cognitive_Impairment_Symptom_Present	0.000325252642390482		Orpha_layer	HP:0000463	0.00021469887790140908	Anteverted nares
Rare_X_layer	Hypotonia_Symptom_Present	0.00032252748729317583		Orpha_layer	HP:0001629	0.00021433391399735676	Ventricular septal defect
Rare_X_layer	Coordination_Issues_Symptom_Present	0.0003204401407654084		Orpha_layer	HP:0000518	0.0002142130220138388	Cataract
Rare_X_layer	PELHS Intellectual disability	0.0003034057526369889		Orpha_layer	HP:0000508	0.0002141971350524884	Ptosis
Rare_X_layer	Abnormal_Eye_Movement_Symptom_Present	0.00030289118304991936		Orpha_layer	HP:0000343	0.00021410922484020205	Long philtrum
Rare_X_layer	PELHS Learning disability	0.00029679004410107534		Orpha_layer	HP:0003196	0.00021386233811813215	Short nose
Rare_X_layer	Constipation_Symptom_Present	0.00029514842721246204		Orpha_layer	HP:0000545	0.00021349675682455258	Myopia
Rare_X_layer	Feeding_Difficulties_Symptom_Present	0.00029032176052118847		Orpha_layer	HP:0000368	0.00021345144494438665	Low-set, posteriorly rotated ears
