multiplex	node	score	empty	multiplex	node	score	description
Rare_X_layer	Malan overgrowth syndrome	0.7302396251781265		Orpha_layer	ORPHA:420179	0.10965253791931066	Malan overgrowth syndrome
Rare_X_layer	General_Overgrowth_Symptom_Present	0.0011113086127897767		Orpha_layer	HP:0001250	0.0004288015514346002	Seizure
Rare_X_layer	Hypotonia_Symptom_Present	0.0010443940974519037		Orpha_layer	HP:0002650	0.0004257563986008583	Scoliosis
Rare_X_layer	Cognitive_Impairment_Symptom_Present	0.0010442276751443432		Orpha_layer	HP:0002119	0.0004248656250325993	Ventriculomegaly
Rare_X_layer	Tall_Stature_Symptom_Present	0.0009901830785175151		Orpha_layer	ORPHA:561	0.00042364465584656937	Marshall-Smith syndrome
Rare_X_layer	Coordination_Issues_Symptom_Present	0.0009658166379006119		Orpha_layer	HP:0000486	0.00042219806055000017	Strabismus
Rare_X_layer	Abnormal_Eye_Movement_Symptom_Present	0.00095665195270865		Orpha_layer	HP:0000494	0.0004206993804095206	Downslanted palpebral fissures
Rare_X_layer	Abnormal_Muscle_Function_Symptom_Present	0.0008629920215836974		Orpha_layer	HP:0000639	0.00042068240917170327	Nystagmus
Rare_X_layer	PELHS Macrocephaly (>95th percentile)	0.0005753210067182608		Orpha_layer	HP:0010864	0.0004194048320429162	Intellectual disability, severe
Rare_X_layer	Abnormal_Optic_Nerve_Symptom_Present	0.0005326507697920131		Orpha_layer	ORPHA:447980	0.00041890717388468	19p13.3 microduplication syndrome
Rare_X_layer	Unusual_Eye_Gaze_Symptom_Present	0.00048765586325422736		Orpha_layer	HP:0003100	0.0004187160273257608	Slender long bone
Rare_X_layer	Constipation_Symptom_Present	0.0004720540164317157		Orpha_layer	HP:0011220	0.00041853519785004303	Prominent forehead
Rare_X_layer	ASD_Symptom_Present	0.00046748216870490364		Orpha_layer	HP:0000218	0.0004181927565232727	High palate
Rare_X_layer	PELHS Intellectual disability	0.00046577776949210183		Orpha_layer	HP:0005616	0.000418012028084476	Accelerated skeletal maturation
Rare_X_layer	Nearsightedness_Symptom_Present	0.000436027086782554		Orpha_layer	HP:0002342	0.000417800929577644	Intellectual disability, moderate
Rare_X_layer	Temper_Tantrums_Symptom_Present	0.00043346130597798633		Orpha_layer	HP:0000256	0.00041769810261320123	Macrocephaly
Rare_X_layer	Anxiety_Symptom_Present	0.0003642408712167569		Orpha_layer	HP:0000160	0.00041766416773644826	Narrow mouth
Rare_X_layer	Difficulty_Making_Friends_Symptom_Present	0.0003331463130143584		Orpha_layer	HP:0002007	0.0004175118317918405	Frontal bossing
Rare_X_layer	PELHS Learning disability	0.0003167239183972139		Orpha_layer	HP:0005280	0.00041707213622808084	Depressed nasal bridge
Rare_X_layer	PELHS Visual impairment (other than refractive errors)	0.00030717650751856275		Orpha_layer	HP:0001256	0.0004165684352468111	Intellectual disability, mild
Rare_X_layer	Short_Attention_Span_Symptom_Present	0.00029070307182423814		Orpha_layer	HP:0002079	0.0004163628199572257	Hypoplasia of the corpus callosum
