multiplex	node	score	empty	multiplex	node	score	description
Rare_X_layer	CACNA1A related disorders	0.7198287103825115		Orpha_layer	ORPHA:319182	3.533399297291532e-06	Wiedemann-Steiner syndrome
Rare_X_layer	Hypotonia_Symptom_Present	0.002894902673492316		Orpha_layer	ORPHA:420179	2.2833949107656763e-06	Malan overgrowth syndrome
Rare_X_layer	Coordination_Issues_Symptom_Present	0.00280685376995845		Orpha_layer	ORPHA:391372	2.225637303058617e-06	Intellectual disability-severe speech delay-mild dysmorphism syndrome
Rare_X_layer	Abnormal_Eye_Movement_Symptom_Present	0.0022058667655096985		Orpha_layer	ORPHA:544254	2.2150828376792176e-06	SYNGAP1-related developmental and epileptic encephalopathy
Rare_X_layer	Abnormal_Muscle_Function_Symptom_Present	0.001915227181607781		Orpha_layer	ORPHA:2131	1.7966511032030663e-06	Alternating hemiplegia of childhood
Rare_X_layer	Cognitive_Impairment_Symptom_Present	0.0018610795596018415		Orpha_layer	ORPHA:261494	1.7494473115703625e-06	Kleefstra syndrome
Rare_X_layer	Headaches_Migraines_Symptom_Present	0.0016749227661527976		Orpha_layer	ORPHA:464306	8.862772409775511e-07	DYRK1A-related intellectual disability syndrome
Rare_X_layer	Seizures_Symptom_Present	0.001472679670957642		Orpha_layer	ORPHA:276432	6.749526703629375e-07	Ogden syndrome
Rare_X_layer	Abnormal_EEG_Symptom_Present	0.001387488583668225		Orpha_layer	ORPHA:96092	6.434717060826768e-07	8p inverted duplication/deletion syndrome
Rare_X_layer	PELHS Migraines	0.0013018743913885493		Orpha_layer	ORPHA:289494	5.253708485874579e-07	4H leukodystrophy
Rare_X_layer	Unusual_Movements_Symptom_Present	0.0011321395914051964		Orpha_layer	ORPHA:96169	5.066437358898591e-07	Koolen-De Vries syndrome
Rare_X_layer	Constipation_Symptom_Present	0.001124544722978169		Orpha_layer	ORPHA:85279	4.869413601581174e-07	KDM5C-related syndromic X-linked intellectual disability
Rare_X_layer	Temper_Tantrums_Symptom_Present	0.0010560816102011623		Orpha_layer	ORPHA:884	4.803524691717053e-07	Tetrasomy 12p
Rare_X_layer	PELHS Learning disability	0.0010438716993625362		Orpha_layer	ORPHA:394	1.7449877129940364e-07	Classic homocystinuria
Rare_X_layer	Issue_Muscle_Arms_Legs_Symptom_Present	0.0009315544486257185		Orpha_layer	ORPHA:444077	1.273215050729358e-07	Cognitive impairment-coarse facies-heart defects-obesity-pulmonary involvement-short stature-skeletal dysplasia syndrome
Rare_X_layer	PELHS Movement disorder	0.0009193164761889025		Orpha_layer	HP:0001250	4.361007469467392e-08	Seizure
Rare_X_layer	Impulsivity_Symptom_Present	0.0008484703711307327		Orpha_layer	HP:0000750	3.6509858030638825e-08	Delayed speech and language development
Rare_X_layer	Issue_Neck_Muscle_Symptom_Present	0.0007996114814297988		Orpha_layer	HP:0010864	3.5188396801486686e-08	Intellectual disability, severe
Rare_X_layer	Unusual_Eye_Gaze_Symptom_Present	0.0007795904456440669		Orpha_layer	HP:0000708	3.4748222363990405e-08	Behavioral abnormality
Rare_X_layer	Flexible_Joints_Symptom_Present	0.0007614414514593803		Orpha_layer	HP:0001252	3.4114653823891785e-08	Hypotonia
Rare_X_layer	Difficulty_Nonverbal_Behaviors_Symptom_Present	0.0007376394778205548		Orpha_layer	HP:0000218	2.9085320732711536e-08	High palate
