multiplex	node	score	OrphaCorres	multiplex	node	score	description
Rare_X_layer	Koolen-De Vries syndrome	0.7362203255673673	ORPHA:96169	Orpha_layer	ORPHA:96169	0.1105237607232736	Koolen-De Vries syndrome
Rare_X_layer	2	0.0069618440481075	None	Orpha_layer	HP:0001249	0.000292790049277	Intellectual disability
Rare_X_layer	23	0.0069564104311749	None	Orpha_layer	HP:0004322	0.000292314047576	Short stature
Rare_X_layer	507	0.0069473413051104	None	Orpha_layer	HP:0001250	0.000291200268389	Seizure
Rare_X_layer	1	0.0069458785946195	None	Orpha_layer	HP:0001263	0.0002904400873906	Global developmental delay
Rare_X_layer	199	0.0069310091151811	None	Orpha_layer	HP:0000252	0.0002895410715669	Microcephaly
Rare_X_layer	151	0.0069267866566332	None	Orpha_layer	HP:0002650	0.0002886833455939	Scoliosis
Rare_X_layer	22	0.0069154071849074	None	Orpha_layer	HP:0000486	0.0002876507510196	Strabismus
Rare_X_layer	193	0.0069020655523088	None	Orpha_layer	HP:0000028	0.0002872070730418	Cryptorchidism
Rare_X_layer	54	0.0069020655523088	None	Orpha_layer	HP:0001252	0.0002871920649949	Hypotonia
Rare_X_layer	268	0.0069020655523088	None	Orpha_layer	HP:0000286	0.0002849695675914	Epicanthus
Rare_X_layer	30	0.0069020655523088	None	Orpha_layer	HP:0000175	0.0002847088434027	Cleft palate
Rare_X_layer	347	0.0069020655523088	None	Orpha_layer	HP:0000431	0.0002831554251888	Wide nasal bridge
Rare_X_layer	585	0.0069020655523088	None	Orpha_layer	HP:0000508	0.0002831418798275	Ptosis
Rare_X_layer	322	0.0069020655523088	None	Orpha_layer	HP:0000518	0.0002827345045296	Cataract
Rare_X_layer	33	0.0069020655523088	None	Orpha_layer	HP:0000164	0.0002816404895566	Abnormality of the dentition
Rare_X_layer	32	0.0069020655523088	None	Orpha_layer	HP:0000047	0.0002815774930919	Hypospadias
Rare_X_layer	Hypotonia_Symptom_Present	0.0007013653224497	None	Orpha_layer	HP:0002119	0.000281285035028	Ventriculomegaly
Rare_X_layer	Abnormal_EEG_Symptom_Present	0.0006833005082089	None	Orpha_layer	HP:0000767	0.0002811467766114	Pectus excavatum
Rare_X_layer	Seizures_Symptom_Present	0.000616972849597	None	Orpha_layer	HP:0002808	0.0002808695570645	Kyphosis
Rare_X_layer	Undergrowth_Symptom_Present	0.000577020158961	None	Orpha_layer	HP:0000582	0.0002807842792167	Upslanted palpebral fissure
Rare_X_layer	Cognitive_Impairment_Symptom_Present	0.0005435026980777	None	Orpha_layer	HP:0005692	0.0002807717348319	Joint hyperflexibility
Rare_X_layer	Coordination_Issues_Symptom_Present	0.0004667510773826	None	Orpha_layer	HP:0000126	0.0002805690199236	Hydronephrosis
Rare_X_layer	Conductive_Hearing_Loss_Symptom_Present	0.0004295392875462	None	Orpha_layer	HP:0000280	0.0002799178401113	Coarse facial features
Rare_X_layer	Immunodeficiency_Symptom_Present	0.0004234436036918	None	Orpha_layer	HP:0000411	0.0002799123612945	Protruding ear
Rare_X_layer	Autoimmune_Disorder_Symptom_Present	0.0004206565929553	None	Orpha_layer	HP:0000426	0.0002798675820077	Prominent nasal bridge
Rare_X_layer	Unusual_Number_Teeth_Symptom_Present	0.0004069686836603	None	Orpha_layer	HP:0000348	0.0002798107002711	High forehead
Rare_X_layer	Decreased_Fetal_Movement_Symptom_Present	0.000374171177432	None	Orpha_layer	HP:0000581	0.0002797993608622	Blepharophimosis
Rare_X_layer	Abnormality_Baby_Teeth_Symptom_Present	0.00035075387166	None	Orpha_layer	HP:0000232	0.0002797909702081	Everted lower lip vermilion
Rare_X_layer	Abnormal_Muscle_Function_Symptom_Present	0.0003365668600794	None	Orpha_layer	HP:0000276	0.0002795455514954	Long face
Rare_X_layer	PELHS Intellectual disability	0.0003147589459588	None	Orpha_layer	HP:0008872	0.0002793769086927	Feeding difficulties in infancy
Rare_X_layer	Issue_Kidney_Structure_Symptom_Present	0.000306687888901	None	Orpha_layer	HP:0000682	0.0002793586959137	Abnormal dental enamel morphology
Rare_X_layer	Abnormal_Ear_Symptom_Present	0.0003034534109616	None	Orpha_layer	HP:0000076	0.0002793249331445	Vesicoureteral reflux
Rare_X_layer	Heart_Defect_Symptom_Present	0.0002991555858688	None	Orpha_layer	HP:0001166	0.0002792924824362	Arachnodactyly
Rare_X_layer	Flexible_Joints_Symptom_Present	0.0002234854457759	None	Orpha_layer	HP:0000337	0.0002792755818532	Broad forehead
Rare_X_layer	Constipation_Symptom_Present	0.000222786592845	None	Orpha_layer	HP:0000821	0.0002791851319805	Hypothyroidism
Rare_X_layer	Hip_Dysplasia_Symptom_Present	0.0002175117716638	None	Orpha_layer	HP:0000430	0.000279160499045	Underdeveloped nasal alae
Rare_X_layer	Delivery_Complication_Symptom_Present	0.0002028689385258	None	Orpha_layer	HP:0000414	0.0002791323295796	Bulbous nose
Rare_X_layer	Abnormal_Eye_Movement_Symptom_Present	0.0001720202753611	None	Orpha_layer	HP:0008064	0.000279091483899	Ichthyosis
Rare_X_layer	Issue_Neck_Muscle_Symptom_Present	0.0001684168175291	None	Orpha_layer	HP:0002705	0.0002790537775414	High, narrow palate
Rare_X_layer	Abnormality_Bones_Arms_Legs_Symptom_Present	0.0001650147258997	None	Orpha_layer	HP:0003422	0.0002789538929448	Vertebral segmentation defect
Rare_X_layer	PELHS Macrocephaly (>95th percentile)	0.0001638374512526	None	Orpha_layer	HP:0000668	0.0002787134805758	Hypodontia
Rare_X_layer	Feeding_Difficulties_Symptom_Present	0.0001633877926158	None	Orpha_layer	HP:0000691	0.0002786720930917	Microdontia
Rare_X_layer	Abnormality_Foot_Symptom_Present	0.0001613021095472	None	Orpha_layer	HP:0007370	0.0002785635008634	Aplasia/Hypoplasia of the corpus callosum
Rare_X_layer	Abnormal_Facial_Muscles_Symptom_Present	0.000159301300615	None	Orpha_layer	HP:0002465	0.0002785283083108	Poor speech
Rare_X_layer	Issue_Muscle_Arms_Legs_Symptom_Present	0.0001592971169493	None	Orpha_layer	HP:0001671	0.0002785128709713	Abnormal cardiac septum morphology
Rare_X_layer	Esophagus_Issues_Symptom_Present	0.0001539283573414	None	Orpha_layer	HP:0000958	0.0002784727157871	Dry skin
Rare_X_layer	Abnormal_Upper_Respiratory_Symptom_Present	0.0001527306960396	None	Orpha_layer	HP:0002827	0.0002784241482283	Hip dislocation
Rare_X_layer	Prematurity_Symptom_Present	0.0001495989658007	None	Orpha_layer	HP:0010719	0.0002783621982489	Abnormality of hair texture
