multiplex	node	score	empty	multiplex	node	score	description
Rare_X_layer	KDM5C-related syndromic X-linked intellectual disability	0.7353644702207265		Orpha_layer	ORPHA:85279	0.11036129310662486	KDM5C-related syndromic X-linked intellectual disability
Rare_X_layer	Abnormal_Bladder_Symptom_Present	0.0011818893411835595		Orpha_layer	HP:0001250	0.0006818212165275468	Seizure
Rare_X_layer	Impulsivity_Symptom_Present	0.000911431024528308		Orpha_layer	HP:0004322	0.0006795997234676064	Short stature
Rare_X_layer	Short_Attention_Span_Symptom_Present	0.0008591363344234822		Orpha_layer	HP:0000252	0.0006773637801153557	Microcephaly
Rare_X_layer	Anxiety_Symptom_Present	0.0008139899882339023		Orpha_layer	HP:0000486	0.0006743714987072628	Strabismus
Rare_X_layer	Abnormal_Muscle_Function_Symptom_Present	0.0006599388721031433		Orpha_layer	HP:0000028	0.0006730912857653272	Cryptorchidism
Rare_X_layer	Cognitive_Impairment_Symptom_Present	0.0006507413101993518		Orpha_layer	HP:0000750	0.0006704683974934146	Delayed speech and language development
Rare_X_layer	Short_Stature_Symptom_Present	0.0005545766077412732		Orpha_layer	HP:0000218	0.0006695079007459796	High palate
Rare_X_layer	Aggressive_Violent_Behavior_Symptom_Present	0.0003930573683971317		Orpha_layer	HP:0010864	0.0006692535768401237	Intellectual disability, severe
Rare_X_layer	Hyperactivity_Symptom_Present	0.00039231289514525465		Orpha_layer	HP:0000256	0.000668803561624342	Macrocephaly
Rare_X_layer	ASD_Symptom_Present	0.0003633038434027322		Orpha_layer	HP:0001257	0.0006685327638978379	Spasticity
Rare_X_layer	Repetitive_Stereotypic_Behavior_Symptom_Present	0.0003604438690265248		Orpha_layer	HP:0001347	0.0006678240022878152	Hyperreflexia
Rare_X_layer	Abnormal_Inside_Mouth_Symptom_Present	0.0003572126333183492		Orpha_layer	HP:0100490	0.0006674384323481449	Camptodactyly of finger
Rare_X_layer	Abnormal_Outside_Mouth_Symptom_Present	0.00034979655208754705		Orpha_layer	HP:0000490	0.0006672097003701827	Deeply set eye
Rare_X_layer	Frequent_Broken_Bones_Symptom_Present	0.00034767346653600325		Orpha_layer	HP:0000411	0.0006669199528067807	Protruding ear
Rare_X_layer	Difficulty_Making_Friends_Symptom_Present	0.00030309126704713345		Orpha_layer	HP:0000426	0.0006665992969172704	Prominent nasal bridge
Rare_X_layer	Self_Injurious_Behavior_Symptom_Present	0.0002991216011783585		Orpha_layer	HP:0000718	0.0006663683078580263	Aggressive behavior
Rare_X_layer	Maternal_Health_Problem_Symptom_Present	0.00029104742232539135		Orpha_layer	HP:0001762	0.0006663608578321367	Talipes equinovarus
Rare_X_layer	Hypotonia_Symptom_Present	0.0002833816681581585		Orpha_layer	HP:0002232	0.000665873865941935	Patchy alopecia
Rare_X_layer	Coordination_Issues_Symptom_Present	0.00026881633670960183		Orpha_layer	HP:0008734	0.0006658089232158764	Decreased testicular size
Rare_X_layer	Constipation_Symptom_Present	0.0002205479428239194		Orpha_layer	HP:0000717	0.0006656629191374845	Autism
