multiplex	node	score	empty	multiplex	node	score	description
Rare_X_layer	Classic homocystinuria	0.7454436257936751		Orpha_layer	ORPHA:394	0.11194637292398804	Classic homocystinuria
Rare_X_layer	Abnormal_Muscle_Function_Symptom_Present	0.0011336191255253926		Orpha_layer	HP:0001249	0.0005994805297354299	Intellectual disability
Rare_X_layer	Feeding_Difficulties_Symptom_Present	0.00045874576085652686		Orpha_layer	HP:0001166	0.0005890645447642641	Arachnodactyly
Rare_X_layer	Heart_Defect_Symptom_Present	0.00045334566671127784		Orpha_layer	HP:0000939	0.0005880757142618822	Osteoporosis
Rare_X_layer	Abnormal_EKG_Symptom_Present	0.00045117976890716435		Orpha_layer	HP:0001083	0.0005876814855484497	Ectopia lentis
Rare_X_layer	Cafe_Au_Lait_Spots_Symptom_Present	0.0004501649109645922		Orpha_layer	HP:0004337	0.0005876642439330147	Abnormality of amino acid metabolism
Rare_X_layer	Coordination_Issues_Symptom_Present	0.00026373505804498594		Orpha_layer	HP:0002757	0.0005872574549321229	Recurrent fractures
Rare_X_layer	Abnormal_EEG_Symptom_Present	0.0002582646840621544		Orpha_layer	HP:0001519	0.0005869537742911215	Disproportionate tall stature
Rare_X_layer	Seizures_Symptom_Present	0.00025775283208259096		Orpha_layer	HP:0000678	0.0005861955578718217	Dental crowding
Rare_X_layer	Hyperactivity_Symptom_Present	0.0002558110732059906		Orpha_layer	HP:0002650	0.00044832547030893585	Scoliosis
Rare_X_layer	OCD_Symptom_Present	0.0002521683696192525		Orpha_layer	HP:0000545	0.0004444777793077592	Myopia
Rare_X_layer	Bruxism_Symptom_Present	0.00025192129396525866		Orpha_layer	HP:0001387	0.00044359647955378485	Joint stiffness
Rare_X_layer	Abnormal_Optic_Nerve_Symptom_Present	0.00025180988998790144		Orpha_layer	HP:0002808	0.00044292428133182305	Kyphosis
Rare_X_layer	Asthma_Symptom_Present	0.00025081557248222454		Orpha_layer	HP:0000822	0.0004424851901000543	Hypertension
Rare_X_layer	Hypotonia_Symptom_Present	1.6236762259490257e-05		Orpha_layer	HP:0100026	0.00044212871545725867	Arteriovenous malformation
Rare_X_layer	Cognitive_Impairment_Symptom_Present	1.5481482518376847e-05		Orpha_layer	HP:0002204	0.00044203507027916174	Pulmonary embolism
Rare_X_layer	Constipation_Symptom_Present	1.1457397427956222e-05		Orpha_layer	HP:0004936	0.00044201296926695086	Venous thrombosis
Rare_X_layer	Abnormal_Eye_Movement_Symptom_Present	9.067681144827544e-06		Orpha_layer	HP:0000767	0.00044177823661081545	Pectus excavatum
Rare_X_layer	ASD_Symptom_Present	8.533773246514139e-06		Orpha_layer	HP:0000768	0.0004414314306018012	Pectus carinatum
Rare_X_layer	PELHS Intellectual disability	8.318624869783725e-06		Orpha_layer	HP:0002209	0.00044112286287824835	Sparse scalp hair
Rare_X_layer	Short_Attention_Span_Symptom_Present	8.167064585648907e-06		Orpha_layer	HP:0002857	0.0004410752736195104	Genu valgum
