multiplex	node	score
Orpha_layer	ORPHA:394	0.11192554276667754
Orpha_layer	HP:0001250	0.0004153162553833624
Orpha_layer	HP:0001249	0.00041293462111170244
Orpha_layer	HP:0002650	0.00040986537710526296
Orpha_layer	HP:0000518	0.0004073324594994362
Orpha_layer	HP:0002240	0.0004059071155807098
Orpha_layer	HP:0000545	0.00040554857830914063
Orpha_layer	HP:0000648	0.0004048878317308501
Orpha_layer	HP:0000708	0.000404831197428187
Orpha_layer	HP:0000501	0.0004045496614792956
Orpha_layer	HP:0000218	0.00040445321984251565
Orpha_layer	HP:0001387	0.00040420887859919527
Orpha_layer	HP:0002808	0.0004041599612759133
Orpha_layer	HP:0000822	0.0004040835709068103
Orpha_layer	HP:0002239	0.0004038197099350445
Orpha_layer	HP:0007703	0.0004035508167900796
Orpha_layer	HP:0004936	0.0004034095653818111
Orpha_layer	HP:0000767	0.0004033708833413759
Orpha_layer	HP:0001166	0.0004033106750869901
Orpha_layer	HP:0000939	0.00040305722844412214
Orpha_layer	HP:0002910	0.0004029699559992647
Orpha_layer	HP:0002204	0.00040283727853435304
Orpha_layer	HP:0000541	0.0004028114271533724
Orpha_layer	HP:0004420	0.0004026249374380283
Orpha_layer	HP:0000768	0.00040254633189579334
Orpha_layer	HP:0002170	0.0004024552217697901
Orpha_layer	HP:0002857	0.0004024280414502458
Orpha_layer	HP:0004374	0.00040235149406660237
Orpha_layer	HP:0002757	0.0004022268922443847
Orpha_layer	HP:0002209	0.0004022104338573554
Orpha_layer	HP:0002039	0.00040215282849786495
Orpha_layer	HP:0001083	0.00040210037433817023
Orpha_layer	HP:0100026	0.00040203957490954876
Orpha_layer	HP:0004337	0.0004019036248246056
Orpha_layer	HP:0001025	0.0004018772449853095
Orpha_layer	HP:0002637	0.000401874715350183
Orpha_layer	HP:0000646	0.0004017837434995618
Orpha_layer	HP:0001519	0.0004017374200799343
Orpha_layer	HP:0001933	0.0004015522388962157
Orpha_layer	HP:0000709	0.0004014255514030064
Orpha_layer	HP:0100790	0.00040142405891747436
Orpha_layer	HP:0000678	0.0004013749142343094
Orpha_layer	HP:0002040	0.0004012270114621465
Orpha_layer	ORPHA:309854	2.8686602289213423e-05
Orpha_layer	ORPHA:744	2.545145556875578e-05
Orpha_layer	ORPHA:220295	2.3901613545479993e-05
Orpha_layer	ORPHA:93	2.3892114476214916e-05
Orpha_layer	ORPHA:774	2.3504902703024774e-05
Orpha_layer	ORPHA:558	2.3360457566222704e-05
Orpha_layer	ORPHA:828	2.3127946690226158e-05
Orpha_layer	ORPHA:117	2.195307778204243e-05
Orpha_layer	ORPHA:28378	2.085986997032122e-05
Orpha_layer	ORPHA:214	2.0144883568676482e-05
Orpha_layer	ORPHA:743	1.8693460112331823e-05
Orpha_layer	ORPHA:2953	1.7888424079898628e-05
Orpha_layer	ORPHA:3325	1.7880993030573957e-05
Orpha_layer	ORPHA:109	1.7563959002211848e-05
Orpha_layer	ORPHA:624	1.636371754261846e-05
Orpha_layer	ORPHA:1556	1.615265549275994e-05
Orpha_layer	ORPHA:729	1.5812869653318e-05
Orpha_layer	ORPHA:560	1.5028466663781371e-05
Orpha_layer	ORPHA:3063	1.4962349718953581e-05
Orpha_layer	ORPHA:800	1.473736369029144e-05
Orpha_layer	ORPHA:115	1.4394827305830387e-05
Orpha_layer	ORPHA:974	1.421692377795326e-05
Orpha_layer	ORPHA:649	1.3962884775103652e-05
Orpha_layer	ORPHA:534	1.3894656614374985e-05
Orpha_layer	ORPHA:71493	1.368608897123437e-05
Orpha_layer	ORPHA:447	1.366865713834694e-05
Orpha_layer	ORPHA:567546	1.3484143636710864e-05
Orpha_layer	ORPHA:397	1.3475507475770479e-05
Orpha_layer	ORPHA:904	1.3242164392275386e-05
Orpha_layer	ORPHA:464343	1.3182741146458238e-05
Orpha_layer	ORPHA:727	1.301457377256272e-05
Orpha_layer	ORPHA:465	1.2966594549246479e-05
Orpha_layer	ORPHA:169805	1.2925489480157514e-05
Orpha_layer	ORPHA:776	1.2787792862350077e-05
Orpha_layer	ORPHA:99147	1.2741519718887552e-05
Orpha_layer	ORPHA:3205	1.2075047618481024e-05
Orpha_layer	ORPHA:2712	1.2033072171520172e-05
Orpha_layer	ORPHA:1345	1.1812945820736384e-05
Orpha_layer	ORPHA:3260	1.1650737893455235e-05
Orpha_layer	ORPHA:2526	1.1470489619735818e-05
Orpha_layer	ORPHA:1885	1.1369712576900656e-05
Orpha_layer	ORPHA:280	1.1215012156417142e-05
Orpha_layer	ORPHA:397695	1.113100268584691e-05
Orpha_layer	ORPHA:565	1.0905667549544708e-05
Orpha_layer	HP:0004322	1.0874640462667309e-05
Orpha_layer	ORPHA:325	1.0824248159409792e-05
Orpha_layer	ORPHA:464	1.0745303266689023e-05
Orpha_layer	ORPHA:309282	1.072280089543542e-05
Orpha_layer	ORPHA:60040	1.0688574874241577e-05
Orpha_layer	ORPHA:536545	1.0683635043862225e-05
Orpha_layer	ORPHA:900	1.0514203212366523e-05
Orpha_layer	ORPHA:230851	1.048797349997173e-05
Orpha_layer	ORPHA:1880	1.0425290202947528e-05
Orpha_layer	ORPHA:64	1.0393664302375233e-05
Orpha_layer	ORPHA:284979	1.0383163178939642e-05
Orpha_layer	ORPHA:824	1.0362683537543343e-05
Orpha_layer	ORPHA:82	1.0318819465449293e-05
Orpha_layer	ORPHA:1900	1.0305208134107795e-05
Orpha_layer	ORPHA:137667	1.0243952220500814e-05
Orpha_layer	ORPHA:131	1.0196060075360377e-05
Orpha_layer	ORPHA:1571	1.0096436254391821e-05
Orpha_layer	ORPHA:284984	1.004978737902069e-05
Orpha_layer	ORPHA:833	9.91157309361087e-06
Orpha_layer	ORPHA:261552	9.7453825691327e-06
Orpha_layer	ORPHA:2152	9.691020427174659e-06
Orpha_layer	ORPHA:1259	9.665369724429142e-06
Orpha_layer	ORPHA:2092	9.66073845433016e-06
Orpha_layer	ORPHA:137608	9.657800170021418e-06
Orpha_layer	ORPHA:90308	9.55500898111431e-06
Orpha_layer	ORPHA:314585	9.54726868980641e-06
Orpha_layer	ORPHA:731	9.535409279776275e-06
Orpha_layer	ORPHA:264580	9.509839674781215e-06
Orpha_layer	ORPHA:64743	9.507014109389313e-06
Orpha_layer	ORPHA:955	9.462595632497731e-06
Orpha_layer	ORPHA:2325	9.392227403603534e-06
Orpha_layer	ORPHA:636	9.383222564622673e-06
Orpha_layer	HP:0001263	9.261529477812238e-06
Orpha_layer	ORPHA:536467	9.258487346263846e-06
Orpha_layer	ORPHA:1980	9.243486169793523e-06
Orpha_layer	ORPHA:261537	9.199595388007857e-06
Orpha_layer	ORPHA:73263	9.174896498551499e-06
Orpha_layer	ORPHA:352577	9.141602510546655e-06
Orpha_layer	ORPHA:331	9.074304985118291e-06
Orpha_layer	ORPHA:183	9.063188320147865e-06
Orpha_layer	ORPHA:53035	8.998474793530217e-06
Orpha_layer	ORPHA:448237	8.826538742345689e-06
Orpha_layer	ORPHA:3449	8.821279822020517e-06
Orpha_layer	ORPHA:335	8.819339011619936e-06
Orpha_layer	ORPHA:3318	8.798661138968389e-06
Orpha_layer	ORPHA:84081	8.77830249887606e-06
Orpha_layer	ORPHA:761	8.771320667630385e-06
Orpha_layer	ORPHA:238459	8.759905303692305e-06
Orpha_layer	ORPHA:666	8.74153890336758e-06
Orpha_layer	ORPHA:96264	8.728161567210247e-06
Orpha_layer	ORPHA:136	8.491186118293014e-06
Orpha_layer	ORPHA:2072	8.482053403958228e-06
Orpha_layer	ORPHA:480520	8.457032059040282e-06
Orpha_layer	ORPHA:367	8.40655889343168e-06
Orpha_layer	HP:0000252	8.297012711459559e-06
Orpha_layer	ORPHA:90354	8.267176437577155e-06
Orpha_layer	ORPHA:2905	8.230878144272389e-06
Orpha_layer	ORPHA:79282	8.211397683007134e-06
Orpha_layer	ORPHA:2084	8.162316119504516e-06
Orpha_layer	ORPHA:1560	8.12702187857368e-06
Orpha_layer	ORPHA:275761	8.06838675988492e-06
Orpha_layer	ORPHA:96263	7.985153500499408e-06
Orpha_layer	HP:0001252	7.93990656094745e-06
Orpha_layer	HP:0000486	7.847797842005388e-06
Orpha_layer	ORPHA:702	7.78585667679596e-06
Orpha_layer	ORPHA:65286	7.778479512610517e-06
Orpha_layer	ORPHA:300179	7.762554514281319e-06
Orpha_layer	ORPHA:75233	7.757434564227467e-06
Orpha_layer	ORPHA:75234	7.715321579970796e-06
Orpha_layer	ORPHA:99889	7.709243638835815e-06
Orpha_layer	ORPHA:579	7.69902053856683e-06
Orpha_layer	ORPHA:449285	7.619565854354392e-06
Orpha_layer	ORPHA:567548	7.613004443764823e-06
Orpha_layer	ORPHA:745	7.573409663342273e-06
Orpha_layer	ORPHA:228116	7.5162254855458595e-06
Orpha_layer	ORPHA:464311	7.512902862308968e-06
Orpha_layer	ORPHA:476126	7.479822875953048e-06
Orpha_layer	ORPHA:3287	7.458118102517276e-06
Orpha_layer	ORPHA:2463	7.408757721645798e-06
Orpha_layer	ORPHA:2462	7.405294588856408e-06
Orpha_layer	ORPHA:457359	7.366546568491906e-06
Orpha_layer	ORPHA:679	7.349648993115e-06
Orpha_layer	ORPHA:95699	7.333953276823476e-06
Orpha_layer	ORPHA:2481	7.322005662281771e-06
Orpha_layer	ORPHA:740	7.233304348318352e-06
Orpha_layer	ORPHA:2078	7.1944848725419474e-06
Orpha_layer	ORPHA:193	7.177606949260403e-06
Orpha_layer	ORPHA:1068	7.1130752687750235e-06
Orpha_layer	ORPHA:464306	7.107833090105096e-06
Orpha_layer	ORPHA:99413	7.0510089695179265e-06
Orpha_layer	ORPHA:881	7.0510089695179265e-06
Orpha_layer	ORPHA:99228	7.0510089695179265e-06
Orpha_layer	ORPHA:99226	7.0510089695179265e-06
