multiplex	node	score
Rare_X_layer	Classic homocystinuria	0.7454403763768422
Rare_X_layer	25	0.007474832296764155
Rare_X_layer	713	0.007464395548611106
Rare_X_layer	7	0.007455921998334826
Rare_X_layer	39	0.007454403764372194
Rare_X_layer	5	0.007454403764372194
Rare_X_layer	6	0.007454403764372194
Rare_X_layer	217	0.007454403764372194
Rare_X_layer	563	0.007454403764372194
Rare_X_layer	572	0.007454403764372194
Rare_X_layer	578	0.007454403764372194
Rare_X_layer	183	0.007454403764372194
Rare_X_layer	582	0.007454403764372194
Rare_X_layer	579	0.007454403764372194
Rare_X_layer	58	0.007454403764372194
Rare_X_layer	711	0.007454403764372194
Rare_X_layer	Abnormal_Muscle_Function_Symptom_Present	0.0011336146838106683
Rare_X_layer	Feeding_Difficulties_Symptom_Present	0.0004587441261120993
Rare_X_layer	Heart_Defect_Symptom_Present	0.000453343714731553
Rare_X_layer	Abnormal_EKG_Symptom_Present	0.0004511778477640519
Rare_X_layer	Cafe_Au_Lait_Spots_Symptom_Present	0.00045016295322212975
Rare_X_layer	Coordination_Issues_Symptom_Present	0.0002637343937417489
Rare_X_layer	Abnormal_EEG_Symptom_Present	0.0002582636824936522
Rare_X_layer	Seizures_Symptom_Present	0.00025775182851844885
Rare_X_layer	Hyperactivity_Symptom_Present	0.0002558103106757339
Rare_X_layer	OCD_Symptom_Present	0.0002521674829938225
Rare_X_layer	Bruxism_Symptom_Present	0.0002519202705097791
Rare_X_layer	Abnormal_Optic_Nerve_Symptom_Present	0.00025180895962863807
Rare_X_layer	Asthma_Symptom_Present	0.0002508145758611023
Rare_X_layer	165	1.9596805648878346e-05
Rare_X_layer	443	1.952490158919344e-05
Rare_X_layer	738	1.7995744664887248e-05
Rare_X_layer	645	1.7071671712894335e-05
Rare_X_layer	Hypotonia_Symptom_Present	1.623715895631285e-05
Rare_X_layer	679	1.581879021077576e-05
Rare_X_layer	Cognitive_Impairment_Symptom_Present	1.548197615657668e-05
Rare_X_layer	447	1.4944311126767027e-05
Rare_X_layer	386	1.478391697386148e-05
Rare_X_layer	561	1.4687813715328923e-05
Rare_X_layer	313	1.4233345689496723e-05
Rare_X_layer	115	1.379204430383605e-05
Rare_X_layer	694	1.3790547419305283e-05
Rare_X_layer	353	1.342057490417237e-05
Rare_X_layer	111	1.3034866266544199e-05
Rare_X_layer	146	1.2953420620685727e-05
Rare_X_layer	262	1.2898568246305305e-05
Rare_X_layer	296	1.2680617055194756e-05
Rare_X_layer	42	1.2628697393962584e-05
Rare_X_layer	379	1.2543920826161615e-05
Rare_X_layer	167	1.2477679245065363e-05
Rare_X_layer	606	1.2319258032891796e-05
Rare_X_layer	670	1.2134042962374404e-05
Rare_X_layer	140	1.1921081180832818e-05
Rare_X_layer	614	1.1556869702133963e-05
Rare_X_layer	Constipation_Symptom_Present	1.145788164963867e-05
Rare_X_layer	254	1.1395798190794808e-05
Rare_X_layer	362	1.1376588717237126e-05
Rare_X_layer	295	1.1223539440623453e-05
Rare_X_layer	224	1.1190105669067166e-05
Rare_X_layer	342	1.1027967629242342e-05
Rare_X_layer	182	1.0906906660774512e-05
Rare_X_layer	546	1.0735241009655887e-05
Rare_X_layer	174	1.0699409763822793e-05
Rare_X_layer	373	1.0616855685382769e-05
Rare_X_layer	663	1.0254881417896487e-05
Rare_X_layer	289	1.0123079401451859e-05
Rare_X_layer	34	9.759957012124369e-06
Rare_X_layer	690	9.539533698451274e-06
Rare_X_layer	656	9.446790751903267e-06
Rare_X_layer	618	9.434627139687805e-06
Rare_X_layer	206	9.29674881683221e-06
Rare_X_layer	239	9.168479737058944e-06
Rare_X_layer	Abnormal_Eye_Movement_Symptom_Present	9.068041440573243e-06
