multiplex	node	score	empty	multiplex	node	score	description
Rare_X_layer	Ring14 and related disorders	0.7179799633712394		Orpha_layer	ORPHA:319182	6.011650223370039e-06	Wiedemann-Steiner syndrome
Rare_X_layer	Prematurity_Symptom_Present	0.00466071721304012		Orpha_layer	ORPHA:544254	2.1366294991167296e-06	SYNGAP1-related developmental and epileptic encephalopathy
Rare_X_layer	Short_Stature_Symptom_Present	0.0036678689316249962		Orpha_layer	ORPHA:391372	2.089468915062564e-06	Intellectual disability-severe speech delay-mild dysmorphism syndrome
Rare_X_layer	Undergrowth_Symptom_Present	0.0033333856999639856		Orpha_layer	ORPHA:261494	1.6122464847359082e-06	Kleefstra syndrome
Rare_X_layer	Cognitive_Impairment_Symptom_Present	0.0012041194179453695		Orpha_layer	ORPHA:420179	1.5461413071922114e-06	Malan overgrowth syndrome
Rare_X_layer	Constipation_Symptom_Present	0.001153920329811768		Orpha_layer	ORPHA:464306	1.3605959530196516e-06	DYRK1A-related intellectual disability syndrome
Rare_X_layer	Short_Attention_Span_Symptom_Present	0.0011317139652615757		Orpha_layer	ORPHA:2131	1.1342467023575308e-06	Alternating hemiplegia of childhood
Rare_X_layer	Abnormal_EEG_Symptom_Present	0.0011311110210137211		Orpha_layer	ORPHA:276432	8.309223690686283e-07	Ogden syndrome
Rare_X_layer	Seizures_Symptom_Present	0.0011279049192818727		Orpha_layer	ORPHA:85279	7.322481760877112e-07	KDM5C-related syndromic X-linked intellectual disability
Rare_X_layer	Esophagus_Issues_Symptom_Present	0.0011069414321477268		Orpha_layer	ORPHA:96092	6.845487012517394e-07	8p inverted duplication/deletion syndrome
Rare_X_layer	ASD_Symptom_Present	0.0009583377920115175		Orpha_layer	ORPHA:96169	6.443905793677676e-07	Koolen-De Vries syndrome
Rare_X_layer	Temper_Tantrums_Symptom_Present	0.0009511167836087117		Orpha_layer	ORPHA:884	4.308688558972765e-07	Tetrasomy 12p
Rare_X_layer	Impulsivity_Symptom_Present	0.0009507474481727196		Orpha_layer	ORPHA:289494	4.181770814629725e-07	4H leukodystrophy
Rare_X_layer	Hyperactivity_Symptom_Present	0.0009319667769206836		Orpha_layer	ORPHA:444077	2.895042123513709e-07	Cognitive impairment-coarse facies-heart defects-obesity-pulmonary involvement-short stature-skeletal dysplasia syndrome
Rare_X_layer	Memory_Impairment_Symptom_Present	0.0009006077534967754		Orpha_layer	ORPHA:394	1.7722071173355246e-07	Classic homocystinuria
Rare_X_layer	Hypotonia_Symptom_Present	0.0008563344156693523		Orpha_layer	HP:0001250	5.052227878581352e-08	Seizure
Rare_X_layer	Coordination_Issues_Symptom_Present	0.000853484857780942		Orpha_layer	HP:0000252	3.8174509446163516e-08	Microcephaly
Rare_X_layer	Feeding_Difficulties_Symptom_Present	0.000841007346229097		Orpha_layer	HP:0000218	3.777422717942624e-08	High palate
Rare_X_layer	PELHS Intellectual disability	0.0008327512784103251		Orpha_layer	HP:0004322	3.527348850154391e-08	Short stature
Rare_X_layer	Mood_Problems_Symptom_Present	0.0008002692988179412		Orpha_layer	HP:0000708	3.4548727789448216e-08	Behavioral abnormality
Rare_X_layer	Respitory_Abnormality_Symptom_Present	0.0007621985034575835		Orpha_layer	HP:0001252	3.2895539396739004e-08	Hypotonia
