multiplex	node	score	empty	multiplex	node	score	description
Rare_X_layer	CACNA1A related disorders	0.7198287103825259		Orpha_layer	ORPHA:319182	3.5355311224587195e-06	Wiedemann-Steiner syndrome
Rare_X_layer	Hypotonia_Symptom_Present	0.002894902674880393		Orpha_layer	ORPHA:420179	2.283914881331419e-06	Malan overgrowth syndrome
Rare_X_layer	Coordination_Issues_Symptom_Present	0.0028068537712316035		Orpha_layer	ORPHA:391372	2.2262172577083357e-06	Intellectual disability-severe speech delay-mild dysmorphism syndrome
Rare_X_layer	Abnormal_Eye_Movement_Symptom_Present	0.0022058667661920927		Orpha_layer	ORPHA:544254	2.2176839878962714e-06	SYNGAP1-related developmental and epileptic encephalopathy
Rare_X_layer	Abnormal_Muscle_Function_Symptom_Present	0.001915227182938761		Orpha_layer	ORPHA:2131	1.7977586559068856e-06	Alternating hemiplegia of childhood
Rare_X_layer	Cognitive_Impairment_Symptom_Present	0.001861079560998529		Orpha_layer	ORPHA:261494	1.7495451784607342e-06	Kleefstra syndrome
Rare_X_layer	Headaches_Migraines_Symptom_Present	0.0016749227662986766		Orpha_layer	ORPHA:464306	8.868366962357147e-07	DYRK1A-related intellectual disability syndrome
Rare_X_layer	Seizures_Symptom_Present	0.0014726796715955274		Orpha_layer	ORPHA:276432	6.754366810454565e-07	Ogden syndrome
Rare_X_layer	Abnormal_EEG_Symptom_Present	0.0013874885843167535		Orpha_layer	ORPHA:96092	6.436483058295269e-07	8p inverted duplication/deletion syndrome
Rare_X_layer	PELHS Migraines	0.0013018743914577633		Orpha_layer	ORPHA:289494	5.257929519573737e-07	4H leukodystrophy
Rare_X_layer	Unusual_Movements_Symptom_Present	0.0011321395917480474		Orpha_layer	ORPHA:96169	5.066237596853881e-07	Koolen-De Vries syndrome
Rare_X_layer	Constipation_Symptom_Present	0.0011245447239109328		Orpha_layer	ORPHA:85279	4.869837089832954e-07	KDM5C-related syndromic X-linked intellectual disability
Rare_X_layer	Temper_Tantrums_Symptom_Present	0.0010560816112863078		Orpha_layer	ORPHA:884	4.803849406598914e-07	Tetrasomy 12p
Rare_X_layer	PELHS Learning disability	0.001043871699904787		Orpha_layer	ORPHA:394	1.745217345653252e-07	Classic homocystinuria
Rare_X_layer	Issue_Muscle_Arms_Legs_Symptom_Present	0.0009315544490618623		Orpha_layer	ORPHA:444077	1.2747914761660113e-07	Cognitive impairment-coarse facies-heart defects-obesity-pulmonary involvement-short stature-skeletal dysplasia syndrome
Rare_X_layer	PELHS Movement disorder	0.0009193164763444939		Orpha_layer	HP:0001250	4.707333836587776e-08	Seizure
Rare_X_layer	Impulsivity_Symptom_Present	0.0008484703720731341		Orpha_layer	HP:0000218	3.2582818327855156e-08	High palate
Rare_X_layer	Issue_Neck_Muscle_Symptom_Present	0.0007996114816951295		Orpha_layer	HP:0010864	3.058350290984077e-08	Intellectual disability, severe
Rare_X_layer	Unusual_Eye_Gaze_Symptom_Present	0.0007795904465599928		Orpha_layer	HP:0000708	3.0333297467264603e-08	Behavioral abnormality
Rare_X_layer	Flexible_Joints_Symptom_Present	0.0007614414517602676		Orpha_layer	HP:0001252	3.027668579544259e-08	Hypotonia
Rare_X_layer	Difficulty_Nonverbal_Behaviors_Symptom_Present	0.0007376394786537285		Orpha_layer	HP:0000252	2.925959701141097e-08	Microcephaly
