multiplex	node	score	OrphaCorres	multiplex	node	score	description
Rare_X_layer	Ring14 and related disorders	0.7179799633712369	None	Orpha_layer	ORPHA:319182	6.005173286932237e-06	Wiedemann-Steiner syndrome
Rare_X_layer	45	0.0309404456826049	None	Orpha_layer	ORPHA:544254	2.138451691911457e-06	SYNGAP1-related developmental and epileptic encephalopathy
Rare_X_layer	167	0.03091264553682758	None	Orpha_layer	ORPHA:391372	2.089648180231636e-06	Intellectual disability-severe speech delay-mild dysmorphism syndrome
Rare_X_layer	501	0.030890454888013355	None	Orpha_layer	ORPHA:261494	1.6123774365815266e-06	Kleefstra syndrome
Rare_X_layer	55	0.030872126023794418	None	Orpha_layer	ORPHA:420179	1.5459390916551278e-06	Malan overgrowth syndrome
Rare_X_layer	56	0.03080096584056537	None	Orpha_layer	ORPHA:464306	1.3595834973946935e-06	DYRK1A-related intellectual disability syndrome
Rare_X_layer	105	0.030790566056470375	None	Orpha_layer	ORPHA:2131	1.1349042368134168e-06	Alternating hemiplegia of childhood
Rare_X_layer	521	0.030770569858754624	None	Orpha_layer	ORPHA:276432	8.303190558670023e-07	Ogden syndrome
Rare_X_layer	Prematurity_Symptom_Present	0.004660717212857351	None	Orpha_layer	ORPHA:85279	7.323273809973275e-07	KDM5C-related syndromic X-linked intellectual disability
Rare_X_layer	Short_Stature_Symptom_Present	0.003667868929901567	None	Orpha_layer	ORPHA:96092	6.846916339557124e-07	8p inverted duplication/deletion syndrome
Rare_X_layer	Undergrowth_Symptom_Present	0.0033333856986366623	None	Orpha_layer	ORPHA:96169	6.446112737522177e-07	Koolen-De Vries syndrome
Rare_X_layer	Cognitive_Impairment_Symptom_Present	0.0012041194171848446	None	Orpha_layer	ORPHA:884	4.3118276594555214e-07	Tetrasomy 12p
Rare_X_layer	Constipation_Symptom_Present	0.0011539203290037152	None	Orpha_layer	ORPHA:289494	4.178611102747898e-07	4H leukodystrophy
Rare_X_layer	Short_Attention_Span_Symptom_Present	0.0011317139645964887	None	Orpha_layer	ORPHA:444077	2.8927716202151303e-07	Cognitive impairment-coarse facies-heart defects-obesity-pulmonary involvement-short stature-skeletal dysplasia syndrome
Rare_X_layer	Abnormal_EEG_Symptom_Present	0.0011311110211987122	None	Orpha_layer	ORPHA:394	1.7725361511626344e-07	Classic homocystinuria
Rare_X_layer	Seizures_Symptom_Present	0.0011279049194519882	None	Orpha_layer	HP:0000750	6.959156990266764e-08	Delayed speech and language development
Rare_X_layer	Esophagus_Issues_Symptom_Present	0.0011069414316812877	None	Orpha_layer	HP:0000708	4.913201478082378e-08	Behavioral abnormality
Rare_X_layer	ASD_Symptom_Present	0.0009583377913609867	None	Orpha_layer	HP:0001252	4.592995119454424e-08	Hypotonia
Rare_X_layer	Temper_Tantrums_Symptom_Present	0.0009511167828758178	None	Orpha_layer	HP:0001250	4.4299736047331415e-08	Seizure
Rare_X_layer	Impulsivity_Symptom_Present	0.0009507474476553283	None	Orpha_layer	HP:0001249	4.310715358322633e-08	Intellectual disability
Rare_X_layer	Hyperactivity_Symptom_Present	0.0009319667763398676	None	Orpha_layer	HP:0010864	4.0771983117707464e-08	Intellectual disability, severe
Rare_X_layer	Memory_Impairment_Symptom_Present	0.0009006077533139094	None	Orpha_layer	HP:0001263	3.57389363285526e-08	Global developmental delay
Rare_X_layer	Hypotonia_Symptom_Present	0.0008563344149099861	None	Orpha_layer	HP:0000252	3.53217505230106e-08	Microcephaly
Rare_X_layer	Coordination_Issues_Symptom_Present	0.0008534848572216053	None	Orpha_layer	HP:0000316	3.5026673215370195e-08	Hypertelorism
Rare_X_layer	Feeding_Difficulties_Symptom_Present	0.0008410073453293758	None	Orpha_layer	HP:0000739	3.3935945791181685e-08	Anxiety
Rare_X_layer	PELHS Intellectual disability	0.0008327512782117782	None	Orpha_layer	HP:0004322	3.104651239328266e-08	Short stature
Rare_X_layer	Mood_Problems_Symptom_Present	0.0008002692983466878	None	Orpha_layer	HP:0011968	3.0787932636603615e-08	Feeding difficulties
Rare_X_layer	Respitory_Abnormality_Symptom_Present	0.0007621985033964987	None	Orpha_layer	HP:0000718	3.0521773018022714e-08	Aggressive behavior
Rare_X_layer	Gingivitis_Symptom_Present	0.0007604474566790724	None	Orpha_layer	HP:0000218	2.8803933313353168e-08	High palate
Rare_X_layer	Defecation_Issues_Symptom_Present	0.0007483850583649745	None	Orpha_layer	HP:0005616	2.8734641581439758e-08	Accelerated skeletal maturation
Rare_X_layer	Aggressive_Violent_Behavior_Symptom_Present	0.0006969853732699808	None	Orpha_layer	HP:0000729	2.830609695953814e-08	Autistic behavior
Rare_X_layer	Self_Injurious_Behavior_Symptom_Present	0.0006893226215023754	None	Orpha_layer	HP:0003196	2.6804809444376717e-08	Short nose
Rare_X_layer	Obesity_Symptom_Present	0.0006424206398659375	None	Orpha_layer	HP:0001508	2.6715461375031864e-08	Failure to thrive
Rare_X_layer	Unusual_Eye_Gaze_Symptom_Present	0.0006137936237841177	None	Orpha_layer	HP:0000324	2.667675654412312e-08	Facial asymmetry
Rare_X_layer	Difficulty_Nonverbal_Behaviors_Symptom_Present	0.0006103487808823048	None	Orpha_layer	HP:0000767	2.6054827403898263e-08	Pectus excavatum
Rare_X_layer	Difficulty_Making_Friends_Symptom_Present	0.000602627409295449	None	Orpha_layer	HP:0000733	2.5693305325707798e-08	Motor stereotypy
Rare_X_layer	Anxiety_Symptom_Present	0.0005959650584715389	None	Orpha_layer	HP:0000348	2.4797463594145896e-08	High forehead
