ORPHA:58	HP:0000256
ORPHA:58	HP:0001249
ORPHA:58	HP:0001250
ORPHA:58	HP:0001257
ORPHA:58	HP:0001274
ORPHA:58	HP:0001347
ORPHA:58	HP:0001355
ORPHA:58	HP:0001508
ORPHA:58	HP:0002007
ORPHA:58	HP:0002017
ORPHA:58	HP:0002167
ORPHA:58	HP:0002169
ORPHA:58	HP:0002353
ORPHA:58	HP:0002360
ORPHA:58	HP:0002650
ORPHA:58	HP:0007256
ORPHA:58	HP:0100729
ORPHA:58	HP:0000496
ORPHA:58	HP:0000508
ORPHA:58	HP:0000639
ORPHA:58	HP:0000651
ORPHA:58	HP:0000712
ORPHA:58	HP:0000716
ORPHA:58	HP:0000975
ORPHA:58	HP:0001251
ORPHA:58	HP:0001260
ORPHA:58	HP:0001288
ORPHA:58	HP:0001337
ORPHA:58	HP:0001618
ORPHA:58	HP:0002015
ORPHA:58	HP:0002019
ORPHA:58	HP:0002045
ORPHA:58	HP:0002381
ORPHA:58	HP:0002445
ORPHA:58	HP:0002514
ORPHA:58	HP:0002615
ORPHA:58	HP:0002808
ORPHA:58	HP:0010535
ORPHA:58	HP:0010628
ORPHA:58	HP:0100247
ORPHA:58	HP:0000218
ORPHA:58	HP:0000238
ORPHA:58	HP:0000470
ORPHA:58	HP:0000819
ORPHA:58	HP:0000821
ORPHA:58	HP:0000822
ORPHA:58	HP:0000826
ORPHA:58	HP:0000938
ORPHA:58	HP:0001252
ORPHA:58	HP:0001324
ORPHA:58	HP:0001645
ORPHA:58	HP:0002072
ORPHA:58	HP:0002093
ORPHA:58	HP:0002376
ORPHA:58	HP:0002383
ORPHA:58	HP:0002410
ORPHA:58	HP:0002607
ORPHA:58	HP:0003307
ORPHA:58	HP:0007481
ORPHA:58	HP:0012332
ORPHA:58	HP:0100716
ORPHA:61	HP:0000158
ORPHA:61	HP:0000280
ORPHA:61	HP:0000365
ORPHA:61	HP:0000518
ORPHA:61	HP:0001249
ORPHA:61	HP:0001263
ORPHA:61	HP:0001744
ORPHA:61	HP:0002240
ORPHA:61	HP:0002652
ORPHA:61	HP:0002750
ORPHA:61	HP:0004493
ORPHA:61	HP:0005280
ORPHA:61	HP:0005978
ORPHA:61	HP:0007957
ORPHA:61	HP:0008821
ORPHA:61	HP:0000023
ORPHA:61	HP:0000189
ORPHA:61	HP:0000212
ORPHA:61	HP:0000316
ORPHA:61	HP:0000336
ORPHA:61	HP:0000389
ORPHA:61	HP:0000400
ORPHA:61	HP:0000470
ORPHA:61	HP:0000708
ORPHA:61	HP:0001252
ORPHA:61	HP:0001385
ORPHA:61	HP:0002650
ORPHA:61	HP:0002808
ORPHA:61	HP:0006487
ORPHA:61	HP:0010807
ORPHA:61	HP:0011039
ORPHA:61	HP:0011354
ORPHA:61	HP:0000256
ORPHA:61	HP:0000303
ORPHA:61	HP:0000687
ORPHA:61	HP:0000689
ORPHA:61	HP:0000738
ORPHA:61	HP:0001369
ORPHA:61	HP:0002205
ORPHA:61	HP:0002516
ORPHA:61	HP:0010885
ORPHA:61	HP:0100240
ORPHA:93	HP:0000023
ORPHA:93	HP:0000053
ORPHA:93	HP:0000158
ORPHA:93	HP:0000164
ORPHA:93	HP:0000212
ORPHA:93	HP:0000280
ORPHA:93	HP:0000303
ORPHA:93	HP:0000316
ORPHA:93	HP:0000389
ORPHA:93	HP:0000431
ORPHA:93	HP:0000670
ORPHA:93	HP:0000708
ORPHA:93	HP:0000750
ORPHA:93	HP:0000768
ORPHA:93	HP:0001249
ORPHA:93	HP:0001250
ORPHA:93	HP:0001369
ORPHA:93	HP:0001387
ORPHA:93	HP:0001537
ORPHA:93	HP:0001744
ORPHA:93	HP:0001763
ORPHA:93	HP:0001999
ORPHA:93	HP:0002024
ORPHA:93	HP:0002167
ORPHA:93	HP:0002205
ORPHA:93	HP:0002240
ORPHA:93	HP:0002360
ORPHA:93	HP:0002650
ORPHA:93	HP:0002684
ORPHA:93	HP:0002750
ORPHA:93	HP:0002997
ORPHA:93	HP:0003103
ORPHA:93	HP:0003196
ORPHA:93	HP:0003468
ORPHA:93	HP:0004337
ORPHA:93	HP:0004568
ORPHA:93	HP:0008430
ORPHA:93	HP:0008551
ORPHA:93	HP:0011276
ORPHA:93	HP:0012068
ORPHA:93	HP:0012471
ORPHA:93	HP:0100660
ORPHA:93	HP:0100729
ORPHA:585	HP:0000238
ORPHA:585	HP:0000252
ORPHA:585	HP:0000256
ORPHA:585	HP:0000280
ORPHA:585	HP:0000319
ORPHA:585	HP:0000407
ORPHA:585	HP:0000463
ORPHA:585	HP:0000505
ORPHA:585	HP:0000518
ORPHA:585	HP:0000574
ORPHA:585	HP:0000648
ORPHA:585	HP:0001249
ORPHA:585	HP:0001250
ORPHA:585	HP:0001263
ORPHA:585	HP:0001319
ORPHA:585	HP:0001387
ORPHA:585	HP:0001744
ORPHA:585	HP:0002208
ORPHA:585	HP:0002240
ORPHA:585	HP:0002376
ORPHA:585	HP:0003134
ORPHA:585	HP:0004322
ORPHA:585	HP:0005280
ORPHA:585	HP:0007307
ORPHA:585	HP:0007703
ORPHA:585	HP:0007957
ORPHA:585	HP:0008064
ORPHA:585	HP:0008155
ORPHA:585	HP:0010059
ORPHA:585	HP:0011304
ORPHA:118	HP:0000365
ORPHA:118	HP:0001249
ORPHA:118	HP:0001250
ORPHA:118	HP:0001999
ORPHA:118	HP:0002205
ORPHA:118	HP:0005247
ORPHA:141	HP:0000256
ORPHA:141	HP:0000365
ORPHA:141	HP:0000505
ORPHA:141	HP:0000618
ORPHA:141	HP:0000648
ORPHA:141	HP:0000649
ORPHA:141	HP:0001250
ORPHA:141	HP:0001252
ORPHA:141	HP:0001263
ORPHA:141	HP:0001276
ORPHA:141	HP:0001371
ORPHA:141	HP:0002020
ORPHA:141	HP:0002353
ORPHA:141	HP:0002376
ORPHA:141	HP:0004372
ORPHA:141	HP:0007703
ORPHA:141	HP:0008872
ORPHA:141	HP:0100543
ORPHA:213	HP:0000093
ORPHA:213	HP:0000112
ORPHA:213	HP:0000124
ORPHA:213	HP:0000613
ORPHA:213	HP:0000733
ORPHA:213	HP:0000821
ORPHA:213	HP:0000823
