multiplex	node	score	multiplex	node	score	description	multiplex	node	score	description
1.0	MSL3 -related disorders	0.7260731806674795	2	ORPHA:319182	2.6597923108166742e-06	Wiedemann-Steiner syndrome	3.0	ORPHA:319182	2.681830950785724e-06	Wiedemann-Steiner syndrome
1.0	367	0.0243448619082328	2	ORPHA:420179	1.4225266456715528e-06	Malan overgrowth syndrome	3.0	ORPHA:420179	1.471849880615344e-06	Malan overgrowth syndrome
1.0	491	0.0243087905232454	2	ORPHA:391372	1.2509997746644364e-06	Intellectual disability-severe speech delay-mild dysmorphism syndrome	3.0	ORPHA:391372	1.2598692670048745e-06	Intellectual disability-severe speech delay-mild dysmorphism syndrome
1.0	512	0.0242725622197723	2	ORPHA:261494	1.0468291435260348e-06	Kleefstra syndrome	3.0	ORPHA:544254	1.0381153854899434e-06	SYNGAP1-related developmental and epileptic encephalopathy
1.0	514	0.024264725507221	2	ORPHA:544254	1.0414305445172755e-06	SYNGAP1-related developmental and epileptic encephalopathy	3.0	ORPHA:2131	6.537351744358041e-07	Alternating hemiplegia of childhood
1.0	534	0.0242604832223915	2	ORPHA:2131	6.445175674791065e-07	Alternating hemiplegia of childhood	3.0	ORPHA:276432	3.6963399458350235e-07	Ogden syndrome
1.0	552	0.0242523599825175	2	ORPHA:464306	6.308701949876269e-07	DYRK1A-related intellectual disability syndrome	3.0	ORPHA:561	1.7315886165173128e-07	Marshall-Smith syndrome
1.0	523	0.0242024393555666	2	ORPHA:96169	5.433201259108305e-07	Koolen-De Vries syndrome	3.0	ORPHA:447980	1.7315886165173128e-07	19p13.3 microduplication syndrome
1.0	532	0.0242024393555666	2	ORPHA:96092	4.546738759400382e-07	8p inverted duplication/deletion syndrome	3.0	ORPHA:52417	1.34807528390834e-07	MALT lymphoma
1.0	494	0.0242024393555666	2	ORPHA:85279	3.862522198231618e-07	KDM5C-related syndromic X-linked intellectual disability	3.0	ORPHA:585877	1.336339464941503e-07	
1.0	Recurrent_Infections_Symptom_Present	0.0027008101516047	2	ORPHA:276432	3.649896761750796e-07	Ogden syndrome	3.0	ORPHA:589534	1.149925312096748e-07	
1.0	Immunodeficiency_Symptom_Present	0.0024462029051068	2	ORPHA:884	3.089749295955592e-07	Tetrasomy 12p	3.0	ORPHA:589595	1.149925312096748e-07	
1.0	Hypotonia_Symptom_Present	0.0019890506912026	2	ORPHA:289494	2.62639755916904e-07	4H leukodystrophy	3.0	ORPHA:98835	1.11413805006663e-07	
1.0	Abnormal_Muscle_Function_Symptom_Present	0.0016585469781135	2	ORPHA:394	9.904640537805219e-08	Classic homocystinuria	3.0	ORPHA:585918	1.11413805006663e-07	
1.0	Cognitive_Impairment_Symptom_Present	0.0015376260392333	2	ORPHA:444077	8.342424818507812e-08	Cognitive impairment-coarse facies-heart defects-obesity-pulmonary involvement-short stature-skeletal dysplasia syndrome	3.0	ORPHA:98831	1.11413805006663e-07	
1.0	Issue_Muscle_Arms_Legs_Symptom_Present	0.0013720845131837	2	HP:0000750	4.7323884749048285e-08	Delayed speech and language development	3.0	ORPHA:402017	1.11413805006663e-07	
