multiplex	node	score	multiplex	node	score	description	multiplex	node	score	description
1.0	STXBP1 related Disorders	0.7258821040480192	2	ORPHA:319182	1.9501796318846686e-06	Wiedemann-Steiner syndrome	3.0	ORPHA:319182	1.9662193389197054e-06	Wiedemann-Steiner syndrome
1.0	40	0.00284041055278	2	ORPHA:544254	1.4752987252842143e-06	SYNGAP1-related developmental and epileptic encephalopathy	3.0	ORPHA:544254	1.470793153649545e-06	SYNGAP1-related developmental and epileptic encephalopathy
1.0	235	0.0028279349932336	2	ORPHA:391372	1.2823555167506876e-06	Intellectual disability-severe speech delay-mild dysmorphism syndrome	3.0	ORPHA:391372	1.291539068314826e-06	Intellectual disability-severe speech delay-mild dysmorphism syndrome
1.0	426	0.0028242992751219	2	ORPHA:420179	1.1498817281386796e-06	Malan overgrowth syndrome	3.0	ORPHA:420179	1.189711643428335e-06	Malan overgrowth syndrome
1.0	37	0.0028199851032439	2	ORPHA:261494	9.920499364524565e-07	Kleefstra syndrome	3.0	ORPHA:2131	9.21989975720058e-07	Alternating hemiplegia of childhood
1.0	720	0.0028180855330011	2	ORPHA:2131	9.087945382828632e-07	Alternating hemiplegia of childhood	3.0	ORPHA:276432	4.3162346123692793e-07	Ogden syndrome
1.0	289	0.0028179101913134	2	ORPHA:464306	5.648494442937497e-07	DYRK1A-related intellectual disability syndrome	3.0	ORPHA:447980	1.399661271954447e-07	19p13.3 microduplication syndrome
1.0	700	0.0028148757213139	2	ORPHA:276432	4.261181293682922e-07	Ogden syndrome	3.0	ORPHA:561	1.399661271954447e-07	Marshall-Smith syndrome
1.0	66	0.0028090174429455	2	ORPHA:96092	4.155554707890832e-07	8p inverted duplication/deletion syndrome	3.0	ORPHA:52417	1.3819620125003768e-07	MALT lymphoma
1.0	414	0.0028084787797213	2	ORPHA:289494	3.234598829717874e-07	4H leukodystrophy	3.0	ORPHA:585877	1.369929946829867e-07	
1.0	296	0.0028082283870503	2	ORPHA:884	3.110584422891948e-07	Tetrasomy 12p	3.0	ORPHA:442835	1.3344296491468884e-07	Non-specific early-onset epileptic encephalopathy
1.0	257	0.0028079246520468	2	ORPHA:96169	2.910418471128693e-07	Koolen-De Vries syndrome	3.0	ORPHA:178469	1.0376591669119713e-07	
1.0	693	0.002806273561429	2	ORPHA:85279	2.6755280161464536e-07	KDM5C-related syndromic X-linked intellectual disability	3.0	ORPHA:1942	1.0274589516708441e-07	Myoclonic-astatic epilepsy
1.0	306	0.0028053038727896	2	ORPHA:394	1.0984804985504342e-07	Classic homocystinuria	3.0	ORPHA:568	8.72535717500876e-08	Microphthalmia, Lenz type
1.0	315	0.0028050656866477	2	ORPHA:444077	7.680547405671157e-08	Cognitive impairment-coarse facies-heart defects-obesity-pulmonary involvement-short stature-skeletal dysplasia syndrome	3.0	ORPHA:589595	8.431523080275567e-08	
1.0	453	0.0028049552796013	2	HP:0000750	4.555960521820666e-08	Delayed speech and language development	3.0	ORPHA:589534	8.431523080275567e-08	
1.0	260	0.0028046262584604	2	HP:0000708	3.3229429163226856e-08	Atypical behavior	3.0	ORPHA:98835	8.168486826361934e-08	
1.0	356	0.002804146144229	2	HP:0010864	3.243024513564765e-08	Intellectual disability, severe	3.0	ORPHA:98831	8.168486826361934e-08	
1.0	301	0.0028038670616308	2	HP:0001252	3.15313947617944e-08	Hypotonia	3.0	ORPHA:402017	8.168486826361934e-08	
1.0	17	0.0028036005414422	2	HP:0001250	3.0009799469558975e-08	Seizure	3.0	ORPHA:585918	8.168486826361934e-08	
1.0	409	0.0028025384257393	2	HP:0001249	2.979925580252669e-08	Intellectual disability	3.0	ORPHA:569	2.8683903766749546e-08	Familial or sporadic hemiplegic migraine
1.0	28	0.0028014478542476	2	HP:0001263	2.7236588487869152e-08	Global developmental delay	3.0	ORPHA:2382	2.8308705267247912e-08	Lennox-Gastaut syndrome
1.0	302	0.002800817928968	2	HP:0000729	2.2565576382646415e-08	Autistic behavior	3.0	ORPHA:71518	2.5391152729956795e-08	Benign paroxysmal torticollis of infancy
1.0	71	0.0028002014419981	2	HP:0000316	2.1445090213388405e-08	Hypertelorism	3.0	ORPHA:97	2.5391152729956795e-08	Familial paroxysmal ataxia
1.0	61	0.0027981712473644	2	HP:0000252	2.1338522480110864e-08	Microcephaly	3.0	ORPHA:98758	2.5391152729956795e-08	Spinocerebellar ataxia type 6
1.0	487	0.0027976549901503	2	HP:0002342	2.093358748003937e-08	Intellectual disability, moderate	3.0	ORPHA:71517	2.396738043135972e-08	Rapid-onset dystonia-parkinsonism
1.0	704	0.0027953198461789	2	HP:0000739	2.032191208924481e-08	Anxiety	3.0	ORPHA:1171	2.396738043135972e-08	Cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome
1.0	290	0.0027938783369312	2	HP:0000218	1.8774275577378385e-08	High palate	3.0	ORPHA:209967	2.0488675977685713e-08	Episodic ataxia type 6
1.0	294	0.002792946167679	2	HP:0000486	1.8739735267238577e-08	Strabismus	3.0	ORPHA:520	8.129110488580163e-09	Acute promyelocytic leukemia
1.0	314	0.0027929411220693	2	HP:0004322	1.8336895169338063e-08	Short stature	3.0	ORPHA:545	7.974439988654457e-09	Follicular lymphoma
1.0	351	0.0027912632592748	2	HP:0005616	1.8008671118489325e-08	Accelerated skeletal maturation	3.0	ORPHA:52416	7.842292446946557e-09	Mantle cell lymphoma
1.0	21	0.0027905067111516	2	HP:0011220	1.7841796017297226e-08	Prominent forehead	3.0	ORPHA:457246	7.393644084494735e-09	
1.0	261	0.0027876943581083	2	HP:0000767	1.7128686946659847e-08	Pectus excavatum	3.0	ORPHA:585948	7.279950026722223e-09	
1.0	259	0.002787684416748	2	HP:0003196	1.7084562223025843e-08	Short nose	3.0	ORPHA:44890	6.955991634095631e-09	Gastrointestinal stromal tumor
1.0	703	0.002786440202567	2	HP:0000348	1.6792519674604772e-08	High forehead	3.0	ORPHA:314950	6.931735782531512e-09	
1.0	308	0.0027859276243356	2	HP:0001508	1.6688274574624033e-08	Failure to thrive	3.0	ORPHA:397964	6.909796527102447e-09	
1.0	265	0.0027840304572033	2	HP:0000718	1.6599580180506792e-08	Aggressive behavior	3.0	ORPHA:199306	6.807138100099262e-09	Cleft lip/palate
1.0	706	0.0027832026554246	2	HP:0011968	1.646595939697916e-08	Feeding difficulties	3.0	ORPHA:2712	6.793494404727821e-09	Oculofaciocardiodental syndrome
1.0	234	0.0027830796591146	2	HP:0001251	1.5684508865668473e-08	Ataxia	3.0	ORPHA:168940	6.573289470013937e-09	
1.0	292	0.0027828195450006	2	HP:0000324	1.5441249417502456e-08	Facial asymmetry	3.0	ORPHA:168947	6.41541464121965e-09	
1.0	271	0.0027800731518583	2	HP:0002119	1.5198270762626883e-08	Ventriculomegaly	3.0	ORPHA:99861	5.4062953367856785e-09	
1.0	251	0.0027800333048253	2	HP:0000494	1.4841533567285576e-08	Downslanted palpebral fissures	3.0	ORPHA:33069	4.931804307529963e-09	Dravet syndrome
1.0	307	0.0027793279571003	2	HP:0000508	1.4664938040420881e-08	Ptosis	3.0	ORPHA:36387	4.9218754747305275e-09	Generalized epilepsy with febrile seizures-plus
1.0	329	0.0027773380244572	2	HP:0008872	1.4302786180437662e-08	Feeding difficulties in infancy	3.0	ORPHA:64280	4.6976390878614075e-09	Childhood absence epilepsy
1.0	450	0.0027768687266558	2	HP:0002015	1.4277559601719316e-08	Dysphagia	3.0	ORPHA:98834	4.6264639624954526e-09	
1.0	716	0.0027713164087507	2	HP:0001999	1.4215239146281669e-08	Abnormal facial shape	3.0	ORPHA:293181	4.572722809585857e-09	Malignant migrating focal seizures of infancy
1.0	65	0.0027699548196246	2	HP:0000490	1.4032169506591512e-08	Deeply set eye	3.0	ORPHA:102724	4.500332732288302e-09	
1.0	46	0.0027697517885212	2	HP:0002650	1.3990707688140598e-08	Scoliosis	3.0	ORPHA:98829	4.485428903837328e-09	
1.0	389	0.0027690604861583	2	HP:0000736	1.2935839988583992e-08	Short attention span	3.0	ORPHA:98833	4.430324006505013e-09	
1.0	72	0.0027688212577857	2	HP:0000343	1.2841476697141109e-08	Long philtrum	3.0	ORPHA:585909	4.4062276641098125e-09	
1.0	551	0.0027682196277713	2	HP:0000256	1.2786689447915909e-08	Macrocephaly	3.0	ORPHA:98832	4.224892167972741e-09	
1.0	434	0.0027680678683578	2	HP:0000733	1.2739953497203938e-08	Abnormal repetitive mannerisms	3.0	ORPHA:98811	3.516462023530302e-09	Paroxysmal exertion-induced dyskinesia
1.0	67	0.0027674787154542	2	HP:0000639	1.2347978794170488e-08	Nystagmus	3.0	ORPHA:306	3.141702620365567e-09	Benign familial infantile epilepsy
1.0	304	0.0027565143191568	2	HP:0002019	1.2228634330738694e-08	Constipation	3.0	ORPHA:31709	2.6918278476324643e-09	Infantile convulsions and choreoathetosis
1.0	406	0.0027565143191568	2	HP:0002714	1.2217414995837456e-08	Downturned corners of mouth	3.0	ORPHA:71277	2.648803369228437e-09	Classic glucose transporter type 1 deficiency syndrome
1.0	249	0.0027565143191568	2	HP:0002360	1.2116339288528714e-08	Sleep disturbance	3.0	ORPHA:53583	2.648803369228437e-09	Paroxysmal dystonic choreathetosis with episodic ataxia and spasticity
