multiplex	node	score	multiplex	node	score	description	multiplex	node	score	description
1.0	4H leukodystrophy	0.735107374098208	2	ORPHA:289494	0.0736067696124324	4H leukodystrophy	3.0	ORPHA:319182	9.749330399779195e-07	Wiedemann-Steiner syndrome
1.0	620	0.007834328729515	2	HP:0001260	0.0006941233662601	Dysarthria	3.0	ORPHA:420179	6.557535006103415e-07	Malan overgrowth syndrome
1.0	444	0.0077815237005175	2	HP:0001251	0.0006932445560839	Ataxia	3.0	ORPHA:391372	6.543774899193848e-07	Intellectual disability-severe speech delay-mild dysmorphism syndrome
1.0	558	0.007779373946093	2	HP:0001332	0.0006866536490946	Dystonia	3.0	ORPHA:544254	4.206373995026955e-07	SYNGAP1-related developmental and epileptic encephalopathy
1.0	219	0.0077723022418606	2	HP:0000164	0.0006815647811861	Abnormality of the dentition	3.0	ORPHA:2131	3.0800651061813215e-07	Alternating hemiplegia of childhood
1.0	648	0.0077621554534234	2	HP:0000545	0.0006810324621804	Myopia	3.0	ORPHA:276432	1.6212731775603405e-07	Ogden syndrome
1.0	312	0.0077607933013446	2	HP:0000044	0.0006810256200881	Hypogonadotropic hypogonadism	3.0	ORPHA:447980	7.71473438819995e-08	19p13.3 microduplication syndrome
1.0	615	0.0077581308654687	2	HP:0000668	0.0006807049733037	Hypodontia	3.0	ORPHA:561	7.71473438819995e-08	Marshall-Smith syndrome
1.0	634	0.0077460780300128	2	HP:0006808	0.000679879422594	Cerebral hypomyelination	3.0	ORPHA:52417	7.001892856263248e-08	MALT lymphoma
1.0	587	0.0077379723590336	2	HP:0004322	0.000519617999423	Short stature	3.0	ORPHA:585877	6.940846488249056e-08	
1.0	396	0.0077379723590336	2	HP:0002015	0.0005154730192125	Dysphagia	3.0	ORPHA:589534	4.1804674674140623e-08	
1.0	383	0.0077379723590336	2	HP:0001337	0.0005137532675726	Tremor	3.0	ORPHA:589595	4.1804674674140623e-08	
1.0	381	0.0077379723590336	2	HP:0000496	0.0005118854493318	Abnormality of eye movement	3.0	ORPHA:98835	4.05025504931244e-08	
1.0	417	0.0077379723590336	2	HP:0002071	0.0005115789176587	Abnormality of extrapyramidal motor function	3.0	ORPHA:98831	4.05025504931244e-08	
1.0	565	0.0077379723590336	2	HP:0007240	0.000511313795067	Progressive gait ataxia	3.0	ORPHA:402017	4.05025504931244e-08	
1.0	430	0.0077379723590336	2	HP:0002493	0.0005112149701986	Upper motor neuron dysfunction	3.0	ORPHA:585918	4.05025504931244e-08	
1.0	626	0.0077379723590336	2	HP:0000823	0.0005111363496674	Delayed puberty	3.0	ORPHA:442835	3.9624406096333244e-08	Non-specific early-onset epileptic encephalopathy
1.0	627	0.0077379723590336	2	HP:0030890	0.0005103012151897	Hyperintensity of cerebral white matter on MRI	3.0	ORPHA:568	3.277536137907898e-08	Microphthalmia, Lenz type
1.0	628	0.0077379723590336	2	HP:0002307	0.0005098029419562	Drooling	3.0	ORPHA:178469	2.9704975716587225e-08	
1.0	640	0.0077379723590336	2	HP:0001250	0.0003543477808146	Seizure	3.0	ORPHA:1942	2.94567886480174e-08	Myoclonic-astatic epilepsy
1.0	Cognitive_Impairment_Symptom_Present	0.0009054898103332	2	HP:0001272	0.0003461859339871	Cerebellar atrophy	3.0	ORPHA:569	9.415778777543405e-09	Familial or sporadic hemiplegic migraine
1.0	Coordination_Issues_Symptom_Present	0.0009002471537292	2	HP:0001310	0.0003435448219365	Dysmetria	3.0	ORPHA:2382	9.297936082639813e-09	Lennox-Gastaut syndrome
1.0	Osteoporosis_Symptom_Present	0.0008877479511026	2	HP:0002079	0.0003429936021541	Hypoplasia of the corpus callosum	3.0	ORPHA:97	8.429576807008614e-09	Familial paroxysmal ataxia
1.0	PELHS Intellectual disability	0.00084961794917	2	HP:0001268	0.0003426455786123	Mental deterioration	3.0	ORPHA:71518	8.429576807008614e-09	Benign paroxysmal torticollis of infancy
1.0	Abnormal_Bladder_Symptom_Present	0.0007890500956017	2	HP:0002075	0.0003417163510627	Dysdiadochokinesis	3.0	ORPHA:98758	8.429576807008614e-09	Spinocerebellar ataxia type 6
1.0	Nearsightedness_Symptom_Present	0.0007119139886855	2	HP:0000640	0.0003413793304827	Gaze-evoked nystagmus	3.0	ORPHA:71517	7.962061177508663e-09	Rapid-onset dystonia-parkinsonism
1.0	PELHS Visual impairment (other than refractive errors)	0.0005931963059061	2	HP:0000684	0.0003410265786432	Delayed eruption of teeth	3.0	ORPHA:1171	7.962061177508663e-09	Cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome
1.0	PELHS Wheelchair	0.0005923420960437	2	HP:0000570	0.0003405159635143	Abnormal saccadic eye movements	3.0	ORPHA:209967	6.844570247805936e-09	Episodic ataxia type 6
1.0	Hypotonia_Symptom_Present	0.0004779825081109	2	HP:0000824	0.0003403645324442	Decreased response to growth hormone stimulation test	3.0	ORPHA:545	4.040088983577307e-09	Follicular lymphoma
1.0	Difficulty_Nonverbal_Behaviors_Symptom_Present	0.0004471825799729	2	HP:0002926	0.0003392068291364	Abnormality of thyroid physiology	3.0	ORPHA:52416	3.9733948949920306e-09	Mantle cell lymphoma
1.0	ASD_Symptom_Present	0.0004235051498089	2	HP:0000648	0.0001753564400087	Optic atrophy	3.0	ORPHA:585948	3.688506014205342e-09	
1.0	Short_Attention_Span_Symptom_Present	0.0004014296333959	2	HP:0000518	0.0001735718264323	Cataract	3.0	ORPHA:44890	3.52099567382281e-09	Gastrointestinal stromal tumor
1.0	Delayed_Puberty_Symptom_Present	0.0004013892188931	2	HP:0031206	0.0001709351934959	Striatal T2 hyperintensity	3.0	ORPHA:397964	3.5009703948730344e-09	
1.0	PELHS ADD/ADHD	0.000384807027743	2	ORPHA:508093	3.0404950294125504e-05	MEPAN syndrome	3.0	ORPHA:314950	3.490746041151898e-09	
1.0	Short_Stature_Symptom_Present	0.0003422226558656	2	ORPHA:276238	2.49770212345044e-05	Machado-Joseph disease type 1	3.0	ORPHA:199306	3.447775793373176e-09	Cleft lip/palate
1.0	Hypertonia_Symptom_Present	0.0003379514559866	2	ORPHA:438114	2.446015929232562e-05	RARS-related autosomal recessive hypomyelinating leukodystrophy	3.0	ORPHA:168940	3.317766806878729e-09	
1.0	Unusual_Number_Teeth_Symptom_Present	0.0003372239141774	2	ORPHA:447896	2.347111600515732e-05	Tremor-ataxia-central hypomyelination syndrome	3.0	ORPHA:168947	3.2495677291814154e-09	
1.0	Malformed_Teeth_Symptom_Present	0.000304808265258	2	ORPHA:280219	2.317448431886427e-05	Pelizaeus-Merzbacher disease, classic form	3.0	ORPHA:520	3.129168997603306e-09	Acute promyelocytic leukemia
1.0	Visual_Impairment_Symptom_Present	0.0002963697582954	2	ORPHA:276244	2.297609866019025e-05	Machado-Joseph disease type 3	3.0	ORPHA:457246	2.7790031825932953e-09	
1.0	Temper_Tantrums_Symptom_Present	0.0002913430452764	2	ORPHA:276241	2.2916106994993552e-05	Machado-Joseph disease type 2	3.0	ORPHA:2712	2.552865373224018e-09	Oculofaciocardiodental syndrome
1.0	Major_Vision_Issues_Symptom_Present	0.0002911257127197	2	ORPHA:59	2.246847712357404e-05	Allan-Herndon-Dudley syndrome	3.0	ORPHA:99861	2.485975916605353e-09	
1.0	Difficulty_Making_Friends_Symptom_Present	0.0002906075821748	2	ORPHA:1830	2.137322932784176e-05	Schimke immuno-osseous dysplasia	3.0	ORPHA:98834	2.279094997512534e-09	
1.0	Anxiety_Symptom_Present	0.0002892493793182	2	ORPHA:280210	2.03529317062118e-05	Pelizaeus-Merzbacher disease, connatal form	3.0	ORPHA:102724	2.230067950212888e-09	
1.0	Esophagus_Issues_Symptom_Present	0.0002851179146148	2	ORPHA:494541	1.935345568667603e-05	Childhood-onset benign chorea with striatal involvement	3.0	ORPHA:98829	2.2226204779801453e-09	
1.0	PELHS Anxiety	0.0002796857123506	2	ORPHA:85163	1.8625068732539783e-05	Hypomyelination-congenital cataract syndrome	3.0	ORPHA:585909	2.1812585238737852e-09	
