multiplex	node	score	multiplex	node	score	description	multiplex	node	score	description
1.0	CHAMP1 related disorders	0.7367310106980026	2	ORPHA:319182	1.7998713066081953e-06	Wiedemann-Steiner syndrome	3.0	ORPHA:319182	1.814749024314628e-06	Wiedemann-Steiner syndrome
1.0	12	0.011742762279485	2	ORPHA:391372	9.708698833245591e-07	Intellectual disability-severe speech delay-mild dysmorphism syndrome	3.0	ORPHA:420179	9.837429765768062e-07	Malan overgrowth syndrome
1.0	152	0.0117230753536994	2	ORPHA:544254	9.523773765349546e-07	SYNGAP1-related developmental and epileptic encephalopathy	3.0	ORPHA:391372	9.777898234305856e-07	Intellectual disability-severe speech delay-mild dysmorphism syndrome
1.0	462	0.0117197842418407	2	ORPHA:420179	9.508022915533248e-07	Malan overgrowth syndrome	3.0	ORPHA:544254	9.494029668209774e-07	SYNGAP1-related developmental and epileptic encephalopathy
1.0	272	0.0117057000294139	2	ORPHA:261494	8.931869312632627e-07	Kleefstra syndrome	3.0	ORPHA:2131	5.552791896984537e-07	Alternating hemiplegia of childhood
1.0	163	0.0116965441301556	2	ORPHA:2131	5.473548531073623e-07	Alternating hemiplegia of childhood	3.0	ORPHA:276432	2.4751108571203965e-07	Ogden syndrome
1.0	524	0.0116847354097767	2	ORPHA:464306	4.714421970600099e-07	DYRK1A-related intellectual disability syndrome	3.0	ORPHA:561	1.1573451785992539e-07	Marshall-Smith syndrome
1.0	156	0.0116687289545782	2	ORPHA:289494	2.850207243608862e-07	4H leukodystrophy	3.0	ORPHA:447980	1.1573451785992539e-07	19p13.3 microduplication syndrome
1.0	591	0.0116492108915141	2	ORPHA:96092	2.835361923152837e-07	8p inverted duplication/deletion syndrome	3.0	ORPHA:52417	1.0462465594140388e-07	MALT lymphoma
1.0	740	0.011641539450429	2	ORPHA:96169	2.825920049676456e-07	Koolen-De Vries syndrome	3.0	ORPHA:585877	1.0371300359034101e-07	
1.0	570	0.0116325949057152	2	ORPHA:884	2.60659603538188e-07	Tetrasomy 12p	3.0	ORPHA:442835	8.482474839430775e-08	Non-specific early-onset epileptic encephalopathy
1.0	527	0.0116325949057152	2	ORPHA:276432	2.444202026189004e-07	Ogden syndrome	3.0	ORPHA:589534	7.781515771703368e-08	
1.0	277	0.0116325949057152	2	ORPHA:85279	2.3944616423289626e-07	KDM5C-related syndromic X-linked intellectual disability	3.0	ORPHA:589595	7.781515771703368e-08	
1.0	158	0.0116325949057152	2	ORPHA:394	5.030175932075683e-08	Classic homocystinuria	3.0	ORPHA:98835	7.539191017987616e-08	
1.0	531	0.0116325949057152	2	ORPHA:444077	4.8331125729788825e-08	Cognitive impairment-coarse facies-heart defects-obesity-pulmonary involvement-short stature-skeletal dysplasia syndrome	3.0	ORPHA:585918	7.539191017987616e-08	
1.0	13	0.0116325949057152	2	HP:0000750	3.568282086705201e-08	Delayed speech and language development	3.0	ORPHA:98831	7.539191017987616e-08	
1.0	557	0.0116325949057152	2	HP:0010864	2.5231781718316143e-08	Intellectual disability, severe	3.0	ORPHA:402017	7.539191017987616e-08	
1.0	157	0.0116325949057152	2	HP:0000708	2.5226803859358016e-08	Atypical behavior	3.0	ORPHA:178469	6.697327547079717e-08	
1.0	136	0.0116325949057152	2	HP:0001252	2.506921658606556e-08	Hypotonia	3.0	ORPHA:1942	6.625809926067992e-08	Myoclonic-astatic epilepsy
1.0	411	0.0116325949057152	2	HP:0001250	2.4490328845686722e-08	Seizure	3.0	ORPHA:568	5.0037015535188544e-08	Microphthalmia, Lenz type
1.0	Hypotonia_Symptom_Present	0.0015046871581503	2	HP:0001249	2.1823732495282023e-08	Intellectual disability	3.0	ORPHA:569	1.742505645468401e-08	Familial or sporadic hemiplegic migraine
1.0	Constipation_Symptom_Present	0.0013793312377621	2	HP:0001263	1.9885820069860067e-08	Global developmental delay	3.0	ORPHA:2382	1.7192339530470455e-08	Lennox-Gastaut syndrome
1.0	Esophagus_Issues_Symptom_Present	0.0010331388180232	2	HP:0000316	1.8352250224389832e-08	Hypertelorism	3.0	ORPHA:97	1.5339578562970967e-08	Familial paroxysmal ataxia
1.0	Cognitive_Impairment_Symptom_Present	0.0009308835966154	2	HP:0000252	1.7527108539185536e-08	Microcephaly	3.0	ORPHA:71518	1.5339578562970967e-08	Benign paroxysmal torticollis of infancy
1.0	Coordination_Issues_Symptom_Present	0.0008680820800474	2	HP:0000739	1.7245930537342397e-08	Anxiety	3.0	ORPHA:98758	1.5339578562970967e-08	Spinocerebellar ataxia type 6
1.0	ASD_Symptom_Present	0.000829539615806	2	HP:0000729	1.6359209439583267e-08	Autistic behavior	3.0	ORPHA:71517	1.4474790857436077e-08	Rapid-onset dystonia-parkinsonism
1.0	PELHS Autism/PDD	0.0008046393280621	2	HP:0004322	1.6155100598088766e-08	Short stature	3.0	ORPHA:1171	1.4474790857436077e-08	Cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome
1.0	PELHS Intellectual disability	0.0007547434975545	2	HP:0005616	1.5666442228156866e-08	Accelerated skeletal maturation	3.0	ORPHA:209967	1.2339547069857546e-08	Episodic ataxia type 6
1.0	PELHS Learning disability	0.0007485431518569	2	HP:0002342	1.5443550362247584e-08	Intellectual disability, moderate	3.0	ORPHA:545	6.0375712954752954e-09	Follicular lymphoma
1.0	Abnormal_Eye_Movement_Symptom_Present	0.0007043135031476	2	HP:0000486	1.5373674479809523e-08	Strabismus	3.0	ORPHA:52416	5.9373083586938555e-09	Mantle cell lymphoma
1.0	Seizures_Symptom_Present	0.0007014378058431	2	HP:0000218	1.4951750978977596e-08	High palate	3.0	ORPHA:585948	5.511461676801237e-09	
1.0	Aggressive_Violent_Behavior_Symptom_Present	0.0006906169376636	2	HP:0003196	1.4618964236130831e-08	Short nose	3.0	ORPHA:44890	5.2961643766488305e-09	Gastrointestinal stromal tumor
1.0	Abnormal_Muscle_Function_Symptom_Present	0.0006863240726094	2	HP:0000718	1.4364087610972708e-08	Aggressive behavior	3.0	ORPHA:397964	5.231219571374545e-09	
1.0	Unusual_Eye_Gaze_Symptom_Present	0.000617655432401	2	HP:0000767	1.4264940426819333e-08	Pectus excavatum	3.0	ORPHA:314950	5.226484170986709e-09	
1.0	Temper_Tantrums_Symptom_Present	0.0005865739304331	2	HP:0011968	1.4052775406381736e-08	Feeding difficulties	3.0	ORPHA:199306	5.15261836114399e-09	Cleft lip/palate
1.0	Impulsivity_Symptom_Present	0.0005829239309187	2	HP:0000348	1.4051727855553397e-08	High forehead	3.0	ORPHA:168940	4.959683693066267e-09	
1.0	Difficulty_Making_Friends_Symptom_Present	0.0005578840181503	2	HP:0011220	1.4030589290010909e-08	Prominent forehead	3.0	ORPHA:168947	4.8561945334664146e-09	
1.0	Self_Injurious_Behavior_Symptom_Present	0.0005549619476529	2	HP:0000324	1.3703515673694005e-08	Facial asymmetry	3.0	ORPHA:520	4.808093140265103e-09	Acute promyelocytic leukemia
1.0	Anxiety_Symptom_Present	0.0005396254069446	2	HP:0001508	1.3173560745129689e-08	Failure to thrive	3.0	ORPHA:99861	4.7081248347547445e-09	
1.0	PELHS Anxiety	0.0005225759698207	2	HP:0000508	1.2477568106418709e-08	Ptosis	3.0	ORPHA:457246	4.244025928362294e-09	
1.0	PELHS Sleep disorder	0.0005175413638349	2	HP:0002119	1.2401194943120473e-08	Ventriculomegaly	3.0	ORPHA:98834	4.208778540213854e-09	
1.0	PELHS Migraines	0.0005113333435777	2	HP:0002015	1.1882907198257964e-08	Dysphagia	3.0	ORPHA:102724	4.132364043939606e-09	
1.0	Feeding_Difficulties_Symptom_Present	0.0004692504211592	2	HP:0000733	1.1481227458477757e-08	Abnormal repetitive mannerisms	3.0	ORPHA:98829	4.1189955497715896e-09	
1.0	Visual_Impairment_Symptom_Present	0.0004659612865311	2	HP:0000494	1.1429722383864173e-08	Downslanted palpebral fissures	3.0	ORPHA:585909	4.058200999037007e-09	
1.0	Malocclusion_Symptom_Present	0.0004347459633446	2	HP:0000343	1.1158117133120465e-08	Long philtrum	3.0	ORPHA:98833	4.044222680589569e-09	
