multiplex	node	score	multiplex	node	score	description	multiplex	node	score	description
1.0	Koolen-De Vries syndrome	0.7334329410343065	2	ORPHA:96169	0.0734307932274928	Koolen-De Vries syndrome	3.0	ORPHA:319182	1.212829800227817e-06	Wiedemann-Steiner syndrome
1.0	2	0.0092473143549528	2	HP:0001249	0.0003451494238096	Intellectual disability	3.0	ORPHA:391372	5.941757376405269e-07	Intellectual disability-severe speech delay-mild dysmorphism syndrome
1.0	23	0.0092400969040179	2	HP:0001263	0.0003432669038232	Global developmental delay	3.0	ORPHA:420179	5.83520338105264e-07	Malan overgrowth syndrome
1.0	507	0.0092280504850619	2	HP:0001252	0.0003387165889982	Hypotonia	3.0	ORPHA:544254	4.938850392582272e-07	SYNGAP1-related developmental and epileptic encephalopathy
1.0	1	0.0092261076541469	2	HP:0000286	0.0003352101152978	Epicanthus	3.0	ORPHA:2131	2.9950103809891625e-07	Alternating hemiplegia of childhood
1.0	199	0.0092063570158298	2	HP:0000431	0.0003340432944993	Wide nasal bridge	3.0	ORPHA:276432	1.6959509656208025e-07	Ogden syndrome
1.0	151	0.0092007482850343	2	HP:0000508	0.0003335521765742	Ptosis	3.0	ORPHA:561	6.864931931130201e-08	Marshall-Smith syndrome
1.0	22	0.0091856331783255	2	HP:0000582	0.0003309708102621	Upslanted palpebral fissure	3.0	ORPHA:447980	6.864931931130201e-08	19p13.3 microduplication syndrome
1.0	268	0.009167911763019	2	HP:0000280	0.0003306787223202	Coarse facial features	3.0	ORPHA:52417	6.357732110780997e-08	MALT lymphoma
1.0	33	0.009167911763019	2	HP:0000348	0.0003305862767548	High forehead	3.0	ORPHA:585877	6.302375067902342e-08	
1.0	585	0.009167911763019	2	HP:0000232	0.0003304408930839	Everted lower lip vermilion	3.0	ORPHA:589534	5.2004325039377246e-08	
1.0	54	0.009167911763019	2	HP:0000581	0.000330391384283	Blepharophimosis	3.0	ORPHA:589595	5.2004325039377246e-08	
1.0	322	0.009167911763019	2	HP:0000411	0.0003302575523441	Protruding ear	3.0	ORPHA:585918	5.03856600843305e-08	
1.0	30	0.009167911763019	2	HP:0000426	0.0003302055040261	Prominent nasal bridge	3.0	ORPHA:98831	5.03856600843305e-08	
1.0	32	0.009167911763019	2	HP:0000276	0.0003298744547178	Long face	3.0	ORPHA:98835	5.03856600843305e-08	
1.0	193	0.009167911763019	2	HP:0000337	0.0003298282525571	Broad forehead	3.0	ORPHA:402017	5.03856600843305e-08	
