multiplex	node	score	multiplex	node	score	description	multiplex	node	score	description
1.0	Kleefstra syndrome	0.7338141410910056	2	ORPHA:261494	0.0734432688638101	Kleefstra syndrome	3.0	ORPHA:319182	1.1831049644906724e-06	Wiedemann-Steiner syndrome
1.0	588	0.0026774207447352	2	HP:0001263	0.0003432546391902	Global developmental delay	3.0	ORPHA:420179	6.403970592267623e-07	Malan overgrowth syndrome
1.0	403	0.0026730080015909	2	HP:0000316	0.0003387978565841	Hypertelorism	3.0	ORPHA:391372	6.320611711350188e-07	Intellectual disability-severe speech delay-mild dysmorphism syndrome
1.0	671	0.0026710688067149	2	HP:0001252	0.0003384897876288	Hypotonia	3.0	ORPHA:544254	5.534129809094189e-07	SYNGAP1-related developmental and epileptic encephalopathy
1.0	34	0.002669702406727	2	HP:0000750	0.0003343241403015	Delayed speech and language development	3.0	ORPHA:2131	3.876474580790012e-07	Alternating hemiplegia of childhood
1.0	726	0.0026589674502229	2	HP:0010864	0.0003335759059492	Intellectual disability, severe	3.0	ORPHA:276432	1.9889044240476117e-07	Ogden syndrome
1.0	690	0.0026574277618269	2	HP:0000463	0.0003325695331021	Anteverted nares	3.0	ORPHA:561	7.534069929185533e-08	Marshall-Smith syndrome
1.0	586	0.0026543050109975	2	HP:0003196	0.0003322664207591	Short nose	3.0	ORPHA:447980	7.534069929185533e-08	19p13.3 microduplication syndrome
1.0	371	0.0026474040330755	2	HP:0000280	0.0003307459550003	Coarse facial features	3.0	ORPHA:52417	6.763110839387895e-08	MALT lymphoma
1.0	391	0.0026446254931711	2	HP:0000272	0.0003302828377142	Malar flattening	3.0	ORPHA:585877	6.704237199137082e-08	
1.0	694	0.0026442638566177	2	HP:0000232	0.0003302776136843	Everted lower lip vermilion	3.0	ORPHA:442835	5.155254180393736e-08	Non-specific early-onset epileptic encephalopathy
1.0	633	0.0026436242533916	2	HP:0010804	0.000328563299537	Tented upper lip vermilion	3.0	ORPHA:589595	5.07307369319336e-08	
1.0	691	0.0026430061628349	2	HP:0002263	0.0003277022750431	Exaggerated cupid's bow	3.0	ORPHA:589534	5.07307369319336e-08	
1.0	739	0.0026421428291886	2	HP:0000252	0.0002573227784606	Microcephaly	3.0	ORPHA:98835	4.915082664343919e-08	
1.0	571	0.002642003467671	2	HP:0000365	0.0002509800479213	Hearing impairment	3.0	ORPHA:585918	4.915082664343919e-08	
1.0	638	0.002637891533058	2	HP:0000708	0.0002500905192939	Atypical behavior	3.0	ORPHA:402017	4.915082664343919e-08	
1.0	695	0.0026360363457839	2	HP:0001629	0.0002497169223212	Ventricular septal defect	3.0	ORPHA:98831	4.915082664343919e-08	
1.0	692	0.0026340963010189	2	HP:0002019	0.0002489494439124	Constipation	3.0	ORPHA:568	4.020659017266184e-08	Microphthalmia, Lenz type
1.0	410	0.0026323725750968	2	HP:0000582	0.0002488828080736	Upslanted palpebral fissure	3.0	ORPHA:178469	3.9071103514959255e-08	
1.0	624	0.0026295751031249	2	HP:0001513	0.0002488768653045	Obesity	3.0	ORPHA:1942	3.8726304554017255e-08	Myoclonic-astatic epilepsy
1.0	0	0.0026281538030641	2	HP:0000248	0.0002488567727834	Brachycephaly	3.0	ORPHA:569	1.1906973065605132e-08	Familial or sporadic hemiplegic migraine
1.0	26	0.0026271285381955	2	HP:0000729	0.000248827793722	Autistic behavior	3.0	ORPHA:2382	1.1756111457969784e-08	Lennox-Gastaut syndrome
1.0	725	0.0026258491055883	2	HP:0000303	0.0002486517117147	Mandibular prognathia	3.0	ORPHA:97	1.0627122885073193e-08	Familial paroxysmal ataxia
1.0	631	0.0026252154462952	2	HP:0002360	0.0002484449542199	Sleep disturbance	3.0	ORPHA:71518	1.0627122885073193e-08	Benign paroxysmal torticollis of infancy
1.0	452	0.0026251419697737	2	HP:0000337	0.0002483676937692	Broad forehead	3.0	ORPHA:98758	1.0627122885073193e-08	Spinocerebellar ataxia type 6
1.0	464	0.0026207647896464	2	HP:0000664	0.0002480332143059	Synophrys	3.0	ORPHA:71517	1.003596471095656e-08	Rapid-onset dystonia-parkinsonism
1.0	668	0.0026207647896464	2	HP:0002553	0.000247707353602	Highly arched eyebrow	3.0	ORPHA:1171	1.003596471095656e-08	Cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome
1.0	469	0.0026207647896464	2	HP:0000718	0.0002476149757164	Aggressive behavior	3.0	ORPHA:209967	8.614368577367796e-09	Episodic ataxia type 6
1.0	589	0.0026207647896464	2	HP:0000158	0.0002472185520275	Macroglossia	3.0	ORPHA:545	3.902811869166353e-09	Follicular lymphoma
1.0	674	0.0026207647896464	2	HP:0011675	0.0002470186569291	Arrhythmia	3.0	ORPHA:52416	3.838010820442786e-09	Mantle cell lymphoma
1.0	483	0.0026207647896464	2	HP:0000389	0.0002463879861831	Chronic otitis media	3.0	ORPHA:520	3.785878630017124e-09	Acute promyelocytic leukemia
1.0	465	0.0026207647896464	2	HP:0001680	0.0002462938371195	Coarctation of aorta	3.0	ORPHA:585948	3.562730916722577e-09	
1.0	573	0.0026207647896464	2	HP:0001647	0.0002462835141013	Bicuspid aortic valve	3.0	ORPHA:44890	3.425226702898449e-09	Gastrointestinal stromal tumor
1.0	657	0.0026207647896464	2	HP:0000742	0.000245712586274	Self-mutilation	3.0	ORPHA:457246	3.408239581205175e-09	
1.0	664	0.0026207647896464	2	HP:0000391	0.0002456613701315	Thickened helices	3.0	ORPHA:314950	3.386372285617113e-09	
1.0	489	0.0026207647896464	2	HP:0001250	0.0001788584990382	Seizure	3.0	ORPHA:397964	3.381580166600482e-09	
1.0	122	0.0026207647896464	2	HP:0004322	0.0001783047084485	Short stature	3.0	ORPHA:199306	3.3313080251734233e-09	Cleft lip/palate
1.0	653	0.0026207647896464	2	HP:0002650	0.0001722231057178	Scoliosis	3.0	ORPHA:168940	3.2146610493030326e-09	
1.0	650	0.0026207647896464	2	HP:0000028	0.0001720082996819	Cryptorchidism	3.0	ORPHA:168947	3.139690502264399e-09	
1.0	689	0.0026207647896464	2	HP:0002119	0.0001680863171948	Ventriculomegaly	3.0	ORPHA:2712	3.131002054407568e-09	Oculofaciocardiodental syndrome
1.0	643	0.0026207647896464	2	HP:0000047	0.0001671128849749	Hypospadias	3.0	ORPHA:99861	3.040070434386643e-09	
1.0	184	0.0026207647896464	2	HP:0002020	0.0001670145320545	Gastroesophageal reflux	3.0	ORPHA:98834	2.753424713385655e-09	
1.0	632	0.0026207647896464	2	HP:0002205	0.0001664626883821	Recurrent respiratory infections	3.0	ORPHA:102724	2.693783674728536e-09	
1.0	568	0.0026207647896464	2	HP:0000126	0.0001663520695849	Hydronephrosis	3.0	ORPHA:98829	2.6850675184547123e-09	
1.0	458	0.0026207647896464	2	HP:0002714	0.0001662580890373	Downturned corners of mouth	3.0	ORPHA:98833	2.646379592877876e-09	
1.0	480	0.0026207647896464	2	HP:0001274	0.0001662446604065	Agenesis of corpus callosum	3.0	ORPHA:585909	2.6460503483253994e-09	
1.0	375	0.0026207647896464	2	HP:0002120	0.000166048363135	Cerebral cortical atrophy	3.0	ORPHA:98832	2.5392764634856823e-09	
1.0	424	0.0026207647896464	2	HP:0008736	0.0001659830520637	Hypoplasia of penis	3.0	ORPHA:33069	1.9228220694065274e-09	Dravet syndrome
1.0	27	0.0026207647896464	2	HP:0001762	0.0001655035835533	Talipes equinovarus	3.0	ORPHA:36387	1.918950217121238e-09	Generalized epilepsy with febrile seizures-plus
1.0	456	0.0026207647896464	2	HP:0002376	0.0001655030907176	Developmental regression	3.0	ORPHA:64280	1.8119813055436435e-09	Childhood absence epilepsy
1.0	20	0.0026207647896464	2	HP:0000076	0.0001654865803536	Vesicoureteral reflux	3.0	ORPHA:293181	1.775743673978458e-09	Malignant migrating focal seizures of infancy
1.0	24	0.0026207647896464	2	HP:0000733	0.0001654335579882	Abnormal repetitive mannerisms	3.0	ORPHA:98811	1.3533051528085167e-09	Paroxysmal exertion-induced dyskinesia
1.0	731	0.0026207647896464	2	HP:0000684	0.0001653669162521	Delayed eruption of teeth	3.0	ORPHA:306	1.2236062650229322e-09	Benign familial infantile epilepsy
1.0	727	0.0026207647896464	2	HP:0000083	0.0001653423623033	Renal insufficiency	3.0	ORPHA:31709	1.050326672298881e-09	Infantile convulsions and choreoathetosis
1.0	397	0.0026207647896464	2	HP:0000054	0.0001653081802565	Micropenis	3.0	ORPHA:86911	1.000311027636193e-09	
1.0	35	0.0026207647896464	2	HP:0001376	0.0001653059331744	Limitation of joint mobility	3.0	ORPHA:71277	1.000311027636193e-09	Classic glucose transporter type 1 deficiency syndrome
1.0	393	0.0026207647896464	2	HP:0000324	0.0001652760355454	Facial asymmetry	3.0	ORPHA:53583	1.000311027636193e-09	Paroxysmal dystonic choreathetosis with episodic ataxia and spasticity
1.0	Cognitive_Impairment_Symptom_Present	0.0007328658365364	2	HP:0001636	0.0001650266454546	Tetralogy of Fallot	3.0	ORPHA:168577	1.000311027636193e-09	Hereditary cryohydrocytosis with reduced stomatin
1.0	Constipation_Symptom_Present	0.0007174248545189	2	HP:0100716	0.0001647804577289	Self-injurious behavior	3.0	ORPHA:3451	9.30949925205596e-10	Infantile spasms syndrome
1.0	Hypotonia_Symptom_Present	0.0007059095653182	2	HP:0002094	0.0001647499656239	Dyspnea	3.0	ORPHA:178342	7.91741877560025e-10	
1.0	Coordination_Issues_Symptom_Present	0.0006403195054272	2	HP:0002558	0.000164643060897	Supernumerary nipple	3.0	ORPHA:85277	7.74531137617885e-10	X-linked intellectual disability, Cantagrel type
1.0	Abnormal_Eye_Movement_Symptom_Present	0.0005405796273146	2	HP:0006288	0.0001646270559824	Advanced eruption of teeth	3.0	ORPHA:319308	7.54326497709466e-10	
1.0	Feeding_Difficulties_Symptom_Present	0.0004947391432154	2	HP:0100790	0.000164509036075	Hernia	3.0	ORPHA:565858	7.185447624166737e-10	
1.0	Abnormal_Muscle_Function_Symptom_Present	0.0004490580818649	2	HP:0002021	0.0001642992224885	Pyloric stenosis	3.0	ORPHA:1934	5.309683989644462e-10	Early infantile epileptic encephalopathy
1.0	Repetitive_Stereotypic_Behavior_Symptom_Present	0.0004408941051084	2	HP:0002607	0.0001641987451716	Bowel incontinence	3.0	ORPHA:130	5.220425681522498e-10	Brugada syndrome
1.0	ASD_Symptom_Present	0.0004341394278352	2	HP:0004415	0.000163905726425	Pulmonary artery stenosis	3.0	ORPHA:1945	5.156141869681267e-10	Rolandic epilepsy
1.0	PELHS Intellectual disability	0.0003512184280199	2	HP:0000107	0.000163898497611	Renal cyst	3.0	ORPHA:33364	5.03811908740152e-10	Trichothiodystrophy
1.0	Unusual_Eye_Gaze_Symptom_Present	0.0003401157525209	2	HP:0002779	0.0001638641644045	Tracheomalacia	3.0	ORPHA:2828	5.00883718248187e-10	Young-onset Parkinson disease
1.0	Temper_Tantrums_Symptom_Present	0.0003340176626877	2	HP:0001249	1.7108343527429365e-05	Intellectual disability	3.0	ORPHA:777	4.913331279848411e-10	
1.0	Abnormal_Ear_Symptom_Present	0.0003313940247905	2	ORPHA:819	1.6692311366092623e-05	Smith-Magenis syndrome	3.0	ORPHA:251510	4.890948314607734e-10	46,XY partial gonadal dysgenesis
1.0	Difficulty_Nonverbal_Behaviors_Symptom_Present	0.0003307222089523	2	ORPHA:2896	1.5105182071686145e-05	Pitt-Hopkins syndrome	3.0	ORPHA:251615	4.831911807926808e-10	
1.0	Issue_Muscle_Arms_Legs_Symptom_Present	0.0003245379834109	2	ORPHA:2152	1.3648267523772104e-05	Mowat-Wilson syndrome	3.0	ORPHA:528084	4.778045563131044e-10	
1.0	Conductive_Hearing_Loss_Symptom_Present	0.0003173200196425	2	ORPHA:1507	1.3628789094751446e-05	Autosomal recessive Robinow syndrome	3.0	ORPHA:99977	4.711666892402616e-10	Squamous cell carcinoma of the esophagus
1.0	PELHS Sleep disorder	0.0002796275361013	2	ORPHA:904	1.3451631127842296e-05	Williams syndrome	3.0	ORPHA:3095	4.598307064030092e-10	Atypical Rett syndrome
1.0	Difficulty_Making_Friends_Symptom_Present	0.0002757098080586	2	ORPHA:228402	1.338347055987969e-05	2q23.1 microdeletion syndrome	3.0	ORPHA:140927	4.5573882018200014e-10	Benign familial neonatal-infantile seizures
1.0	Anxiety_Symptom_Present	0.0002746432596584	2	ORPHA:464738	1.3306652437144318e-05	Basel-Vanagaite-Smirin-Yosef syndrome	3.0	ORPHA:228174	4.431860812726523e-10	
1.0	Esophagus_Issues_Symptom_Present	0.0002715557523331	2	ORPHA:96147	1.2768844441986894e-05	Kleefstra syndrome due to 9q34 microdeletion	3.0	ORPHA:284282	4.430791834897099e-10	Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to WWOX deficiency
1.0	Aggressive_Violent_Behavior_Symptom_Present	0.0002630669992474	2	ORPHA:648	1.2516018618953738e-05	Noonan syndrome	3.0	ORPHA:791	4.3867903430917884e-10	Retinitis pigmentosa
1.0	PELHS Microcephaly (<5th percentile)	0.0002577123693859	2	ORPHA:261120	1.2452535595958252e-05	14q11.2 microdeletion syndrome	3.0	ORPHA:357074	4.376930352896937e-10	Autosomal recessive cutis laxa type 2, classic type
1.0	Bruxism_Symptom_Present	0.0002571601530753	2	ORPHA:352665	1.243284765870382e-05	Neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-skeletal anomalies syndrome due to 9q21.3 microdeletion	3.0	ORPHA:391411	4.36778567294592e-10	Atypical juvenile parkinsonism
1.0	PELHS Autism/PDD	0.0002529930191521	2	ORPHA:453504	1.243284765870382e-05	Neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-skeletal anomalies syndrome due to a point mutation	3.0	ORPHA:970	4.3473344754729525e-10	Hereditary sensory and autonomic neuropathy type 2
