multiplex	node	score	multiplex	node	score	description	multiplex	node	score	description
1.0	8p inverted duplication/deletion syndrome	0.735807090036824	2	ORPHA:96092	0.0736983693803085	8p inverted duplication/deletion syndrome	3.0	ORPHA:319182	9.554013328893591e-07	Wiedemann-Steiner syndrome
1.0	580	0.007115761801115	2	HP:0001263	0.0003810021233043	Global developmental delay	3.0	ORPHA:391372	5.707600827539252e-07	Intellectual disability-severe speech delay-mild dysmorphism syndrome
1.0	379	0.0070642221127236	2	HP:0001249	0.0003803186553155	Intellectual disability	3.0	ORPHA:420179	5.251781766675709e-07	Malan overgrowth syndrome
1.0	561	0.0070554952899706	2	HP:0000750	0.0003703525554858	Delayed speech and language development	3.0	ORPHA:544254	3.773091307413791e-07	SYNGAP1-related developmental and epileptic encephalopathy
1.0	380	0.0070529924193253	2	HP:0001999	0.0003690267066121	Abnormal facial shape	3.0	ORPHA:2131	3.350914847953721e-07	Alternating hemiplegia of childhood
1.0	546	0.0070504459791201	2	HP:0010864	0.0003688461653519	Intellectual disability, severe	3.0	ORPHA:276432	1.9189858042675307e-07	Ogden syndrome
1.0	562	0.00703143422462	2	HP:0000463	0.0003678842987085	Anteverted nares	3.0	ORPHA:561	6.178554347876845e-08	Marshall-Smith syndrome
1.0	300	0.0070286767235983	2	HP:0001256	0.0003676644368414	Intellectual disability, mild	3.0	ORPHA:447980	6.178554347876845e-08	19p13.3 microduplication syndrome
1.0	270	0.0070250545685269	2	HP:0000400	0.000366332877367	Macrotia	3.0	ORPHA:52417	6.107182467000301e-08	MALT lymphoma
1.0	392	0.0070076865718897	2	HP:0000767	0.0003657651214423	Pectus excavatum	3.0	ORPHA:585877	6.054019294188452e-08	
1.0	567	0.0070076865718897	2	HP:0001276	0.0003654783621628	Hypertonia	3.0	ORPHA:589534	4.0967169131942616e-08	
1.0	547	0.0070076865718897	2	HP:0008947	0.0003654750199957	Infantile muscular hypotonia	3.0	ORPHA:589595	4.0967169131942616e-08	
1.0	451	0.0070076865718897	2	HP:0011344	0.0003654319909104	Severe global developmental delay	3.0	ORPHA:402017	3.96911265516949e-08	
1.0	378	0.0070076865718897	2	HP:0000232	0.0003653295184673	Everted lower lip vermilion	3.0	ORPHA:98835	3.96911265516949e-08	
1.0	566	0.0070076865718897	2	HP:0000154	0.0003650104274216	Wide mouth	3.0	ORPHA:585918	3.96911265516949e-08	
1.0	564	0.0070076865718897	2	HP:0011220	0.0003649458315724	Prominent forehead	3.0	ORPHA:98831	3.96911265516949e-08	
1.0	540	0.0070076865718897	2	HP:0002916	0.0003642557199978	Abnormality of chromosome segregation	3.0	ORPHA:568	3.8792672486373475e-08	Microphthalmia, Lenz type
1.0	542	0.0070076865718897	2	HP:0002510	0.0003632523724506	Spastic tetraplegia	3.0	ORPHA:442835	3.748054468195919e-08	Non-specific early-onset epileptic encephalopathy
1.0	574	0.0070076865718897	2	HP:0002292	0.0003627930590269	Frontal balding	3.0	ORPHA:178469	2.667388765515351e-08	
