multiplex	node	score	multiplex	node	score	description	multiplex	node	score	description
1.0	SETBP1-related disorder	0.7150329302998553	2	ORPHA:319182	2.94919837698625e-06	Wiedemann-Steiner syndrome	3.0	ORPHA:319182	2.9735526088943315e-06	Wiedemann-Steiner syndrome
1.0	707	0.0358576355289734	2	ORPHA:544254	1.8160253876195349e-06	SYNGAP1-related developmental and epileptic encephalopathy	3.0	ORPHA:544254	1.8104345249643097e-06	SYNGAP1-related developmental and epileptic encephalopathy
1.0	169	0.0358568694683486	2	ORPHA:391372	1.7158952977695309e-06	Intellectual disability-severe speech delay-mild dysmorphism syndrome	3.0	ORPHA:391372	1.7281617261315898e-06	Intellectual disability-severe speech delay-mild dysmorphism syndrome
1.0	171	0.0358120541415126	2	ORPHA:420179	1.537796615895211e-06	Malan overgrowth syndrome	3.0	ORPHA:420179	1.5910492861915482e-06	Malan overgrowth syndrome
1.0	168	0.0357944149283269	2	ORPHA:261494	1.3920724302364608e-06	Kleefstra syndrome	3.0	ORPHA:2131	1.126082279560546e-06	Alternating hemiplegia of childhood
1.0	710	0.0357931866391451	2	ORPHA:2131	1.1100028364390558e-06	Alternating hemiplegia of childhood	3.0	ORPHA:276432	5.937158493143265e-07	Ogden syndrome
1.0	412	0.0357516465149804	2	ORPHA:464306	6.802041449155724e-07	DYRK1A-related intellectual disability syndrome	3.0	ORPHA:561	1.8718232118975826e-07	Marshall-Smith syndrome
1.0	Hypotonia_Symptom_Present	0.0044760266084437	2	ORPHA:96092	6.18728016755489e-07	8p inverted duplication/deletion syndrome	3.0	ORPHA:447980	1.8718232118975826e-07	19p13.3 microduplication syndrome
1.0	Abnormal_Muscle_Function_Symptom_Present	0.0037821396404848	2	ORPHA:276432	5.861443452885135e-07	Ogden syndrome	3.0	ORPHA:52417	1.849153534929457e-07	MALT lymphoma
1.0	Coordination_Issues_Symptom_Present	0.0027244689967008	2	ORPHA:96169	4.3067371437740273e-07	Koolen-De Vries syndrome	3.0	ORPHA:585877	1.83305988203504e-07	
1.0	Issue_Muscle_Arms_Legs_Symptom_Present	0.0026902285964347	2	ORPHA:85279	4.294125962636036e-07	KDM5C-related syndromic X-linked intellectual disability	3.0	ORPHA:442835	1.639679780266773e-07	Non-specific early-onset epileptic encephalopathy
1.0	Amniotic_Fluid_Issue_Symptom_Present	0.0021253205319988	2	ORPHA:289494	3.370774711085336e-07	4H leukodystrophy	3.0	ORPHA:178469	1.277346159683713e-07	
1.0	Cognitive_Impairment_Symptom_Present	0.0018736164007871	2	ORPHA:884	3.236447777780586e-07	Tetrasomy 12p	3.0	ORPHA:589534	1.2750793296085956e-07	
1.0	Short_Attention_Span_Symptom_Present	0.0017878855454601	2	ORPHA:394	1.3995139300688058e-07	Classic homocystinuria	3.0	ORPHA:589595	1.2750793296085956e-07	
1.0	Impulsivity_Symptom_Present	0.0017873109760296	2	ORPHA:444077	1.2899409760752308e-07	Cognitive impairment-coarse facies-heart defects-obesity-pulmonary involvement-short stature-skeletal dysplasia syndrome	3.0	ORPHA:1942	1.2645811213472378e-07	Myoclonic-astatic epilepsy
1.0	Delivery_Complication_Symptom_Present	0.0017141181141327	2	HP:0000750	6.232389951927449e-08	Delayed speech and language development	3.0	ORPHA:585918	1.2353343944866576e-07	
1.0	Feeding_Difficulties_Symptom_Present	0.0015972674868262	2	HP:0000708	4.452523395923048e-08	Atypical behavior	3.0	ORPHA:98831	1.2353343944866576e-07	
1.0	Abnormal_Muscles_Back_Symptom_Present	0.0015727713083613	2	HP:0010864	4.305286957091933e-08	Intellectual disability, severe	3.0	ORPHA:402017	1.2353343944866576e-07	
1.0	Issue_Muscle_Chest_Symptom_Present	0.0015688034983065	2	HP:0001252	4.218749479723876e-08	Hypotonia	3.0	ORPHA:98835	1.2353343944866576e-07	
1.0	Abnormal_Eye_Movement_Symptom_Present	0.001359135119976	2	HP:0001250	4.101923473383186e-08	Seizure	3.0	ORPHA:568	1.2002105605484721e-07	Microphthalmia, Lenz type
1.0	Temper_Tantrums_Symptom_Present	0.0011919284203752	2	HP:0001249	3.9389487302488114e-08	Intellectual disability	3.0	ORPHA:569	3.50665400824084e-08	Familial or sporadic hemiplegic migraine
1.0	Constipation_Symptom_Present	0.0011885044665955	2	HP:0001263	3.586983200856705e-08	Global developmental delay	3.0	ORPHA:2382	3.4606791627392655e-08	Lennox-Gastaut syndrome
