multiplex	node	score	OrphaCorres	multiplex	node	score	description
Rare_X_layer	KDM5C-related syndromic X-linked intellectual disability	0.7353664342683736	ORPHA:85279	Orpha_layer	ORPHA:85279	0.11037405183545004	KDM5C-related syndromic X-linked intellectual disability
Rare_X_layer	447	0.006942801388112386	None	Orpha_layer	HP:0000028	0.001030381827201108	Cryptorchidism
Rare_X_layer	520	0.006930952468416111	None	Orpha_layer	HP:0000750	0.0010300324826001226	Delayed speech and language development
Rare_X_layer	490	0.006930063998073501	None	Orpha_layer	HP:0010864	0.0010287645648110668	Intellectual disability, severe
Rare_X_layer	445	0.006926437168359799	None	Orpha_layer	HP:0002232	0.0010258876042964443	Patchy alopecia
Rare_X_layer	516	0.006918486578157272	None	Orpha_layer	HP:0000327	0.0010230041595857048	Hypoplasia of the maxilla
Rare_X_layer	404	0.006904958737974098	None	Orpha_layer	HP:0004322	0.0007848959377112531	Short stature
Rare_X_layer	560	0.006902306082721201	None	Orpha_layer	HP:0001250	0.0007847937178529827	Seizure
Rare_X_layer	530	0.006900048154028183	None	Orpha_layer	HP:0001257	0.0007721495194381394	Spasticity
Rare_X_layer	506	0.006894060321361973	None	Orpha_layer	HP:0001347	0.0007712484493838874	Hyperreflexia
Rare_X_layer	474	0.006894060321361973	None	Orpha_layer	HP:0000718	0.0007687433554056317	Aggressive behavior
Rare_X_layer	525	0.006894060321361973	None	Orpha_layer	HP:0000252	0.0005260418319399642	Microcephaly
Rare_X_layer	526	0.006894060321361973	None	Orpha_layer	HP:0000486	0.0005211035792020179	Strabismus
Rare_X_layer	528	0.006894060321361973	None	Orpha_layer	HP:0000218	0.0005165383443519019	High palate
Rare_X_layer	498	0.006894060321361973	None	Orpha_layer	HP:0000256	0.00051642249823471	Macrocephaly
Rare_X_layer	509	0.006894060321361973	None	Orpha_layer	HP:0100490	0.0005147363667662594	Camptodactyly of finger
Rare_X_layer	481	0.006894060321361973	None	Orpha_layer	HP:0000490	0.0005143501644026447	Deeply set eye
Rare_X_layer	Abnormal_Bladder_Symptom_Present	0.0011818924584188625	None	Orpha_layer	HP:0000411	0.0005139269382794909	Protruding ear
Rare_X_layer	Impulsivity_Symptom_Present	0.0009114330344914373	None	Orpha_layer	HP:0000426	0.0005137822951297663	Prominent nasal bridge
Rare_X_layer	Short_Attention_Span_Symptom_Present	0.0008591382316197566	None	Orpha_layer	HP:0008734	0.0005134809772044442	Decreased testicular size
Rare_X_layer	Anxiety_Symptom_Present	0.0008139918197864268	None	Orpha_layer	HP:0001762	0.0005132982095981901	Talipes equinovarus
Rare_X_layer	Abnormal_Muscle_Function_Symptom_Present	0.0006599401803060939	None	Orpha_layer	HP:0007565	0.000513052282348571	Multiple cafe-au-lait spots
Rare_X_layer	Cognitive_Impairment_Symptom_Present	0.0006507427744713595	None	Orpha_layer	HP:0001182	0.0005127773853320217	Tapered finger
Rare_X_layer	Short_Stature_Symptom_Present	0.0005545776168046556	None	Orpha_layer	HP:0004279	0.000512336948656943	Short palm
Rare_X_layer	Aggressive_Violent_Behavior_Symptom_Present	0.0003930581716257812	None	Orpha_layer	HP:0000717	0.0005123192427944157	Autism
Rare_X_layer	Hyperactivity_Symptom_Present	0.0003923135955250029	None	Orpha_layer	HP:0030084	0.0005114777118504859	Clinodactyly
Rare_X_layer	ASD_Symptom_Present	0.0003633041940027115	None	Orpha_layer	ORPHA:2930	3.854053285725783e-05	Cronkhite-Canada syndrome
Rare_X_layer	Repetitive_Stereotypic_Behavior_Symptom_Present	0.0003604444799686189	None	Orpha_layer	ORPHA:701	3.6484615984593626e-05	Alopecia universalis
Rare_X_layer	Abnormal_Inside_Mouth_Symptom_Present	0.0003572135203063253	None	Orpha_layer	ORPHA:573	3.641919793215144e-05	Monilethrix
Rare_X_layer	Abnormal_Outside_Mouth_Symptom_Present	0.0003497974925395397	None	Orpha_layer	ORPHA:346	3.6381833144874674e-05	Quinquaud folliculitis decalvans
Rare_X_layer	Frequent_Broken_Bones_Symptom_Present	0.00034767438604872165	None	Orpha_layer	ORPHA:740	2.8417246857083178e-05	Hutchinson-Gilford progeria syndrome
Rare_X_layer	Difficulty_Making_Friends_Symptom_Present	0.0003030918002781328	None	Orpha_layer	HP:0001249	2.0077673743811854e-05	Intellectual disability
Rare_X_layer	Self_Injurious_Behavior_Symptom_Present	0.0002991222005274635	None	Orpha_layer	ORPHA:35173	2.0007270563075708e-05	X-linked dominant chondrodysplasia punctata
Rare_X_layer	Maternal_Health_Problem_Symptom_Present	0.00029104826812128485	None	Orpha_layer	HP:0001263	1.9847916736859555e-05	Global developmental delay
Rare_X_layer	Hypotonia_Symptom_Present	0.0002833823000750814	None	Orpha_layer	ORPHA:90289	1.883717297815542e-05	Localized scleroderma
Rare_X_layer	Coordination_Issues_Symptom_Present	0.0002688167723333344	None	Orpha_layer	ORPHA:125	1.8433760409218544e-05	Bloom syndrome
Rare_X_layer	Constipation_Symptom_Present	0.00022054823424530898	None	Orpha_layer	ORPHA:79153	1.835230587469176e-05	Idiopathic trachyonychia
Rare_X_layer	Temper_Tantrums_Symptom_Present	0.00021014651813367984	None	Orpha_layer	ORPHA:1410	1.8287966310740686e-05	Uncombable hair syndrome
