multiplex	node	score	multiplex	node	score	description	multiplex	node	score	description
1.0	Alternating hemiplegia of childhood	0.7271848891781088	2	ORPHA:2131	0.0730043575479394	Alternating hemiplegia of childhood	3.0	ORPHA:2131	0.0739842892572257	Alternating hemiplegia of childhood
1.0	645	0.0020543246178213	2	HP:0002579	0.0003809683179527	Gastrointestinal dysmotility	3.0	ORPHA:442835	0.0024391773742237	Non-specific early-onset epileptic encephalopathy
1.0	443	0.0020457878283402	2	HP:0011024	0.0003807448043491	Abnormality of the gastrointestinal tract	3.0	ORPHA:569	0.002023738440181	Familial or sporadic hemiplegic migraine
1.0	614	0.0020373398036346	2	HP:0012194	0.0003792434158261	Episodic hemiplegia	3.0	ORPHA:2382	0.0020061450980985	Lennox-Gastaut syndrome
1.0	609	0.0020370693317692	2	HP:0001250	0.0003006427925107	Seizure	3.0	ORPHA:97	0.0019494453633389	Familial paroxysmal ataxia
1.0	348	0.0020336881658317	2	HP:0001249	0.0002976970569268	Intellectual disability	3.0	ORPHA:98758	0.0019494453633389	Spinocerebellar ataxia type 6
1.0	550	0.0020332624518277	2	HP:0001251	0.0002936180827482	Ataxia	3.0	ORPHA:71518	0.0019494453633389	Benign paroxysmal torticollis of infancy
1.0	344	0.0020314293026202	2	HP:0001332	0.0002913897655799	Dystonia	3.0	ORPHA:1171	0.0018487471452239	Cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome
1.0	499	0.0020311957162199	2	HP:0000639	0.000291198522413	Nystagmus	3.0	ORPHA:71517	0.0018487471452239	Rapid-onset dystonia-parkinsonism
1.0	639	0.0020305224678634	2	HP:0001508	0.0002911507320844	Failure to thrive	3.0	ORPHA:209967	0.0016440953168089	Episodic ataxia type 6
1.0	476	0.0020287139485317	2	HP:0002015	0.0002907107893555	Dysphagia	3.0	ORPHA:1942	0.0001220080462786	Myoclonic-astatic epilepsy
1.0	468	0.002028692652456	2	HP:0000750	0.0002906737801039	Delayed speech and language development	3.0	ORPHA:33069	0.0001219594316271	Dravet syndrome
1.0	504	0.0020286170061019	2	HP:0000708	0.0002906441555645	Atypical behavior	3.0	ORPHA:36387	0.0001217088272527	Generalized epilepsy with febrile seizures-plus
1.0	590	0.0020275721190624	2	HP:0002014	0.0002896509609717	Diarrhea	3.0	ORPHA:293181	0.0001000909122827	Malignant migrating focal seizures of infancy
1.0	666	0.0020250448510558	2	HP:0002019	0.0002894275839097	Constipation	3.0	ORPHA:64280	8.070271313835074e-05	Childhood absence epilepsy
1.0	320	0.0020250431150327	2	HP:0002013	0.0002894064022558	Vomiting	3.0	ORPHA:306	7.522228039563929e-05	Benign familial infantile epilepsy
1.0	604	0.0020226768695708	2	HP:0003270	0.0002874483816932	Abdominal distention	3.0	ORPHA:31709	6.796725654717425e-05	Infantile convulsions and choreoathetosis
1.0	629	0.0020221997349041	2	HP:0002039	0.0002873316051582	Anorexia	3.0	ORPHA:98811	5.4835398161804e-05	Paroxysmal exertion-induced dyskinesia
1.0	603	0.0020199580255068	2	HP:0000980	0.0002870160675772	Pallor	3.0	ORPHA:106	5.4422847107798575e-05	
1.0	357	0.0020199580255068	2	HP:0012758	0.0002867160404347	Neurodevelopmental delay	3.0	ORPHA:98809	4.973390507840871e-05	Paroxysmal kinesigenic dyskinesia
1.0	610	0.0020199580255068	2	HP:0012332	0.0002866868724153	Abnormal autonomic nervous system physiology	3.0	ORPHA:98810	4.795137672322738e-05	Paroxysmal non-kinesigenic dyskinesia
1.0	712	0.0020199580255068	2	HP:0000565	0.0002863932393596	Esotropia	3.0	ORPHA:178469	3.569355208263388e-05	
1.0	592	0.0020199580255068	2	HP:0011499	0.0002863120617632	Mydriasis	3.0	ORPHA:3451	2.8190947519816574e-05	Infantile spasms syndrome
1.0	478	0.0020199580255068	2	HP:0000577	0.0002859843131839	Exotropia	3.0	ORPHA:130	2.540441229640844e-05	Brugada syndrome
1.0	366	0.0020199580255068	2	HP:0012547	0.0002857741967991	Abnormal involuntary eye movements	3.0	ORPHA:1945	2.510071281704629e-05	Rolandic epilepsy
1.0	364	0.0020199580255068	2	HP:0002273	0.0002857315688434	Tetraparesis	3.0	ORPHA:2828	2.3697302385100493e-05	Young-onset Parkinson disease
1.0	594	0.0020199580255068	2	HP:0200136	0.0002855129216768	Oral-pharyngeal dysphagia	3.0	ORPHA:33364	2.355278104104204e-05	Trichothiodystrophy
1.0	355	0.0020199580255068	2	HP:0031284	0.0002854659305498	Flushing	3.0	ORPHA:251510	2.3134936965657397e-05	46,XY partial gonadal dysgenesis
1.0	518	0.0020199580255068	2	HP:0001252	0.0001983712237314	Hypotonia	3.0	ORPHA:544254	2.304594676644829e-05	SYNGAP1-related developmental and epileptic encephalopathy
1.0	608	0.0020199580255068	2	HP:0001260	0.0001978424481404	Dysarthria	3.0	ORPHA:777	2.255866180279283e-05	
1.0	665	0.0020199580255068	2	HP:0001347	0.0001954696581725	Hyperreflexia	3.0	ORPHA:178342	2.255764901337896e-05	
1.0	659	0.0020199580255068	2	HP:0002315	0.0001941500410909	Headache	3.0	ORPHA:99977	2.227124236824494e-05	Squamous cell carcinoma of the esophagus
1.0	495	0.0020199580255068	2	HP:0001337	0.0001938780879078	Tremor	3.0	ORPHA:3095	2.1782909926932904e-05	Atypical Rett syndrome
1.0	544	0.0020199580255068	2	HP:0007256	0.0001931581925342	Abnormal pyramidal sign	3.0	ORPHA:528084	2.131491530310282e-05	
1.0	655	0.0020199580255068	2	HP:0002072	0.0001929368765318	Chorea	3.0	ORPHA:319308	2.1059131058943943e-05	
1.0	649	0.0020199580255068	2	HP:0002069	0.0001928243155696	Bilateral tonic-clonic seizure	3.0	ORPHA:284282	2.0962945043404277e-05	Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to WWOX deficiency
1.0	644	0.0020199580255068	2	HP:0002063	0.0001926127433294	Rigidity	3.0	ORPHA:228174	2.0954752911070705e-05	
1.0	Hypotonia_Symptom_Present	0.0005796557783669	2	HP:0001266	0.0001924705882325	Choreoathetosis	3.0	ORPHA:791	2.071650643097557e-05	Retinitis pigmentosa
1.0	Coordination_Issues_Symptom_Present	0.0004851783257753	2	HP:0000718	0.0001922779451612	Aggressive behavior	3.0	ORPHA:357074	2.070901976337845e-05	Autosomal recessive cutis laxa type 2, classic type
1.0	Flexible_Joints_Symptom_Present	0.0004408695127191	2	HP:0000975	0.0001920949588054	Hyperhidrosis	3.0	ORPHA:391411	2.0665762698478185e-05	Atypical juvenile parkinsonism
1.0	Abnormal_Muscle_Function_Symptom_Present	0.0004188667443416	2	HP:0002098	0.0001919833290335	Respiratory distress	3.0	ORPHA:251615	2.037893142836481e-05	
1.0	Unusual_Movements_Symptom_Present	0.0003947714113736	2	HP:0001284	0.0001919039291792	Areflexia	3.0	ORPHA:51083	2.0239947906591623e-05	Familial short QT syndrome
1.0	Cognitive_Impairment_Symptom_Present	0.0003458268530108	2	HP:0007166	0.000191569021083	Paroxysmal dyskinesia	3.0	ORPHA:565858	2.005167964310164e-05	
1.0	Constipation_Symptom_Present	0.0003019477141203	2	HP:0001944	0.0001913856664213	Dehydration	3.0	ORPHA:1946	1.977711385483483e-05	Amelocerebrohypohidrotic syndrome
1.0	Abnormal_Eye_Movement_Symptom_Present	0.000281859336228	2	HP:0002133	0.0001912770377314	Status epilepticus	3.0	ORPHA:1934	1.0493211281224732e-05	Early infantile epileptic encephalopathy
1.0	Impulsivity_Symptom_Present	0.0002598299270671	2	HP:0002104	0.0001912127440276	Apnea	3.0	ORPHA:140927	7.016258751592621e-06	Benign familial neonatal-infantile seizures
1.0	Parkinsonism_Symptom_Present	0.0002352904239382	2	HP:0000712	0.0001911513611779	Emotional lability	3.0	ORPHA:307	6.871651639493741e-06	Juvenile myoclonic epilepsy
1.0	Temper_Tantrums_Symptom_Present	0.0002163559383666	2	HP:0000348	0.0001911488906505	High forehead	3.0	ORPHA:86911	6.664724336220787e-06	
1.0	Issue_Muscle_Arms_Legs_Symptom_Present	0.0002146393405546	2	HP:0000657	0.0001910685793329	Oculomotor apraxia	3.0	ORPHA:53583	6.664724336220787e-06	Paroxysmal dystonic choreathetosis with episodic ataxia and spasticity
