multiplex	node	score	multiplex	node	score	description	multiplex	node	score	description
1.0	CHD2 related disorders	0.7334323171638879	2	ORPHA:319182	1.8276378006475984e-06	Wiedemann-Steiner syndrome	3.0	ORPHA:319182	1.8427333021706776e-06	Wiedemann-Steiner syndrome
1.0	679	0.0047834924630846	2	ORPHA:544254	1.390793379357023e-06	SYNGAP1-related developmental and epileptic encephalopathy	3.0	ORPHA:544254	1.386498771270674e-06	SYNGAP1-related developmental and epileptic encephalopathy
1.0	651	0.0047787958255347	2	ORPHA:391372	1.0962512030826218e-06	Intellectual disability-severe speech delay-mild dysmorphism syndrome	3.0	ORPHA:391372	1.1041058008343976e-06	Intellectual disability-severe speech delay-mild dysmorphism syndrome
1.0	295	0.004755463159691	2	ORPHA:420179	9.022266405381016e-07	Malan overgrowth syndrome	3.0	ORPHA:420179	9.334382688313216e-07	Malan overgrowth syndrome
1.0	386	0.0047511958590171	2	ORPHA:261494	8.79964342138044e-07	Kleefstra syndrome	3.0	ORPHA:2131	6.012182099490315e-07	Alternating hemiplegia of childhood
1.0	230	0.0047277679888397	2	ORPHA:2131	5.923035098201933e-07	Alternating hemiplegia of childhood	3.0	ORPHA:276432	3.106676092773589e-07	Ogden syndrome
1.0	181	0.0047257158627478	2	ORPHA:464306	5.166442323906507e-07	DYRK1A-related intellectual disability syndrome	3.0	ORPHA:52417	1.1814061130511047e-07	MALT lymphoma
1.0	630	0.004721793543366	2	ORPHA:276432	3.067446775355426e-07	Ogden syndrome	3.0	ORPHA:585877	1.1711143685888605e-07	
1.0	43	0.0047116588011387	2	ORPHA:96169	3.015212235619406e-07	Koolen-De Vries syndrome	3.0	ORPHA:442835	1.1696745005125545e-07	Non-specific early-onset epileptic encephalopathy
1.0	597	0.0047086885718385	2	ORPHA:85279	2.677973262742905e-07	KDM5C-related syndromic X-linked intellectual disability	3.0	ORPHA:561	1.0981631704720809e-07	Marshall-Smith syndrome
1.0	673	0.0047069629399622	2	ORPHA:289494	2.505609948389819e-07	4H leukodystrophy	3.0	ORPHA:447980	1.0981631704720809e-07	19p13.3 microduplication syndrome
1.0	680	0.0047050364686332	2	ORPHA:96092	2.2462072594230114e-07	8p inverted duplication/deletion syndrome	3.0	ORPHA:178469	9.769477629605769e-08	
1.0	3	0.0047042184731272	2	ORPHA:884	1.9641075884007456e-07	Tetrasomy 12p	3.0	ORPHA:1942	9.642119698914535e-08	Myoclonic-astatic epilepsy
1.0	635	0.0047039750469443	2	ORPHA:394	9.46390246752864e-08	Classic homocystinuria	3.0	ORPHA:589534	7.901842805945805e-08	
1.0	642	0.0047018241552052	2	ORPHA:444077	4.32651300273599e-08	Cognitive impairment-coarse facies-heart defects-obesity-pulmonary involvement-short stature-skeletal dysplasia syndrome	3.0	ORPHA:589595	7.901842805945805e-08	
1.0	677	0.0047012681221874	2	HP:0000750	4.025054422370136e-08	Delayed speech and language development	3.0	ORPHA:585918	7.655466896019779e-08	
1.0	685	0.004700457036285	2	HP:0000708	2.9078338111685108e-08	Atypical behavior	3.0	ORPHA:98835	7.655466896019779e-08	
1.0	678	0.0047001403964407	2	HP:0001252	2.7694500842761817e-08	Hypotonia	3.0	ORPHA:402017	7.655466896019779e-08	
1.0	492	0.0046993240238034	2	HP:0010864	2.763755002745584e-08	Intellectual disability, severe	3.0	ORPHA:98831	7.655466896019779e-08	
1.0	681	0.0046989157294301	2	HP:0001249	2.5844549128837532e-08	Intellectual disability	3.0	ORPHA:568	6.28035765234424e-08	Microphthalmia, Lenz type
1.0	641	0.0046983140140786	2	HP:0001250	2.5314494373639398e-08	Seizure	3.0	ORPHA:569	1.9711290713539483e-08	Familial or sporadic hemiplegic migraine
1.0	612	0.0046967503369953	2	HP:0001263	2.3692652773151025e-08	Global developmental delay	3.0	ORPHA:2382	1.942129861472915e-08	Lennox-Gastaut syndrome
1.0	660	0.0046960241514457	2	HP:0000252	1.9742590707887432e-08	Microcephaly	3.0	ORPHA:97	1.6876170095973485e-08	Familial paroxysmal ataxia
1.0	682	0.0046938846719509	2	HP:0000729	1.9538257027312377e-08	Autistic behavior	3.0	ORPHA:98758	1.6876170095973485e-08	Spinocerebellar ataxia type 6
1.0	652	0.0046934806466068	2	HP:0000316	1.8400434437817356e-08	Hypertelorism	3.0	ORPHA:71518	1.6876170095973485e-08	Benign paroxysmal torticollis of infancy
1.0	684	0.0046909444879667	2	HP:0002342	1.8114305628428544e-08	Intellectual disability, moderate	3.0	ORPHA:71517	1.589866163154003e-08	Rapid-onset dystonia-parkinsonism
1.0	595	0.0046896905726082	2	HP:0000739	1.7824034276364992e-08	Anxiety	3.0	ORPHA:1171	1.589866163154003e-08	Cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome
1.0	619	0.0046814828754957	2	HP:0000218	1.6829638993484242e-08	High palate	3.0	ORPHA:209967	1.3360414299114326e-08	Episodic ataxia type 6
