layer	node	score	empty	layer	node	score	description
RareX_layer	Intellectual disability-severe speech delay-mild dysmorphism syndrome	0.7337172426005658		Orphanet_layer	ORPHA:391372	0.1102577007348818	Intellectual disability-severe speech delay-mild dysmorphism syndrome
RareX_layer	Coordination_Issues_Symptom_Present	0.0008202827740504		Orphanet_layer	ORPHA:52417	0.0005044846558802	MALT lymphoma
RareX_layer	Cognitive_Impairment_Symptom_Present	0.0008094139874569		Orphanet_layer	ORPHA:585877	0.0004905393952629	
RareX_layer	Short_Attention_Span_Symptom_Present	0.000571955822586		Orphanet_layer	HP:0000750	0.0003941198812325	Delayed speech and language development
RareX_layer	Impulsivity_Symptom_Present	0.0005003764545008		Orphanet_layer	HP:0002474	0.0003857089389342	Expressive language delay
RareX_layer	Abnormal_Eye_Movement_Symptom_Present	0.0004797713979927		Orphanet_layer	HP:0011220	0.0003854026530304	Prominent forehead
RareX_layer	Constipation_Symptom_Present	0.0004117361132754		Orphanet_layer	HP:0009088	0.0003836770959523	Speech articulation difficulties
RareX_layer	Hypotonia_Symptom_Present	0.0003962759173494		Orphanet_layer	HP:0000316	0.0002963702886891	Hypertelorism
RareX_layer	Temper_Tantrums_Symptom_Present	0.0003949368272704		Orphanet_layer	HP:0002019	0.0002963090068365	Constipation
RareX_layer	PELHS Intellectual disability	0.0003930067875214		Orphanet_layer	HP:0000486	0.0002956813993386	Strabismus
RareX_layer	ASD_Symptom_Present	0.0003708381983834		Orphanet_layer	HP:0001508	0.0002935856607888	Failure to thrive
RareX_layer	Unusual_Eye_Gaze_Symptom_Present	0.0003458508828931		Orphanet_layer	HP:0000708	0.0002931689492873	Atypical behavior
RareX_layer	Hyperactivity_Symptom_Present	0.0003448008233853		Orphanet_layer	HP:0011968	0.0002926065622271	Feeding difficulties
RareX_layer	PELHS Learning disability	0.0003315339585351		Orphanet_layer	HP:0000494	0.0002924054375754	Downslanted palpebral fissures
RareX_layer	Abnormal_Muscle_Function_Symptom_Present	0.0003133012064495		Orphanet_layer	HP:0010864	0.0002919455949631	Intellectual disability, severe
RareX_layer	CSHQ Subscale 4: Sleep Anxiety	0.0003097541572621		Orphanet_layer	HP:0000729	0.0002919287363848	Autistic behavior
RareX_layer	Mood_Problems_Symptom_Present	0.0003033557279763		Orphanet_layer	HP:0001270	0.0002916970330698	Motor delay
RareX_layer	CSHQ Subscale 6: Parasomnias	0.000301047596813		Orphanet_layer	HP:0000508	0.0002916576208151	Ptosis
RareX_layer	Farsightedness_Symptom_Present	0.000300947442593		Orphanet_layer	HP:0001257	0.0002912961056378	Spasticity
RareX_layer	Abnormal_Bladder_Symptom_Present	0.0002916758074996		Orphanet_layer	HP:0002342	0.0002911053938245	Intellectual disability, moderate
RareX_layer	Repetitive_Stereotypic_Behavior_Symptom_Present	0.0002908167939853		Orphanet_layer	HP:0003196	0.0002906964341879	Short nose
