layer	node	score	empty	layer	node	score	description
RareX_layer	Alternating hemiplegia of childhood	0.7347574194726231		Orphanet_layer	ORPHA:2131	0.1104902060906284	Alternating hemiplegia of childhood
RareX_layer	Hypotonia_Symptom_Present	0.0007439247798975		Orphanet_layer	ORPHA:442835	0.0004843853397261	Non-specific early-onset epileptic encephalopathy
RareX_layer	Coordination_Issues_Symptom_Present	0.0006704999781899		Orphanet_layer	ORPHA:569	0.0004617821182639	Familial or sporadic hemiplegic migraine
RareX_layer	Flexible_Joints_Symptom_Present	0.0006516028683988		Orphanet_layer	ORPHA:2382	0.0004535822290316	Lennox-Gastaut syndrome
RareX_layer	Unusual_Movements_Symptom_Present	0.0005502239585568		Orphanet_layer	ORPHA:98758	0.0004529758449625	Spinocerebellar ataxia type 6
RareX_layer	Abnormal_Muscle_Function_Symptom_Present	0.0005088157768276		Orphanet_layer	ORPHA:97	0.0004492458788829	Familial paroxysmal ataxia
RareX_layer	Cognitive_Impairment_Symptom_Present	0.000450602701016		Orphanet_layer	ORPHA:71518	0.0004475227072948	Benign paroxysmal torticollis of infancy
RareX_layer	CSHQ Subscale 2: Sleep onset Delay	0.0004381517268058		Orphanet_layer	ORPHA:71517	0.000433541994515	Rapid-onset dystonia-parkinsonism
RareX_layer	CSHQ Subscale 5: Night Wakings	0.0003900854389445		Orphanet_layer	ORPHA:1171	0.000430634615746	Cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome
RareX_layer	CSHQ Subscale 3: Sleep Duration	0.0003899152923511		Orphanet_layer	ORPHA:209967	0.0004183891538262	Episodic ataxia type 6
RareX_layer	Abnormal_Eye_Movement_Symptom_Present	0.0003611988346288		Orphanet_layer	HP:0002579	0.0003344362503613	Gastrointestinal dysmotility
RareX_layer	Parkinsonism_Symptom_Present	0.0003504916949516		Orphanet_layer	HP:0011024	0.0003343748285224	Abnormality of the gastrointestinal tract
RareX_layer	Constipation_Symptom_Present	0.0003490093593827		Orphanet_layer	HP:0012194	0.0003333010876484	Episodic hemiplegia
RareX_layer	Impulsivity_Symptom_Present	0.0003438042109501		Orphanet_layer	HP:0001251	0.0002946102035503	Ataxia
RareX_layer	CSHQ Subscale 1: Bedtime Resistance	0.0003131663241811		Orphanet_layer	HP:0001250	0.0002802343252931	Seizure
RareX_layer	Temper_Tantrums_Symptom_Present	0.0003074283982747		Orphanet_layer	HP:0000639	0.0002721870644953	Nystagmus
RareX_layer	Short_Attention_Span_Symptom_Present	0.0002984630671263		Orphanet_layer	HP:0002015	0.0002718552477014	Dysphagia
RareX_layer	Issue_Muscle_Arms_Legs_Symptom_Present	0.0002898239100495		Orphanet_layer	HP:0001249	0.0002714466800456	Intellectual disability
RareX_layer	CSHQ Subscale 6: Parasomnias	0.0002805341727706		Orphanet_layer	HP:0001332	0.0002690497173957	Dystonia
RareX_layer	CSHQ Subscale 8: Daytime Sleepiness	0.0002761723620217		Orphanet_layer	HP:0012547	0.0002648843792902	Abnormal involuntary eye movements
RareX_layer	Anxiety_Symptom_Present	0.0002625385367602		Orphanet_layer	HP:0000708	0.0002635600211995	Atypical behavior
