layer	node	score	empty	layer	node	score	description
RareX_layer	CHD2 related disorders	0.7329593766204725		Orphanet_layer	ORPHA:319182	2.497902907434079e-06	Wiedemann-Steiner syndrome
RareX_layer	Cognitive_Impairment_Symptom_Present	0.0015593150709318		Orphanet_layer	ORPHA:544254	1.8626911144514096e-06	SYNGAP1-related developmental and epileptic encephalopathy
RareX_layer	Abnormal_EEG_Symptom_Present	0.0015409482689508		Orphanet_layer	ORPHA:391372	1.5001365937631715e-06	Intellectual disability-severe speech delay-mild dysmorphism syndrome
RareX_layer	Seizures_Symptom_Present	0.0015374859782165		Orphanet_layer	ORPHA:420179	1.3266107919978567e-06	Malan overgrowth syndrome
RareX_layer	PELHS Autism/PDD	0.0011403745257389		Orphanet_layer	ORPHA:261494	1.1604918575020391e-06	Kleefstra syndrome
RareX_layer	PELHS Intellectual disability	0.0010789120819347		Orphanet_layer	ORPHA:2131	8.410926709984267e-07	Alternating hemiplegia of childhood
RareX_layer	ASD_Symptom_Present	0.0010427565806484		Orphanet_layer	ORPHA:464306	7.434094908441911e-07	DYRK1A-related intellectual disability syndrome
RareX_layer	Difficulty_Making_Friends_Symptom_Present	0.0010188733376287		Orphanet_layer	ORPHA:85279	4.817688785985265e-07	KDM5C-related syndromic X-linked intellectual disability
RareX_layer	Repetitive_Stereotypic_Behavior_Symptom_Present	0.0009651324756117		Orphanet_layer	ORPHA:276432	4.507803182089552e-07	Ogden syndrome
RareX_layer	Temper_Tantrums_Symptom_Present	0.0009288102747857		Orphanet_layer	ORPHA:96092	4.202525883302883e-07	8p inverted duplication/deletion syndrome
RareX_layer	Impulsivity_Symptom_Present	0.0009256782097448		Orphanet_layer	ORPHA:96169	3.98595467431326e-07	Koolen-De Vries syndrome
RareX_layer	Difficulty_Nonverbal_Behaviors_Symptom_Present	0.0008043417182274		Orphanet_layer	ORPHA:289494	3.277501470789548e-07	4H leukodystrophy
RareX_layer	Aggressive_Violent_Behavior_Symptom_Present	0.0007762098885386		Orphanet_layer	ORPHA:884	2.610844912306888e-07	Tetrasomy 12p
RareX_layer	Short_Attention_Span_Symptom_Present	0.0007691894000282		Orphanet_layer	ORPHA:394	2.424574576089793e-07	Classic homocystinuria
RareX_layer	Unusual_Eye_Gaze_Symptom_Present	0.000737914354249		Orphanet_layer	ORPHA:444077	6.089356625076625e-08	Cognitive impairment-coarse facies-heart defects-obesity-pulmonary involvement-short stature-skeletal dysplasia syndrome
RareX_layer	PELHS Learning disability	0.00073377673095		Orphanet_layer	HP:0000750	3.875582982883202e-08	Delayed speech and language development
RareX_layer	CSHQ Subscale 6: Parasomnias	0.0007283481935581		Orphanet_layer	HP:0010864	2.818953318201247e-08	Intellectual disability, severe
RareX_layer	Coordination_Issues_Symptom_Present	0.0007133709506384		Orphanet_layer	HP:0000708	2.6998073859141725e-08	Atypical behavior
RareX_layer	CSHQ Subscale 5: Night Wakings	0.0006940457697877		Orphanet_layer	HP:0001250	2.557985346217988e-08	Seizure
RareX_layer	Memory_Impairment_Symptom_Present	0.0006627206972488		Orphanet_layer	HP:0001252	2.511162405740759e-08	Hypotonia
RareX_layer	CSHQ Subscale 8: Daytime Sleepiness	0.0006577011528806		Orphanet_layer	HP:0001249	2.484120516821883e-08	Intellectual disability
