layer	node	score	empty	layer	node	score	description
RareX_layer	CHAMP1 related disorders	0.7249968158298875		Orphanet_layer	ORPHA:319182	2.8430959462557644e-06	Wiedemann-Steiner syndrome
RareX_layer	CSHQ Subscale 4: Sleep Anxiety	0.0024441644750396		Orphanet_layer	ORPHA:420179	1.9806733224830925e-06	Malan overgrowth syndrome
RareX_layer	CSHQ Subscale 6: Parasomnias	0.0024301074360084		Orphanet_layer	ORPHA:544254	1.8859517539290228e-06	SYNGAP1-related developmental and epileptic encephalopathy
RareX_layer	CSHQ Subscale 1: Bedtime Resistance	0.0021075793577035		Orphanet_layer	ORPHA:391372	1.804200229122335e-06	Intellectual disability-severe speech delay-mild dysmorphism syndrome
RareX_layer	CSHQ Subscale 2: Sleep onset Delay	0.0020337054190132		Orphanet_layer	ORPHA:261494	1.462729587296802e-06	Kleefstra syndrome
RareX_layer	CSHQ Subscale 5: Night Wakings	0.0019969458513678		Orphanet_layer	ORPHA:2131	1.137374838609541e-06	Alternating hemiplegia of childhood
RareX_layer	CSHQ Subscale 8: Daytime Sleepiness	0.0019834847975227		Orphanet_layer	ORPHA:464306	1.059471957699556e-06	DYRK1A-related intellectual disability syndrome
RareX_layer	CSHQ Subscale 3: Sleep Duration	0.0018627010274985		Orphanet_layer	ORPHA:85279	9.373366985592016e-07	KDM5C-related syndromic X-linked intellectual disability
RareX_layer	CSHQ Subscale 7: Sleep Disordered Breathing	0.0016392960465391		Orphanet_layer	ORPHA:96092	8.538247236291667e-07	8p inverted duplication/deletion syndrome
RareX_layer	Hypotonia_Symptom_Present	0.0013567329854208		Orphanet_layer	ORPHA:276432	5.760966518320403e-07	Ogden syndrome
RareX_layer	Constipation_Symptom_Present	0.0012469770696662		Orphanet_layer	ORPHA:394	5.400471082280172e-07	Classic homocystinuria
RareX_layer	Esophagus_Issues_Symptom_Present	0.0009547145240891		Orphanet_layer	ORPHA:289494	4.425017316985664e-07	4H leukodystrophy
RareX_layer	Coordination_Issues_Symptom_Present	0.0008452394599862		Orphanet_layer	ORPHA:96169	4.280659015455181e-07	Koolen-De Vries syndrome
RareX_layer	Cognitive_Impairment_Symptom_Present	0.0007944450123583		Orphanet_layer	ORPHA:884	3.784068645505322e-07	Tetrasomy 12p
RareX_layer	Seizures_Symptom_Present	0.0006958362655723		Orphanet_layer	ORPHA:444077	8.077665242690638e-08	Cognitive impairment-coarse facies-heart defects-obesity-pulmonary involvement-short stature-skeletal dysplasia syndrome
RareX_layer	ASD_Symptom_Present	0.000660629443385		Orphanet_layer	HP:0000750	5.0140818033645314e-08	Delayed speech and language development
RareX_layer	PELHS Autism/PDD	0.000636338845959		Orphanet_layer	HP:0010864	3.929359440570428e-08	Intellectual disability, severe
RareX_layer	PELHS Intellectual disability	0.000602423319755		Orphanet_layer	HP:0001250	3.64849570733895e-08	Seizure
RareX_layer	PELHS Learning disability	0.0005893357958021		Orphanet_layer	HP:0000708	3.2483105341951195e-08	Atypical behavior
RareX_layer	Abnormal_Muscle_Function_Symptom_Present	0.0005847702607504		Orphanet_layer	HP:0001249	3.14364839850801e-08	Intellectual disability
RareX_layer	Abnormal_Eye_Movement_Symptom_Present	0.0005792870148258		Orphanet_layer	HP:0001252	2.9205535606867668e-08	Hypotonia
