layer	node	score	empty	layer	node	score	description
RareX_layer	CASK-Related Disorders	0.7312103340181582		Orphanet_layer	ORPHA:319182	2.8821798215037734e-06	Wiedemann-Steiner syndrome
RareX_layer	Coordination_Issues_Symptom_Present	0.0017458961845592		Orphanet_layer	ORPHA:261494	1.459568858510508e-06	Kleefstra syndrome
RareX_layer	Cognitive_Impairment_Symptom_Present	0.0016047382791932		Orphanet_layer	ORPHA:391372	1.424451023241628e-06	Intellectual disability-severe speech delay-mild dysmorphism syndrome
RareX_layer	Bruxism_Symptom_Present	0.0015395329411161		Orphanet_layer	ORPHA:420179	1.393161836047238e-06	Malan overgrowth syndrome
RareX_layer	PELHS Microcephaly (<5th percentile)	0.0012929019644137		Orphanet_layer	ORPHA:544254	1.2940386642479002e-06	SYNGAP1-related developmental and epileptic encephalopathy
RareX_layer	Hypotonia_Symptom_Present	0.0011254236893598		Orphanet_layer	ORPHA:464306	9.915327484774764e-07	DYRK1A-related intellectual disability syndrome
RareX_layer	PELHS Intellectual disability	0.0010327257108617		Orphanet_layer	ORPHA:2131	8.775285425937078e-07	Alternating hemiplegia of childhood
RareX_layer	Abnormal_Muscle_Function_Symptom_Present	0.0010299276090733		Orphanet_layer	ORPHA:96092	5.247756161895788e-07	8p inverted duplication/deletion syndrome
RareX_layer	Hypertonia_Symptom_Present	0.0007699661560752		Orphanet_layer	ORPHA:276432	5.200421491123993e-07	Ogden syndrome
RareX_layer	Esophagus_Issues_Symptom_Present	0.0007548751788809		Orphanet_layer	ORPHA:289494	4.401447443872194e-07	4H leukodystrophy
RareX_layer	Abnormal_EEG_Symptom_Present	0.0007134757777148		Orphanet_layer	ORPHA:85279	4.107524852800162e-07	KDM5C-related syndromic X-linked intellectual disability
RareX_layer	Short_Stature_Symptom_Present	0.0006826619450485		Orphanet_layer	ORPHA:884	4.000958112331205e-07	Tetrasomy 12p
RareX_layer	Abnormal_Optic_Nerve_Symptom_Present	0.0006595707128701		Orphanet_layer	ORPHA:96169	3.448520921423392e-07	Koolen-De Vries syndrome
RareX_layer	PELHS Visual impairment (other than refractive errors)	0.0006219999642342		Orphanet_layer	ORPHA:394	2.308554843522621e-07	Classic homocystinuria
RareX_layer	Undergrowth_Symptom_Present	0.0006146239808681		Orphanet_layer	ORPHA:444077	1.1058957916371537e-07	Cognitive impairment-coarse facies-heart defects-obesity-pulmonary involvement-short stature-skeletal dysplasia syndrome
RareX_layer	Farsightedness_Symptom_Present	0.0006052037061807		Orphanet_layer	HP:0000750	3.879462077690721e-08	Delayed speech and language development
RareX_layer	CSHQ Subscale 6: Parasomnias	0.0005499768255489		Orphanet_layer	HP:0010864	2.8127999554890753e-08	Intellectual disability, severe
RareX_layer	PELHS Movement disorder	0.0005472989337709		Orphanet_layer	HP:0001250	2.7602989619032505e-08	Seizure
RareX_layer	PELHS Wheelchair	0.0005470365888062		Orphanet_layer	HP:0000708	2.7435974939630268e-08	Atypical behavior
RareX_layer	CSHQ Subscale 1: Bedtime Resistance	0.0005340278055791		Orphanet_layer	HP:0001252	2.560669566806247e-08	Hypotonia
RareX_layer	Issue_Muscle_Arms_Legs_Symptom_Present	0.0005321851877029		Orphanet_layer	HP:0001249	2.4119327459965007e-08	Intellectual disability
