layer	node	score	empty	layer	node	score	description
RareX_layer	4H leukodystrophy	0.7374343032827059		Orphanet_layer	ORPHA:289494	0.110713912684201	4H leukodystrophy
RareX_layer	Osteoporosis_Symptom_Present	0.0006565062301049		Orphanet_layer	HP:0001251	0.0007815242876051	Ataxia
RareX_layer	Cognitive_Impairment_Symptom_Present	0.0006282709500859		Orphanet_layer	HP:0001260	0.0007813065689918	Dysarthria
RareX_layer	Coordination_Issues_Symptom_Present	0.000624753065179		Orphanet_layer	HP:0001332	0.0007732454496181	Dystonia
RareX_layer	PELHS Intellectual disability	0.0006066990878051		Orphanet_layer	HP:0000164	0.0007686831680421	Abnormality of the dentition
RareX_layer	Abnormal_Bladder_Symptom_Present	0.0005927200909848		Orphanet_layer	HP:0000545	0.0007680229353448	Myopia
RareX_layer	Nearsightedness_Symptom_Present	0.0004856548229474		Orphanet_layer	HP:0000044	0.0007671889267528	Hypogonadotropic hypogonadism
RareX_layer	PELHS Visual impairment (other than refractive errors)	0.0004452143011694		Orphanet_layer	HP:0000668	0.0007670902193156	Hypodontia
RareX_layer	PELHS Wheelchair	0.0004447513383144		Orphanet_layer	HP:0006808	0.0007667033061238	Cerebral hypomyelination
RareX_layer	Hypotonia_Symptom_Present	0.0003446908542609		Orphanet_layer	HP:0004322	0.0005847340409607	Short stature
RareX_layer	Difficulty_Nonverbal_Behaviors_Symptom_Present	0.0002969212791499		Orphanet_layer	HP:0002015	0.000580667002548	Dysphagia
RareX_layer	ASD_Symptom_Present	0.000286526226091		Orphanet_layer	HP:0000496	0.0005799380896577	Abnormality of eye movement
RareX_layer	Delayed_Puberty_Symptom_Present	0.0002714444902499		Orphanet_layer	HP:0001337	0.0005789623712671	Tremor
RareX_layer	Short_Stature_Symptom_Present	0.0002560761196723		Orphanet_layer	HP:0002071	0.0005767493530902	Abnormality of extrapyramidal motor function
RareX_layer	Hypertonia_Symptom_Present	0.0002531854583503		Orphanet_layer	HP:0000823	0.0005765426166624	Delayed puberty
RareX_layer	Short_Attention_Span_Symptom_Present	0.0002511036420281		Orphanet_layer	HP:0007240	0.0005764348306148	Progressive gait ataxia
RareX_layer	CSHQ Subscale 2: Sleep onset Delay	0.0002491870619885		Orphanet_layer	HP:0002493	0.0005763811611804	Upper motor neuron dysfunction
RareX_layer	PELHS ADD/ADHD	0.0002396802668052		Orphanet_layer	HP:0030890	0.0005757680100239	Hyperintensity of cerebral white matter on MRI
RareX_layer	Unusual_Number_Teeth_Symptom_Present	0.0002340096955543		Orphanet_layer	HP:0002307	0.0005748135846047	Drooling
RareX_layer	Visual_Impairment_Symptom_Present	0.0002220542010038		Orphanet_layer	HP:0001250	0.0003980034353879	Seizure
RareX_layer	Major_Vision_Issues_Symptom_Present	0.0002185206844007		Orphanet_layer	HP:0001272	0.000390084379007	Cerebellar atrophy
