layer	node	score	empty	layer	node	score	description
RareX_layer	DYRK1A-related intellectual disability syndrome	0.7295215779495903		Orphanet_layer	ORPHA:464306	0.1095060588836765	DYRK1A-related intellectual disability syndrome
RareX_layer	ASD_Symptom_Present	0.0008412975883322		Orphanet_layer	HP:0001249	0.0004490033136093	Intellectual disability
RareX_layer	CSHQ Subscale 2: Sleep onset Delay	0.0007759908405101		Orphanet_layer	HP:0001263	0.0004481594205069	Global developmental delay
RareX_layer	Undergrowth_Symptom_Present	0.0007383829909491		Orphanet_layer	HP:0000252	0.000444700591036	Microcephaly
RareX_layer	Unusual_Eye_Gaze_Symptom_Present	0.0007114323621246		Orphanet_layer	HP:0000750	0.0004385732024516	Delayed speech and language development
RareX_layer	Constipation_Symptom_Present	0.000640717964578		Orphanet_layer	HP:0001999	0.000437993212151	Abnormal facial shape
RareX_layer	Repetitive_Stereotypic_Behavior_Symptom_Present	0.000611298731011		Orphanet_layer	HP:0011968	0.0004363630559046	Feeding difficulties
RareX_layer	CSHQ Subscale 3: Sleep Duration	0.0005331176950648		Orphanet_layer	HP:0001288	0.0004341627772035	Gait disturbance
RareX_layer	Short_Stature_Symptom_Present	0.0005122105351939		Orphanet_layer	HP:0003086	0.0004304713143487	Acromesomelia
RareX_layer	Abnormal_Muscle_Function_Symptom_Present	0.0004911007987144		Orphanet_layer	HP:0001250	0.0003399539574542	Seizure
RareX_layer	CSHQ Subscale 8: Daytime Sleepiness	0.0004814079867512		Orphanet_layer	HP:0001508	0.0003295976636006	Failure to thrive
RareX_layer	Feeding_Difficulties_Symptom_Present	0.0004733936188392		Orphanet_layer	HP:0001511	0.0003291661976148	Intrauterine growth retardation
RareX_layer	Impulsivity_Symptom_Present	0.0004392990078319		Orphanet_layer	HP:0000708	0.0003289404477995	Atypical behavior
RareX_layer	Abnormal_Optic_Nerve_Symptom_Present	0.0004382460255413		Orphanet_layer	HP:0002119	0.0003284565010996	Ventriculomegaly
RareX_layer	Esophagus_Issues_Symptom_Present	0.000434271799808		Orphanet_layer	HP:0000729	0.0003272330555632	Autistic behavior
RareX_layer	CSHQ Subscale 6: Parasomnias	0.0004330352356064		Orphanet_layer	HP:0000505	0.0003262215638997	Visual impairment
RareX_layer	CSHQ Subscale 1: Bedtime Resistance	0.0004320368031484		Orphanet_layer	HP:0002465	0.0003254478743388	Poor speech
RareX_layer	CSHQ Subscale 4: Sleep Anxiety	0.0004238309125482		Orphanet_layer	HP:0000739	0.0003253039990437	Anxiety
RareX_layer	PELHS Microcephaly (<5th percentile)	0.0004194204054514		Orphanet_layer	HP:0001518	0.000325110892963	Small for gestational age
RareX_layer	Cognitive_Impairment_Symptom_Present	0.0004120119868852		Orphanet_layer	HP:0000733	0.0003250290436909	Abnormal repetitive mannerisms
RareX_layer	Hyperactivity_Symptom_Present	0.0004046986982897		Orphanet_layer	HP:0011451	0.0003239810811618	Primary microcephaly
