layer	node	score	empty	layer	node	score	description
RareX_layer	HUWE1-related disorders	0.7177790237270399		Orphanet_layer	ORPHA:319182	4.364291544315736e-06	Wiedemann-Steiner syndrome
RareX_layer	Short_Stature_Symptom_Present	0.0020770587154756		Orphanet_layer	ORPHA:544254	2.2060313880203437e-06	SYNGAP1-related developmental and epileptic encephalopathy
RareX_layer	Cognitive_Impairment_Symptom_Present	0.0019735759610556		Orphanet_layer	ORPHA:391372	2.088748103642777e-06	Intellectual disability-severe speech delay-mild dysmorphism syndrome
RareX_layer	Hypotonia_Symptom_Present	0.0016786563817398		Orphanet_layer	ORPHA:420179	1.9096049313487536e-06	Malan overgrowth syndrome
RareX_layer	CSHQ Subscale 2: Sleep onset Delay	0.0015957954962682		Orphanet_layer	ORPHA:261494	1.6828821134206489e-06	Kleefstra syndrome
RareX_layer	Constipation_Symptom_Present	0.00156084380387		Orphanet_layer	ORPHA:464306	1.321599964543468e-06	DYRK1A-related intellectual disability syndrome
RareX_layer	CSHQ Subscale 5: Night Wakings	0.0015479360017064		Orphanet_layer	ORPHA:2131	1.1966640891659577e-06	Alternating hemiplegia of childhood
RareX_layer	Coordination_Issues_Symptom_Present	0.0015076667749618		Orphanet_layer	ORPHA:85279	8.22010171278667e-07	KDM5C-related syndromic X-linked intellectual disability
RareX_layer	CSHQ Subscale 6: Parasomnias	0.0014879588823987		Orphanet_layer	ORPHA:96092	7.811797131567108e-07	8p inverted duplication/deletion syndrome
RareX_layer	CSHQ Subscale 3: Sleep Duration	0.0014777907968682		Orphanet_layer	ORPHA:276432	6.808248610556666e-07	Ogden syndrome
RareX_layer	CSHQ Subscale 4: Sleep Anxiety	0.0014456623331422		Orphanet_layer	ORPHA:884	6.533478741215683e-07	Tetrasomy 12p
RareX_layer	Repetitive_Stereotypic_Behavior_Symptom_Present	0.0014025302038416		Orphanet_layer	ORPHA:289494	4.882342387861881e-07	4H leukodystrophy
RareX_layer	Undergrowth_Symptom_Present	0.0013840638556615		Orphanet_layer	ORPHA:96169	4.643489772275378e-07	Koolen-De Vries syndrome
RareX_layer	CSHQ Subscale 1: Bedtime Resistance	0.0012414766436495		Orphanet_layer	ORPHA:394	4.508039685579737e-07	Classic homocystinuria
RareX_layer	CSHQ Subscale 8: Daytime Sleepiness	0.0012111924416244		Orphanet_layer	ORPHA:444077	1.4379601378689122e-07	Cognitive impairment-coarse facies-heart defects-obesity-pulmonary involvement-short stature-skeletal dysplasia syndrome
RareX_layer	ASD_Symptom_Present	0.0011247049093723		Orphanet_layer	HP:0000750	5.8702603072904565e-08	Delayed speech and language development
RareX_layer	CSHQ Subscale 7: Sleep Disordered Breathing	0.0010762578857537		Orphanet_layer	HP:0010864	4.2677420405566886e-08	Intellectual disability, severe
RareX_layer	PELHS Intellectual disability	0.0010601704212524		Orphanet_layer	HP:0001250	4.0126408002913776e-08	Seizure
RareX_layer	PELHS Autism/PDD	0.0008735471612911		Orphanet_layer	HP:0000708	4.0025979510008014e-08	Atypical behavior
RareX_layer	Self_Injurious_Behavior_Symptom_Present	0.0008711870524608		Orphanet_layer	HP:0001252	3.7620966699992414e-08	Hypotonia
RareX_layer	Temper_Tantrums_Symptom_Present	0.0008659864733578		Orphanet_layer	HP:0001249	3.680650260210538e-08	Intellectual disability
