multiplex	node	score
Orpha_layer	ORPHA:444077	0.11017587014577324
Orpha_layer	HP:0001249	0.00036117582886922275
Orpha_layer	HP:0004322	0.0003608517819800617
Orpha_layer	HP:0001263	0.00035935315547255586
Orpha_layer	HP:0000463	0.0003505400826828586
Orpha_layer	HP:0001513	0.0003487894677521914
Orpha_layer	HP:0000664	0.0003474641762015032
Orpha_layer	HP:0002553	0.000347187478215055
Orpha_layer	HP:0011842	0.00034660599151030414
Orpha_layer	HP:0000527	0.00034655317337993106
Orpha_layer	HP:0002086	0.0003461475885866029
Orpha_layer	HP:0000252	0.0002698379688117272
Orpha_layer	HP:0000365	0.00026419331325372696
Orpha_layer	HP:0001156	0.00026405670841322986
Orpha_layer	HP:0001629	0.0002629305458896333
Orpha_layer	HP:0001643	0.0002619152773019811
Orpha_layer	HP:0002020	0.0002617561546200829
Orpha_layer	HP:0001627	0.00026123470132379147
Orpha_layer	HP:0002019	0.0002610994389944891
Orpha_layer	HP:0003468	0.00026033421286815353
Orpha_layer	HP:0000311	0.0002603331957563241
Orpha_layer	HP:0011471	0.00025943953873219956
Orpha_layer	HP:0011951	0.00025930845280000607
Orpha_layer	HP:0100874	0.00025921615121142955
Orpha_layer	HP:0006528	0.000259019126293239
Orpha_layer	HP:0000347	0.0001828487955362269
Orpha_layer	HP:0000486	0.00018080624116451424
Orpha_layer	HP:0000407	0.00017858717761931231
Orpha_layer	HP:0000494	0.00017830975737959773
Orpha_layer	HP:0000218	0.00017763343075363286
Orpha_layer	HP:0000343	0.00017754653955778162
Orpha_layer	HP:0003196	0.00017732420492104508
Orpha_layer	HP:0000508	0.0001772464570301717
Orpha_layer	HP:0000368	0.00017687171414601608
Orpha_layer	HP:0000518	0.0001765537371607267
Orpha_layer	HP:0000405	0.0001760165069328624
Orpha_layer	HP:0000545	0.00017599680339305598
Orpha_layer	HP:0002714	0.00017589501175000217
Orpha_layer	HP:0000574	0.00017547371675269018
Orpha_layer	HP:0000047	0.00017536748871726225
Orpha_layer	HP:0000520	0.0001750377498147757
Orpha_layer	HP:0000219	0.0001748316744650828
Orpha_layer	HP:0000293	0.00017462846656922468
Orpha_layer	HP:0001231	0.00017449741500156642
Orpha_layer	HP:0000158	0.00017435803971281116
Orpha_layer	HP:0200055	0.00017417009462741714
Orpha_layer	HP:0001601	0.00017407801039430215
Orpha_layer	HP:0001635	0.00017403414169148393
Orpha_layer	HP:0000076	0.00017402054605893764
Orpha_layer	HP:0000821	0.00017395537335932699
Orpha_layer	HP:0002092	0.00017388680128726765
Orpha_layer	HP:0008388	0.00017385929828350733
Orpha_layer	HP:0001800	0.0001737649432893207
Orpha_layer	HP:0001357	0.00017359147851594072
Orpha_layer	HP:0000341	0.0001734925658234073
Orpha_layer	HP:0002099	0.00017349087283724518
Orpha_layer	HP:0000824	0.0001733998753897631
Orpha_layer	HP:0003038	0.0001733836333998465
Orpha_layer	HP:0000956	0.00017334862895988855
Orpha_layer	HP:0000771	0.00017334629728221312
Orpha_layer	HP:0000085	0.00017333548910564186
Orpha_layer	HP:0000646	0.00017321438914015647
Orpha_layer	HP:0003074	0.00017320217712287183
Orpha_layer	HP:0002645	0.0001731324712004855
Orpha_layer	HP:0000162	0.00017312614302805217
Orpha_layer	HP:0001655	0.00017307881811538353
Orpha_layer	HP:0002779	0.0001730688023800313
Orpha_layer	HP:0010535	0.000173036582093058
Orpha_layer	HP:0000378	0.00017302506606867448
Orpha_layer	HP:0009937	0.00017299123727884373
Orpha_layer	HP:0002212	0.00017292523080112833
Orpha_layer	HP:0025313	0.00017288775192347069
Orpha_layer	HP:0000410	0.00017288283359413224
Orpha_layer	HP:0011221	0.00017280959435816368
Orpha_layer	HP:0006434	0.0001727625788774523
Orpha_layer	HP:0002616	0.00017274232745690044
Orpha_layer	HP:0004602	0.00017272583346004624
Orpha_layer	HP:0001607	0.0001726679143236626
Orpha_layer	HP:0030043	0.00017255645634926803
Orpha_layer	HP:0009894	0.00017247552583038217
Orpha_layer	ORPHA:79133	3.0404370871341886e-05
Orpha_layer	ORPHA:85170	1.7900675433803737e-05
Orpha_layer	ORPHA:163654	1.6873057918144214e-05
Orpha_layer	ORPHA:581	1.6417409054172332e-05
Orpha_layer	ORPHA:464282	1.619472256928452e-05
Orpha_layer	ORPHA:1826	1.6028775995398465e-05
Orpha_layer	ORPHA:247768	1.5373251201092594e-05
Orpha_layer	ORPHA:199	1.535290309739294e-05
Orpha_layer	ORPHA:438213	1.5263987162909467e-05
Orpha_layer	ORPHA:363611	1.4950183578782827e-05
Orpha_layer	ORPHA:1780	1.4871415733893453e-05
Orpha_layer	ORPHA:220386	1.4225511125418791e-05
Orpha_layer	ORPHA:93925	1.4035436981342042e-05
