multiplex	node	score
Rare_X_layer	Kleefstra syndrome	0.736507092196395
Rare_X_layer	588	0.0020154353298775583
Rare_X_layer	403	0.0020121135952307517
Rare_X_layer	671	0.002010653882537793
Rare_X_layer	34	0.0020096252190986434
Rare_X_layer	726	0.0020015444743090834
Rare_X_layer	690	0.0020003853289672757
Rare_X_layer	586	0.0019980346288152365
Rare_X_layer	371	0.0019928398450449257
Rare_X_layer	391	0.0019907483501778738
Rare_X_layer	694	0.0019904760612847318
Rare_X_layer	633	0.00198999471033709
Rare_X_layer	691	0.001989529438354294
Rare_X_layer	739	0.0019888794341260687
Rare_X_layer	571	0.001988774554540615
Rare_X_layer	638	0.00198567925306556
Rare_X_layer	695	0.001984282633563869
Rare_X_layer	692	0.001982822390201987
Rare_X_layer	410	0.0019815248374687356
Rare_X_layer	624	0.001979418917723476
Rare_X_layer	0	0.0019783490489344202
Rare_X_layer	26	0.0019775772201209136
Rare_X_layer	725	0.0019766141511444128
Rare_X_layer	631	0.001976137178538777
Rare_X_layer	452	0.001976081849647099
Rare_X_layer	469	0.0019727868541371102
Rare_X_layer	393	0.0019727868541371102
Rare_X_layer	397	0.0019727868541371102
Rare_X_layer	568	0.0019727868541371102
Rare_X_layer	689	0.0019727868541371102
Rare_X_layer	643	0.0019727868541371102
Rare_X_layer	489	0.0019727868541371102
Rare_X_layer	480	0.0019727868541371102
Rare_X_layer	632	0.0019727868541371102
Rare_X_layer	424	0.0019727868541371102
Rare_X_layer	483	0.0019727868541371102
Rare_X_layer	674	0.0019727868541371102
Rare_X_layer	456	0.0019727868541371102
Rare_X_layer	458	0.0019727868541371102
Rare_X_layer	573	0.0019727868541371102
Rare_X_layer	465	0.0019727868541371102
Rare_X_layer	464	0.0019727868541371102
Rare_X_layer	27	0.0019727868541371102
Rare_X_layer	20	0.0019727868541371102
Rare_X_layer	653	0.0019727868541371102
Rare_X_layer	184	0.0019727868541371102
Rare_X_layer	24	0.0019727868541371102
Rare_X_layer	727	0.0019727868541371102
Rare_X_layer	731	0.0019727868541371102
Rare_X_layer	664	0.0019727868541371102
