multiplex	node	score	empty	multiplex	node	score	description
Rare_X_layer	Malan overgrowth syndrome	0.7302438389616005		Orpha_layer	ORPHA:420179	0.1096800992159393	Malan overgrowth syndrome
Rare_X_layer	General_Overgrowth_Symptom_Present	0.0011113150316903137		Orpha_layer	ORPHA:447980	0.0005850289436540959	19p13.3 microduplication syndrome
Rare_X_layer	Hypotonia_Symptom_Present	0.0010444004493589843		Orpha_layer	ORPHA:561	0.0005826899185041572	Marshall-Smith syndrome
Rare_X_layer	Cognitive_Impairment_Symptom_Present	0.0010442342099462524		Orpha_layer	HP:0001250	0.0004747404374202414	Seizure
Rare_X_layer	Tall_Stature_Symptom_Present	0.000990188808419803		Orpha_layer	HP:0002650	0.00047376665588693437	Scoliosis
Rare_X_layer	Coordination_Issues_Symptom_Present	0.0009658226013752244		Orpha_layer	HP:0000639	0.0004663304863169615	Nystagmus
Rare_X_layer	Abnormal_Eye_Movement_Symptom_Present	0.0009566578320923553		Orpha_layer	HP:0010864	0.00046605316899158095	Intellectual disability, severe
Rare_X_layer	Abnormal_Muscle_Function_Symptom_Present	0.0008629977363186976		Orpha_layer	HP:0000218	0.0004642049433328488	High palate
Rare_X_layer	PELHS Macrocephaly (>95th percentile)	0.0005753242591957588		Orpha_layer	HP:0000160	0.00046362264644165597	Narrow mouth
Rare_X_layer	Abnormal_Optic_Nerve_Symptom_Present	0.0005326542069797102		Orpha_layer	HP:0002007	0.00046277548550508027	Frontal bossing
Rare_X_layer	Unusual_Eye_Gaze_Symptom_Present	0.0004876595161737665		Orpha_layer	HP:0005280	0.0004623300974885512	Depressed nasal bridge
Rare_X_layer	Constipation_Symptom_Present	0.0004720574095298177		Orpha_layer	HP:0001256	0.00046218083180423006	Intellectual disability, mild
Rare_X_layer	ASD_Symptom_Present	0.00046748586180423135		Orpha_layer	HP:0000324	0.00046092075325432596	Facial asymmetry
Rare_X_layer	PELHS Intellectual disability	0.0004657809351664045		Orpha_layer	HP:0000490	0.00046090610397722724	Deeply set eye
Rare_X_layer	Nearsightedness_Symptom_Present	0.00043602995055611466		Orpha_layer	HP:0000739	0.00046068659540888	Anxiety
Rare_X_layer	Temper_Tantrums_Symptom_Present	0.00043346431773207963		Orpha_layer	HP:0002131	0.0004597360098000504	Episodic ataxia
Rare_X_layer	Anxiety_Symptom_Present	0.0003642434575422456		Orpha_layer	HP:0002076	0.000459695661448539	Migraine
Rare_X_layer	Difficulty_Making_Friends_Symptom_Present	0.00033314866097672107		Orpha_layer	HP:0001357	0.0004596715377246416	Plagiocephaly
Rare_X_layer	PELHS Learning disability	0.00031672604244741573		Orpha_layer	HP:0000307	0.0004588469826922389	Pointed chin
Rare_X_layer	PELHS Visual impairment (other than refractive errors)	0.00030717833043199586		Orpha_layer	HP:0006956	0.00045883591149284826	Lateral ventricle dilatation
Rare_X_layer	Short_Attention_Span_Symptom_Present	0.000290705315334172		Orpha_layer	HP:0002365	0.0004585907010520122	Hypoplasia of the brainstem
