multiplex	node	score
Orpha_layer	ORPHA:96169	0.1105206579132396
Orpha_layer	HP:0001249	0.0003877936182358639
Orpha_layer	HP:0001263	0.0003860354970406585
Orpha_layer	HP:0001252	0.00038125445867276376
Orpha_layer	HP:0000286	0.00037791192304509883
Orpha_layer	HP:0000431	0.0003764276524144441
Orpha_layer	HP:0000508	0.0003758336924679025
Orpha_layer	HP:0000582	0.00037338425682246346
Orpha_layer	HP:0000280	0.00037287183065617534
Orpha_layer	HP:0000581	0.00037279046400985117
Orpha_layer	HP:0000348	0.00037274764142989736
Orpha_layer	HP:0000232	0.000372724225917472
Orpha_layer	HP:0000411	0.00037251675162698345
Orpha_layer	HP:0000426	0.0003724596667844643
Orpha_layer	HP:0000276	0.000372082730173722
Orpha_layer	HP:0000337	0.00037205277891136395
Orpha_layer	HP:0000430	0.0003718436391489272
Orpha_layer	HP:0000414	0.0003718146290395409
Orpha_layer	HP:0000396	0.0003701984336060292
Orpha_layer	HP:0009928	0.0003699190280379525
Orpha_layer	HP:0100025	0.0003693770079321162
Orpha_layer	HP:0001250	0.0002903972290154187
Orpha_layer	HP:0000486	0.0002870167566623478
Orpha_layer	HP:0000028	0.0002866060391004815
Orpha_layer	HP:0000164	0.00028177321557376964
Orpha_layer	HP:0002119	0.000281082092986273
Orpha_layer	HP:0000047	0.0002810552397122528
Orpha_layer	HP:0005692	0.0002809341237795616
Orpha_layer	HP:0002705	0.00028000183352168206
Orpha_layer	HP:0008872	0.00027952711452283193
Orpha_layer	HP:0001166	0.0002794561131336339
Orpha_layer	HP:0000691	0.0002788831457343775
Orpha_layer	HP:0010719	0.0002786608670276393
Orpha_layer	HP:0001671	0.00027853443227442105
Orpha_layer	HP:0002465	0.00027851303015519386
Orpha_layer	HP:0007370	0.00027838281174906866
Orpha_layer	HP:0005599	0.00027833273314711594
Orpha_layer	HP:0002827	0.0002781596720925965
Orpha_layer	HP:0008499	0.0002780154723449954
Orpha_layer	HP:0001611	0.0002778937963841359
Orpha_layer	HP:0000189	0.00027777768365646834
Orpha_layer	HP:0004322	0.00020181530973765975
Orpha_layer	HP:0000252	0.0001983113321460832
Orpha_layer	HP:0002650	0.00019494239796573562
Orpha_layer	HP:0000175	0.00019165945973811794
Orpha_layer	HP:0000518	0.00018960457150448104
Orpha_layer	HP:0000767	0.00018841104175120252
Orpha_layer	HP:0002808	0.00018822368925289074
Orpha_layer	HP:0003422	0.00018784178601810648
Orpha_layer	HP:0000126	0.00018763191710581634
Orpha_layer	HP:0000682	0.000187078603454874
Orpha_layer	HP:0000076	0.00018677332717282585
Orpha_layer	HP:0008064	0.00018673548523902222
Orpha_layer	HP:0002948	0.00018657056788417534
Orpha_layer	HP:0000073	0.00018633518076927662
Orpha_layer	HP:0000668	0.00018630539939083456
Orpha_layer	HP:0000821	0.00018621790457633508
Orpha_layer	HP:0000958	0.00018617890643361817
Orpha_layer	HP:0001647	0.00018572119650829642
Orpha_layer	HP:0002021	0.00018534334973403384
Orpha_layer	HP:0000075	0.00018528326463478705
Orpha_layer	ORPHA:904	4.740192095209715e-05
Orpha_layer	ORPHA:363965	4.327110015779771e-05
Orpha_layer	ORPHA:363958	4.327110015779771e-05
Orpha_layer	ORPHA:192	2.0542050811479015e-05
Orpha_layer	ORPHA:567	1.974295245774937e-05
Orpha_layer	ORPHA:373	1.76488875208247e-05
Orpha_layer	ORPHA:96264	1.7425321261555356e-05
Orpha_layer	ORPHA:369891	1.621155630370013e-05
Orpha_layer	ORPHA:709	1.3687105793748407e-05
Orpha_layer	ORPHA:1968	1.308673865909829e-05
Orpha_layer	ORPHA:2152	1.293452947616768e-05
Orpha_layer	HP:0000316	1.2702800905760865e-05
Orpha_layer	ORPHA:1606	1.2233067094875308e-05
Orpha_layer	ORPHA:3051	1.2142534761989922e-05
