multiplex	node	score	empty	multiplex	node	score	description
Rare_X_layer	KDM5C-related syndromic X-linked intellectual disability	0.7353664243429259		Orpha_layer	ORPHA:85279	0.1103739873582446	KDM5C-related syndromic X-linked intellectual disability
Rare_X_layer	Abnormal_Bladder_Symptom_Present	0.0011818924396647804		Orpha_layer	HP:0000028	0.00102962116484374	Cryptorchidism
Rare_X_layer	Impulsivity_Symptom_Present	0.00091143302900616		Orpha_layer	HP:0000750	0.0010293158193980466	Delayed speech and language development
Rare_X_layer	Short_Attention_Span_Symptom_Present	0.000859138224903035		Orpha_layer	HP:0010864	0.0010281498112509973	Intellectual disability, severe
Rare_X_layer	Anxiety_Symptom_Present	0.0008139918126254673		Orpha_layer	HP:0002232	0.0010246186615975289	Patchy alopecia
Rare_X_layer	Abnormal_Muscle_Function_Symptom_Present	0.0006599401818982426		Orpha_layer	HP:0000327	0.0010225903517236637	Hypoplasia of the maxilla
Rare_X_layer	Cognitive_Impairment_Symptom_Present	0.0006507427738731067		Orpha_layer	HP:0001250	0.0007833826478118546	Seizure
Rare_X_layer	Short_Stature_Symptom_Present	0.0005545776041927437		Orpha_layer	HP:0004322	0.0007829607902240088	Short stature
Rare_X_layer	Aggressive_Violent_Behavior_Symptom_Present	0.00039305817223565115		Orpha_layer	HP:0001257	0.0007715602042766339	Spasticity
Rare_X_layer	Hyperactivity_Symptom_Present	0.0003923135926126723		Orpha_layer	HP:0001347	0.0007707919492495756	Hyperreflexia
Rare_X_layer	ASD_Symptom_Present	0.0003633041927110397		Orpha_layer	HP:0000718	0.0007684630353850705	Aggressive behavior
Rare_X_layer	Repetitive_Stereotypic_Behavior_Symptom_Present	0.000360444477116036		Orpha_layer	HP:0000252	0.000525184602909696	Microcephaly
Rare_X_layer	Abnormal_Inside_Mouth_Symptom_Present	0.0003572135150199436		Orpha_layer	HP:0000486	0.0005202395149888954	Strabismus
Rare_X_layer	Abnormal_Outside_Mouth_Symptom_Present	0.00034979748640659935		Orpha_layer	HP:0000218	0.0005160725583593374	High palate
Rare_X_layer	Frequent_Broken_Bones_Symptom_Present	0.00034767438151233753		Orpha_layer	HP:0000256	0.0005158682598937615	Macrocephaly
Rare_X_layer	Difficulty_Making_Friends_Symptom_Present	0.0003030918030269729		Orpha_layer	HP:0100490	0.000514279029254139	Camptodactyly of finger
Rare_X_layer	Self_Injurious_Behavior_Symptom_Present	0.00029912219922068647		Orpha_layer	HP:0000490	0.0005141631459317036	Deeply set eye
Rare_X_layer	Maternal_Health_Problem_Symptom_Present	0.00029104826643103183		Orpha_layer	HP:0000411	0.0005136693500817366	Protruding ear
Rare_X_layer	Hypotonia_Symptom_Present	0.0002833823124658178		Orpha_layer	HP:0000426	0.0005136045342861559	Prominent nasal bridge
Rare_X_layer	Coordination_Issues_Symptom_Present	0.00026881678178826125		Orpha_layer	HP:0001762	0.0005129491211748952	Talipes equinovarus
Rare_X_layer	Constipation_Symptom_Present	0.00022054823366821929		Orpha_layer	HP:0008734	0.0005128809783477646	Decreased testicular size
