multiplex	node	score	OrphaCorres	multiplex	node	score	description
Rare_X_layer	8p inverted duplication/deletion syndrome	0.7380172901341094	ORPHA:96092	Orpha_layer	ORPHA:96092	0.1108352395125404	8p inverted duplication/deletion syndrome
Rare_X_layer	580	0.0053528520270425	None	Orpha_layer	HP:0001263	0.0004284841918544	Global developmental delay
Rare_X_layer	379	0.0053140812075054	None	Orpha_layer	HP:0001249	0.0004275377326438	Intellectual disability
Rare_X_layer	561	0.0053075167335286	None	Orpha_layer	HP:0000750	0.0004168186584395	Delayed speech and language development
Rare_X_layer	380	0.0053056336766514	None	Orpha_layer	HP:0001999	0.0004159065214722	Abnormal facial shape
Rare_X_layer	546	0.0053037182571803	None	Orpha_layer	HP:0010864	0.0004155539431838	Intellectual disability, severe
Rare_X_layer	562	0.0052894164295755	None	Orpha_layer	HP:0000463	0.0004145859017202	Anteverted nares
Rare_X_layer	300	0.0052873420930459	None	Orpha_layer	HP:0001256	0.0004142293048113	Intellectual disability, mild
Rare_X_layer	270	0.0052846172691816	None	Orpha_layer	HP:0000400	0.0004129816335162	Macrotia
Rare_X_layer	510	0.0052715520725121	None	Orpha_layer	HP:0000767	0.0004123046877134	Pectus excavatum
Rare_X_layer	567	0.0052715520725121	None	Orpha_layer	HP:0001276	0.0004119474966929	Hypertonia
Rare_X_layer	542	0.0052715520725121	None	Orpha_layer	HP:0008947	0.0004119344118208	Infantile muscular hypotonia
Rare_X_layer	575	0.0052715520725121	None	Orpha_layer	HP:0011344	0.000411918767003	Severe global developmental delay
Rare_X_layer	566	0.0052715520725121	None	Orpha_layer	HP:0000232	0.0004118356106857	Everted lower lip vermilion
Rare_X_layer	547	0.0052715520725121	None	Orpha_layer	HP:0000154	0.0004115759174698	Wide mouth
Rare_X_layer	485	0.0052715520725121	None	Orpha_layer	HP:0011220	0.0004114150428038	Prominent forehead
Rare_X_layer	574	0.0052715520725121	None	Orpha_layer	HP:0002916	0.0004106977012844	Abnormality of chromosome segregation
Rare_X_layer	451	0.0052715520725121	None	Orpha_layer	HP:0002510	0.0004096159416131	Spastic tetraplegia
Rare_X_layer	564	0.0052715520725121	None	Orpha_layer	HP:0002292	0.000409034835362	Frontal balding
Rare_X_layer	378	0.0052715520725121	None	Orpha_layer	HP:0000431	0.0003131506015477	Wide nasal bridge
Rare_X_layer	392	0.0052715520725121	None	Orpha_layer	HP:0000343	0.000311996598887	Long philtrum
Rare_X_layer	540	0.0052715520725121	None	Orpha_layer	HP:0004209	0.000311738846609	Clinodactyly of the 5th finger
Rare_X_layer	Heart_Defect_Symptom_Present	0.0007061803368685	None	Orpha_layer	HP:0000729	0.0003101323075393	Autistic behavior
Rare_X_layer	Abnormal_Muscle_Function_Symptom_Present	0.0006900166688534	None	Orpha_layer	HP:0007018	0.0003098515727528	Attention deficit hyperactivity disorder
Rare_X_layer	Issue_Muscle_Arms_Legs_Symptom_Present	0.0005313071553968	None	Orpha_layer	HP:0001274	0.0003092792305851	Agenesis of corpus callosum
Rare_X_layer	Issue_Neck_Muscle_Symptom_Present	0.0004839969736616	None	Orpha_layer	HP:0001627	0.0003090772457438	Abnormal heart morphology
Rare_X_layer	Hypotonia_Symptom_Present	0.000439855234804	None	Orpha_layer	HP:0000478	0.0003084070580083	Abnormality of the eye
Rare_X_layer	Feeding_Difficulties_Symptom_Present	0.0003947437743703	None	Orpha_layer	HP:0000311	0.0003083473630925	Round face
Rare_X_layer	Maternal_Health_Problem_Symptom_Present	0.0003679132265173	None	Orpha_layer	HP:0007020	0.000308113246509	Progressive spastic paraplegia
Rare_X_layer	Issue_Muscle_Chest_Symptom_Present	0.0003397095466623	None	Orpha_layer	HP:0000717	0.0003081088584137	Autism
Rare_X_layer	Cognitive_Impairment_Symptom_Present	0.0003259753441024	None	Orpha_layer	HP:0000079	0.0003079428785987	Abnormality of the urinary system
Rare_X_layer	Coordination_Issues_Symptom_Present	0.0003240321003581	None	Orpha_layer	HP:0100710	0.0003071301935857	Impulsivity
Rare_X_layer	Constipation_Symptom_Present	0.0002848656480368	None	Orpha_layer	HP:0100807	0.0003070322649167	Long fingers
Rare_X_layer	Abnormal_Facial_Muscles_Symptom_Present	0.0002684492521505	None	Orpha_layer	HP:0005656	0.0003066734113893	Positional foot deformity
Rare_X_layer	Abnormal_Muscles_Back_Symptom_Present	0.0002381434317321	None	Orpha_layer	HP:0001250	0.0002216462387982	Seizure
Rare_X_layer	Esophagus_Issues_Symptom_Present	0.0002329039981891	None	Orpha_layer	HP:0000316	0.0002171254209601	Hypertelorism
Rare_X_layer	PELHS Intellectual disability	0.0002264222542593	None	Orpha_layer	HP:0000347	0.0002154142813584	Micrognathia
Rare_X_layer	Farsightedness_Symptom_Present	0.0002148694853008	None	Orpha_layer	HP:0000028	0.0002137138670796	Cryptorchidism
Rare_X_layer	PELHS Wheelchair	0.0002128058698802	None	Orpha_layer	HP:0002650	0.0002131835042948	Scoliosis
Rare_X_layer	PELHS Anxiety	0.0002120175478533	None	Orpha_layer	HP:0000470	0.0002106372121429	Short neck
Rare_X_layer	Abnormal_Upper_Respiratory_Symptom_Present	0.0001929384328621	None	Orpha_layer	HP:0000664	0.0002070973216948	Synophrys
Rare_X_layer	Respitory_Abnormality_Symptom_Present	0.0001924245339442	None	Orpha_layer	HP:0000126	0.0002070223945244	Hydronephrosis
Rare_X_layer	PELHS Learning disability	0.0001921979170403	None	Orpha_layer	HP:0001321	0.000206805781696	Cerebellar hypoplasia
Rare_X_layer	PELHS Movement disorder	0.0001853279769055	None	Orpha_layer	HP:0000278	0.0002067418454022	Retrognathia
Rare_X_layer	PELHS Macrocephaly (>95th percentile)	0.00018066032431	None	Orpha_layer	HP:0000054	0.0002066664921935	Micropenis
Rare_X_layer	Abnormal_Eye_Size_Symptom_Present	0.0001792064845785	None	Orpha_layer	HP:0002705	0.0002060911295497	High, narrow palate
Rare_X_layer	Coloboma_Symptom_Present	0.0001784284008669	None	Orpha_layer	HP:0001305	0.0002060012444938	Dandy-Walker malformation
Rare_X_layer	Unusual_Movements_Symptom_Present	0.0001664930612461	None	Orpha_layer	HP:0000384	0.0002057763955487	Preauricular skin tag
Rare_X_layer	Prematurity_Symptom_Present	0.0001606976455231	None	Orpha_layer	HP:0001636	0.0002057368455659	Tetralogy of Fallot
Rare_X_layer	Intestine_Issues_Symptom_Present	0.0001567392043013	None	Orpha_layer	HP:0000592	0.0002055628747662	Blue sclerae
Rare_X_layer	Abnormal_EEG_Symptom_Present	0.0001551319969906	None	Orpha_layer	HP:0002827	0.0002054714713674	Hip dislocation
Rare_X_layer	Seizures_Symptom_Present	0.0001548360985253	None	Orpha_layer	HP:0000826	0.000205196044018	Precocious puberty
Rare_X_layer	Hypertonia_Symptom_Present	0.0001451940639567	None	Orpha_layer	HP:0001651	0.0002050671323772	Dextrocardia
