multiplex	node	score	empty	multiplex	node	score	description
Rare_X_layer	ARHGEF9-related disorders	0.7437372545223153		Orpha_layer	ORPHA:319182	1.905212855112643e-06	Wiedemann-Steiner syndrome
Rare_X_layer	Cognitive_Impairment_Symptom_Present	0.001987313471279957		Orpha_layer	ORPHA:544254	1.6324495871172982e-06	SYNGAP1-related developmental and epileptic encephalopathy
Rare_X_layer	Coordination_Issues_Symptom_Present	0.0013785305965015936		Orpha_layer	ORPHA:391372	1.2253413355586685e-06	Intellectual disability-severe speech delay-mild dysmorphism syndrome
Rare_X_layer	PELHS Learning disability	0.0013437053679557398		Orpha_layer	ORPHA:420179	1.0827891449091989e-06	Malan overgrowth syndrome
Rare_X_layer	ASD_Symptom_Present	0.0011231529421041886		Orpha_layer	ORPHA:261494	9.214392361336136e-07	Kleefstra syndrome
Rare_X_layer	Repetitive_Stereotypic_Behavior_Symptom_Present	0.0011168100729627086		Orpha_layer	ORPHA:2131	6.878281134429957e-07	Alternating hemiplegia of childhood
Rare_X_layer	Temper_Tantrums_Symptom_Present	0.0011164854019433386		Orpha_layer	ORPHA:464306	5.132776537462553e-07	DYRK1A-related intellectual disability syndrome
Rare_X_layer	Difficulty_Nonverbal_Behaviors_Symptom_Present	0.0011127701333895966		Orpha_layer	ORPHA:289494	3.358313183840705e-07	4H leukodystrophy
Rare_X_layer	Unusual_Eye_Gaze_Symptom_Present	0.001111408336336886		Orpha_layer	ORPHA:276432	3.238495219789518e-07	Ogden syndrome
Rare_X_layer	Difficulty_Making_Friends_Symptom_Present	0.0011088537482892046		Orpha_layer	ORPHA:85279	3.194710612159809e-07	KDM5C-related syndromic X-linked intellectual disability
Rare_X_layer	Anxiety_Symptom_Present	0.0011008691484747234		Orpha_layer	ORPHA:96092	1.9595953791432628e-07	8p inverted duplication/deletion syndrome
Rare_X_layer	Self_Injurious_Behavior_Symptom_Present	0.0011000229072612496		Orpha_layer	ORPHA:884	1.9042968641369207e-07	Tetrasomy 12p
Rare_X_layer	PELHS Intellectual disability	0.0008882365266304807		Orpha_layer	ORPHA:96169	1.8035484093552606e-07	Koolen-De Vries syndrome
Rare_X_layer	Abnormal_EEG_Symptom_Present	0.0008861502852886969		Orpha_layer	ORPHA:394	4.282895149231859e-08	Classic homocystinuria
Rare_X_layer	Seizures_Symptom_Present	0.0008830599174721568		Orpha_layer	ORPHA:444077	3.5626046119552234e-08	Cognitive impairment-coarse facies-heart defects-obesity-pulmonary involvement-short stature-skeletal dysplasia syndrome
Rare_X_layer	Unusual_Movements_Symptom_Present	0.0008607378014703608		Orpha_layer	HP:0000750	3.000833990799467e-08	Delayed speech and language development
Rare_X_layer	PELHS Movement disorder	0.0008573307192768347		Orpha_layer	HP:0010864	2.1777197921533247e-08	Intellectual disability, severe
Rare_X_layer	Memory_Impairment_Symptom_Present	0.0008568793441252374		Orpha_layer	HP:0000708	2.1174955338799955e-08	Behavioral abnormality
Rare_X_layer	Hypotonia_Symptom_Present	0.0006739624813106258		Orpha_layer	HP:0001252	1.9803267055785525e-08	Hypotonia
Rare_X_layer	Constipation_Symptom_Present	0.0006500927076409968		Orpha_layer	HP:0001250	1.8924573062192532e-08	Seizure
Rare_X_layer	Feeding_Difficulties_Symptom_Present	0.000638798081219007		Orpha_layer	HP:0001249	1.825861494490485e-08	Intellectual disability
