multiplex	node	score
Orpha_layer	ORPHA:391372	0.11029946571916614
Orpha_layer	ORPHA:52417	0.0004220456510340576
Orpha_layer	ORPHA:585877	0.0004100664602521923
Orpha_layer	HP:0001250	0.0003360087546185789
Orpha_layer	HP:0001252	0.0003276374398909946
Orpha_layer	HP:0000639	0.00032572297433444236
Orpha_layer	HP:0007018	0.00032423062847607305
Orpha_layer	HP:0000256	0.0003242187142341642
Orpha_layer	HP:0001256	0.00032412121629539384
Orpha_layer	HP:0000821	0.00032293033140632326
Orpha_layer	HP:0002353	0.0003226436456355942
Orpha_layer	HP:0000278	0.000322208620216071
Orpha_layer	HP:0030084	0.0003220621240942475
Orpha_layer	HP:0000819	0.000322000807637206
Orpha_layer	HP:0000581	0.00032186516427460196
Orpha_layer	HP:0000077	0.0003218450040188222
Orpha_layer	HP:0002092	0.0003215543498481171
Orpha_layer	HP:0001581	0.0003212439845323303
Orpha_layer	HP:0012393	0.0003209071075390918
Orpha_layer	HP:0008589	0.000320832711347663
Orpha_layer	HP:0025502	0.00032076995854323376
Orpha_layer	HP:0001212	0.00032065622334108456
Orpha_layer	HP:0000598	0.0003204099714161935
Orpha_layer	HP:0040303	0.0003201709638234012
Orpha_layer	HP:0000486	0.00025009571496494314
Orpha_layer	HP:0002019	0.00024782290787960545
Orpha_layer	HP:0000316	0.0002477232100463414
Orpha_layer	HP:0001508	0.00024522800799534473
Orpha_layer	HP:0011968	0.00024488953827814507
Orpha_layer	HP:0000494	0.00024482717381703095
Orpha_layer	HP:0000708	0.00024462060453189126
Orpha_layer	HP:0000729	0.00024458106738493667
Orpha_layer	HP:0000508	0.0002443037457001449
Orpha_layer	HP:0001257	0.00024382557306530875
Orpha_layer	HP:0010864	0.00024368152803493692
Orpha_layer	HP:0000739	0.0002434270617222911
Orpha_layer	HP:0001627	0.00024339827178258987
Orpha_layer	HP:0002342	0.00024326000474556687
Orpha_layer	HP:0001270	0.00024325899386703603
Orpha_layer	HP:0003196	0.00024306122693703628
Orpha_layer	HP:0000303	0.0002429236834181976
Orpha_layer	HP:0000478	0.00024205394551929306
Orpha_layer	HP:0002714	0.00024203141685563928
Orpha_layer	HP:0001371	0.000241996301861944
Orpha_layer	HP:0000954	0.00024183100475512118
Orpha_layer	HP:0000119	0.0002417701694196998
Orpha_layer	HP:0000455	0.00024172495027777093
Orpha_layer	HP:0012471	0.00024157840250892842
Orpha_layer	HP:0000194	0.00024147601593364467
Orpha_layer	HP:0000403	0.00024142117412045055
Orpha_layer	HP:0000736	0.00024134423299018007
Orpha_layer	HP:0410263	0.00024108790172913224
Orpha_layer	HP:0002788	0.00024099895854868427
Orpha_layer	HP:0000539	0.00024064257949532348
Orpha_layer	HP:0007301	0.0002403354811999779
Orpha_layer	HP:0008762	0.00024032115619718606
Orpha_layer	HP:0005272	0.00024019768144151256
Orpha_layer	HP:0002236	0.00024014943974777188
Orpha_layer	HP:0011823	0.00023986645759577297
Orpha_layer	HP:0000750	0.000165987870446819
Orpha_layer	HP:0011220	0.0001623315306014649
Orpha_layer	HP:0009088	0.00016063420873734714
Orpha_layer	HP:0002474	0.0001604830648877496
Orpha_layer	ORPHA:96334	4.55277889417139e-05
Orpha_layer	ORPHA:438213	3.402072194592088e-05
Orpha_layer	ORPHA:369891	2.652011632826515e-05
Orpha_layer	ORPHA:199306	2.3914116446037286e-05
Orpha_layer	ORPHA:2209	2.3439616997005154e-05
Orpha_layer	ORPHA:506358	2.272177807653676e-05
Orpha_layer	ORPHA:363958	2.216909518129624e-05
Orpha_layer	ORPHA:363965	2.216909518129624e-05
Orpha_layer	ORPHA:93932	2.1744565618471145e-05
Orpha_layer	ORPHA:313781	2.1025164449153083e-05
Orpha_layer	ORPHA:89842	2.0876077245530764e-05
Orpha_layer	ORPHA:44890	2.063494481965822e-05
Orpha_layer	ORPHA:314950	2.036069316749849e-05
Orpha_layer	ORPHA:168940	1.9236249890603673e-05
Orpha_layer	ORPHA:466950	1.9220389667219833e-05
Orpha_layer	ORPHA:96148	1.9085184632569163e-05
Orpha_layer	ORPHA:168947	1.9046539229104656e-05
Orpha_layer	ORPHA:480880	1.9001788496169138e-05
Orpha_layer	ORPHA:2203	1.888614192893367e-05
Orpha_layer	ORPHA:2437	1.8109951873035992e-05
Orpha_layer	ORPHA:1199	1.7454933381214244e-05
Orpha_layer	ORPHA:48818	1.7301892031576662e-05
Orpha_layer	ORPHA:261552	1.7085541826615228e-05
Orpha_layer	ORPHA:93924	1.6980042581225967e-05
Orpha_layer	ORPHA:96123	1.6702185376316714e-05
Orpha_layer	ORPHA:221120	1.66293929698257e-05
Orpha_layer	ORPHA:447	1.6283576877640905e-05
Orpha_layer	ORPHA:513456	1.5789226831331303e-05
Orpha_layer	ORPHA:3455	1.5246851626857768e-05
Orpha_layer	ORPHA:171929	1.4685860605314218e-05
Orpha_layer	ORPHA:363611	1.4237588034367486e-05
Orpha_layer	ORPHA:220386	1.4236835180474526e-05
Orpha_layer	ORPHA:66634	1.4234742363390944e-05
Orpha_layer	ORPHA:93925	1.3939350633732081e-05
Orpha_layer	ORPHA:93926	1.3837910494817936e-05
Orpha_layer	ORPHA:457485	1.3264503182708948e-05
Orpha_layer	ORPHA:83463	1.321511224328681e-05
Orpha_layer	ORPHA:401777	1.2987735786897947e-05
Orpha_layer	ORPHA:261537	1.2659953896828482e-05
Orpha_layer	ORPHA:763	1.2606393217110842e-05
Orpha_layer	ORPHA:542643	1.2537587802964084e-05
Orpha_layer	ORPHA:370010	1.2447952567198082e-05
Orpha_layer	ORPHA:2753	1.2075950397620256e-05
Orpha_layer	ORPHA:821	1.204676926142793e-05
Orpha_layer	ORPHA:352490	1.1794823696216622e-05
Orpha_layer	ORPHA:485405	1.1681633748465003e-05
Orpha_layer	ORPHA:177907	1.149933197161791e-05
Orpha_layer	ORPHA:357058	1.1179810457208962e-05
Orpha_layer	ORPHA:98889	1.1165758752762743e-05
Orpha_layer	ORPHA:251061	1.1054613331982844e-05
Orpha_layer	ORPHA:2745	1.1002188968729068e-05
Orpha_layer	ORPHA:589905	1.0986389842646547e-05
Orpha_layer	ORPHA:2953	1.0913317471000466e-05
Orpha_layer	ORPHA:449291	1.0805445398945093e-05
Orpha_layer	ORPHA:552	1.0804157498685802e-05
Orpha_layer	ORPHA:268261	1.0732180198641063e-05
Orpha_layer	ORPHA:3339	1.0706680369595722e-05
Orpha_layer	ORPHA:457240	1.0706255019858741e-05
Orpha_layer	ORPHA:508488	1.0600626288496024e-05
Orpha_layer	ORPHA:500055	1.0566499617857253e-05
Orpha_layer	ORPHA:805	1.051280417670773e-05
Orpha_layer	ORPHA:300573	1.0382710626975621e-05
