multiplex	node	score	empty	multiplex	node	score	description
Rare_X_layer	Intellectual disability-severe speech delay-mild dysmorphism syndrome	0.7339300946242422		Orpha_layer	ORPHA:391372	0.11028968661091393	Intellectual disability-severe speech delay-mild dysmorphism syndrome
Rare_X_layer	Cognitive_Impairment_Symptom_Present	0.0009507534156313444		Orpha_layer	ORPHA:52417	0.0005046310083660692	MALT lymphoma
Rare_X_layer	Coordination_Issues_Symptom_Present	0.0009492597860786096		Orpha_layer	ORPHA:585877	0.000490681701329371	
Rare_X_layer	Short_Attention_Span_Symptom_Present	0.0006103326961974509		Orpha_layer	HP:0000750	0.00039423518764325775	Delayed speech and language development
Rare_X_layer	Abnormal_Eye_Movement_Symptom_Present	0.000597485603441379		Orpha_layer	HP:0002474	0.00038582083485951663	Expressive language delay
Rare_X_layer	Impulsivity_Symptom_Present	0.0005645365217832058		Orpha_layer	HP:0011220	0.0003855149075522957	Prominent forehead
Rare_X_layer	PELHS Intellectual disability	0.00047069096321989307		Orpha_layer	HP:0009088	0.0003837884024214857	Speech articulation difficulties
Rare_X_layer	Constipation_Symptom_Present	0.00046297427416300784		Orpha_layer	HP:0000316	0.000296456968942308	Hypertelorism
Rare_X_layer	Hypotonia_Symptom_Present	0.0004253235924979897		Orpha_layer	HP:0002019	0.0002963952378018705	Constipation
Rare_X_layer	Temper_Tantrums_Symptom_Present	0.000421485571504522		Orpha_layer	HP:0000486	0.000295767727474924	Strabismus
Rare_X_layer	ASD_Symptom_Present	0.0003977048264303433		Orpha_layer	HP:0001508	0.0002936711934192476	Failure to thrive
Rare_X_layer	PELHS Learning disability	0.00039685789758579055		Orpha_layer	HP:0000708	0.00029325475802409543	Behavioral abnormality
Rare_X_layer	Unusual_Eye_Gaze_Symptom_Present	0.0003916703314771248		Orpha_layer	HP:0011968	0.0002926918654055005	Feeding difficulties
Rare_X_layer	Hyperactivity_Symptom_Present	0.0003879982543211575		Orpha_layer	HP:0000494	0.00029249074535599525	Downslanted palpebral fissures
Rare_X_layer	Abnormal_Muscle_Function_Symptom_Present	0.00035140620274865897		Orpha_layer	HP:0010864	0.000292031016313527	Intellectual disability, severe
Rare_X_layer	Farsightedness_Symptom_Present	0.00032975213595740885		Orpha_layer	HP:0000729	0.00029201382052614685	Autistic behavior
Rare_X_layer	Abnormal_Bladder_Symptom_Present	0.0003237982723851918		Orpha_layer	HP:0001270	0.000291781673651721	Motor delay
Rare_X_layer	Mood_Problems_Symptom_Present	0.00032333869043052016		Orpha_layer	HP:0000508	0.000291742696951483	Ptosis
Rare_X_layer	Repetitive_Stereotypic_Behavior_Symptom_Present	0.00031596085143446807		Orpha_layer	HP:0001257	0.00029138057447605564	Spasticity
Rare_X_layer	PELHS Autism/PDD	0.0003092486467529173		Orpha_layer	HP:0002342	0.00029119046551645967	Intellectual disability, moderate
Rare_X_layer	PELHS Anxiety	0.0002964890086597768		Orpha_layer	HP:0003196	0.000290781372320708	Short nose
