results_disease_1.tsv
multiplex	node	score	empty	multiplex	node	score	description
Rare_X_layer	4H leukodystrophy	0.7374855891982164		Orpha_layer	ORPHA:289494	0.11072161244406238	4H leukodystrophy
Rare_X_layer	Cognitive_Impairment_Symptom_Present	0.0006813230015993569		Orpha_layer	HP:0001251	0.0007815788768229445	Ataxia
Rare_X_layer	Coordination_Issues_Symptom_Present	0.0006773782093999645		Orpha_layer	HP:0001260	0.0007813609530982496	Dysarthria
Rare_X_layer	Osteoporosis_Symptom_Present	0.0006679651864961626		Orpha_layer	HP:0001332	0.0007732992851775468	Dystonia
Rare_X_layer	PELHS Intellectual disability	0.0006392789660840832		Orpha_layer	HP:0000164	0.0007687366623904758	Abnormality of the dentition
Rare_X_layer	Abnormal_Bladder_Symptom_Present	0.0005937024662209477		Orpha_layer	HP:0000545	0.0007680763059849696	Myopia
Rare_X_layer	Nearsightedness_Symptom_Present	0.0005356653591895727		Orpha_layer	HP:0000044	0.0007672422846143933	Hypogonadotropic hypogonadism
Rare_X_layer	PELHS Visual impairment (other than refractive errors)	0.00044633802002128683		Orpha_layer	HP:0000668	0.0007671435876231512	Hypodontia
Rare_X_layer	PELHS Wheelchair	0.00044569454962758076		Orpha_layer	HP:0006808	0.0007667566284675153	Cerebral hypomyelination
Rare_X_layer	Hypotonia_Symptom_Present	0.00035965514547818566		Orpha_layer	HP:0004322	0.0005847752584217581	Short stature
Rare_X_layer	Difficulty_Nonverbal_Behaviors_Symptom_Present	0.00033647582728145095		Orpha_layer	HP:0002015	0.0005807076649452079	Dysphagia
Rare_X_layer	ASD_Symptom_Present	0.00031866159973725013		Orpha_layer	HP:0000496	0.0005799784273612898	Abnormality of eye movement
Rare_X_layer	Short_Attention_Span_Symptom_Present	0.0003020511285882849		Orpha_layer	HP:0001337	0.000579002783742884	Tremor
Rare_X_layer	Delayed_Puberty_Symptom_Present	0.00030201579915752725		Orpha_layer	HP:0002071	0.0005767894660790299	Abnormality of extrapyramidal motor function
Rare_X_layer	PELHS ADD/ADHD	0.0002895404335441293		Orpha_layer	HP:0000823	0.0005765827176068033	Delayed puberty
Rare_X_layer	Short_Stature_Symptom_Present	0.00025750169540711697		Orpha_layer	HP:0007240	0.0005764749210492035	Progressive gait ataxia
Rare_X_layer	Hypertonia_Symptom_Present	0.0002542853283753382		Orpha_layer	HP:0002493	0.0005764212476996838	Upper motor neuron dysfunction
Rare_X_layer	Unusual_Number_Teeth_Symptom_Present	0.000253736858234422		Orpha_layer	HP:0030890	0.0005758080543967369	Hyperintensity of cerebral white matter on MRI
Rare_X_layer	Malformed_Teeth_Symptom_Present	0.00022934612493930444		Orpha_layer	HP:0002307	0.0005748535652996472	Drooling
Rare_X_layer	Visual_Impairment_Symptom_Present	0.00022299813525348373		Orpha_layer	HP:0001250	0.00039803194768102857	Seizure
Rare_X_layer	Temper_Tantrums_Symptom_Present	0.0002192205101674012		Orpha_layer	HP:0001272	0.0003901115160074628	Cerebellar atrophy

results_disease_2.tsv
multiplex	node	score	empty	multiplex	node	score	description
Rare_X_layer	8p inverted duplication/deletion syndrome	0.7380151153438377		Orpha_layer	ORPHA:96092	0.11082116116460564	8p inverted duplication/deletion syndrome
Rare_X_layer	Heart_Defect_Symptom_Present	0.0007061782442645625		Orpha_layer	HP:0001263	0.0004284861266900081	Global developmental delay
Rare_X_layer	Abnormal_Muscle_Function_Symptom_Present	0.0006900145897756694		Orpha_layer	HP:0001249	0.0004275752376207829	Intellectual disability
Rare_X_layer	Issue_Muscle_Arms_Legs_Symptom_Present	0.0005313055723914015		Orpha_layer	HP:0000750	0.0004165754025629697	Delayed speech and language development
Rare_X_layer	Issue_Neck_Muscle_Symptom_Present	0.0004839955347489664		Orpha_layer	HP:0001999	0.00041632594537608297	Abnormal facial shape
