multiplex	node	score	OrphaCorres	multiplex	node	score	description
Rare_X_layer	CHD2 related disorders	0.7334323172730502	None	Orpha_layer	ORPHA:319182	2.761549205545265e-06	Wiedemann-Steiner syndrome
Rare_X_layer	679	0.004783493084764617	None	Orpha_layer	ORPHA:544254	2.1040997884511712e-06	SYNGAP1-related developmental and epileptic encephalopathy
Rare_X_layer	651	0.004778795817329598	None	Orpha_layer	ORPHA:391372	1.6610081053351563e-06	Intellectual disability-severe speech delay-mild dysmorphism syndrome
Rare_X_layer	295	0.00475546368875434	None	Orpha_layer	ORPHA:420179	1.3646147721109336e-06	Malan overgrowth syndrome
Rare_X_layer	386	0.0047511963615096105	None	Orpha_layer	ORPHA:261494	1.3243033407516196e-06	Kleefstra syndrome
Rare_X_layer	230	0.004727768378515389	None	Orpha_layer	ORPHA:2131	8.97655466704064e-07	Alternating hemiplegia of childhood
Rare_X_layer	181	0.004725716223059835	None	Orpha_layer	ORPHA:464306	7.791685556646391e-07	DYRK1A-related intellectual disability syndrome
Rare_X_layer	630	0.0047217940142075115	None	Orpha_layer	ORPHA:276432	4.6259674785849963e-07	Ogden syndrome
Rare_X_layer	43	0.004711659087162565	None	Orpha_layer	ORPHA:96169	4.536893800246876e-07	Koolen-De Vries syndrome
Rare_X_layer	597	0.004708688747947787	None	Orpha_layer	ORPHA:85279	4.031921775353256e-07	KDM5C-related syndromic X-linked intellectual disability
Rare_X_layer	673	0.0047069632131984005	None	Orpha_layer	ORPHA:289494	3.7689247653779955e-07	4H leukodystrophy
Rare_X_layer	680	0.004705036651336188	None	Orpha_layer	ORPHA:96092	3.375990687870281e-07	8p inverted duplication/deletion syndrome
Rare_X_layer	3	0.004704218643746329	None	Orpha_layer	ORPHA:884	2.956356644085438e-07	Tetrasomy 12p
Rare_X_layer	635	0.004703975167960527	None	Orpha_layer	ORPHA:394	1.4180613538808017e-07	Classic homocystinuria
Rare_X_layer	642	0.0047018242847582095	None	Orpha_layer	ORPHA:444077	6.498260436234003e-08	Cognitive impairment-coarse facies-heart defects-obesity-pulmonary involvement-short stature-skeletal dysplasia syndrome
Rare_X_layer	677	0.004701268360371572	None	Orpha_layer	HP:0000750	4.5609490770313466e-08	Delayed speech and language development
Rare_X_layer	685	0.004700457251691225	None	Orpha_layer	HP:0000708	3.296075288859444e-08	Behavioral abnormality
Rare_X_layer	678	0.00470014047008956	None	Orpha_layer	HP:0001252	3.1377905719411225e-08	Hypotonia
Rare_X_layer	492	0.004699324235611654	None	Orpha_layer	HP:0010864	3.130048535336058e-08	Intellectual disability, severe
Rare_X_layer	681	0.00469891584610763	None	Orpha_layer	HP:0001249	2.9283494209427374e-08	Intellectual disability
Rare_X_layer	641	0.004698314099489372	None	Orpha_layer	HP:0001250	2.8667052172438694e-08	Seizure
Rare_X_layer	612	0.004696750537951847	None	Orpha_layer	HP:0001263	2.6821352167357083e-08	Global developmental delay
Rare_X_layer	660	0.004696024186793961	None	Orpha_layer	HP:0000252	2.234974860578556e-08	Microcephaly
Rare_X_layer	682	0.004693884727037561	None	Orpha_layer	HP:0000729	2.21399019993978e-08	Autistic behavior
Rare_X_layer	652	0.004693480693522135	None	Orpha_layer	HP:0000316	2.0837854878717734e-08	Hypertelorism
Rare_X_layer	684	0.004690944566874908	None	Orpha_layer	HP:0002342	2.0558108706403792e-08	Intellectual disability, moderate
Rare_X_layer	595	0.0046896906176888105	None	Orpha_layer	HP:0000739	2.0211641922312002e-08	Anxiety
Rare_X_layer	84	0.004681482876192457	None	Orpha_layer	HP:0000218	1.90730572801956e-08	High palate
Rare_X_layer	413	0.004681482876192457	None	Orpha_layer	HP:0004322	1.7961509182084282e-08	Short stature
Rare_X_layer	439	0.004681482876192457	None	Orpha_layer	HP:0000486	1.77740820413357e-08	Strabismus
Rare_X_layer	732	0.004681482876192457	None	Orpha_layer	HP:0005616	1.742634953324752e-08	Accelerated skeletal maturation
Rare_X_layer	729	0.004681482876192457	None	Orpha_layer	HP:0011968	1.6906484387855835e-08	Feeding difficulties
Rare_X_layer	466	0.004681482876192457	None	Orpha_layer	HP:0000718	1.6806673720799135e-08	Aggressive behavior
Rare_X_layer	398	0.004681482876192457	None	Orpha_layer	HP:0003196	1.6682857107219815e-08	Short nose
Rare_X_layer	554	0.004681482876192457	None	Orpha_layer	HP:0001508	1.6008031652405876e-08	Failure to thrive
