multiplex	node	score	OrphaCorres	multiplex	node	score	description
Rare_X_layer	Koolen-De Vries syndrome	0.7362215984257822	ORPHA:96169	Orpha_layer	ORPHA:96169	0.11053202006201353	Koolen-De Vries syndrome
Rare_X_layer	2	0.006961856067038798	None	Orpha_layer	HP:0001249	0.00038961752864212165	Intellectual disability
Rare_X_layer	23	0.006956422440220968	None	Orpha_layer	HP:0001263	0.00038748414848263044	Global developmental delay
Rare_X_layer	507	0.006947353292855735	None	Orpha_layer	HP:0001252	0.00038235541721178413	Hypotonia
Rare_X_layer	1	0.0069458905864224225	None	Orpha_layer	HP:0000286	0.00037843120984702873	Epicanthus
Rare_X_layer	199	0.0069310210936717	None	Orpha_layer	HP:0000431	0.00037710546332905376	Wide nasal bridge
Rare_X_layer	151	0.006926798626987495	None	Orpha_layer	HP:0000508	0.00037654285184959016	Ptosis
Rare_X_layer	22	0.006915419138262085	None	Orpha_layer	HP:0000582	0.00037362921774637583	Upslanted palpebral fissure
Rare_X_layer	54	0.0069020774853584465	None	Orpha_layer	HP:0000280	0.00037329325226416666	Coarse facial features
Rare_X_layer	33	0.0069020774853584465	None	Orpha_layer	HP:0000348	0.0003732034048710997	High forehead
Rare_X_layer	347	0.0069020774853584465	None	Orpha_layer	HP:0000232	0.0003730188784973635	Everted lower lip vermilion
Rare_X_layer	585	0.0069020774853584465	None	Orpha_layer	HP:0000581	0.0003729901802273063	Blepharophimosis
Rare_X_layer	193	0.0069020774853584465	None	Orpha_layer	HP:0000411	0.0003728334727785228	Protruding ear
Rare_X_layer	30	0.0069020774853584465	None	Orpha_layer	HP:0000426	0.00037277470792813997	Prominent nasal bridge
Rare_X_layer	32	0.0069020774853584465	None	Orpha_layer	HP:0000276	0.00037240486208675784	Long face
Rare_X_layer	268	0.0069020774853584465	None	Orpha_layer	HP:0000337	0.00037234731049414876	Broad forehead
Rare_X_layer	322	0.0069020774853584465	None	Orpha_layer	HP:0000414	0.000372152094652432	Bulbous nose
Rare_X_layer	Hypotonia_Symptom_Present	0.0007013662873533242	None	Orpha_layer	HP:0000430	0.00037199397894779337	Underdeveloped nasal alae
Rare_X_layer	Abnormal_EEG_Symptom_Present	0.0006833016159354817	None	Orpha_layer	HP:0000396	0.0003701688356525326	Overfolded helix
Rare_X_layer	Seizures_Symptom_Present	0.0006169738138486428	None	Orpha_layer	HP:0009928	0.0003701136805237005	Thick nasal alae
Rare_X_layer	Undergrowth_Symptom_Present	0.0005770203488339253	None	Orpha_layer	HP:0100025	0.0003690402124948364	Overfriendliness
Rare_X_layer	Cognitive_Impairment_Symptom_Present	0.0005435032270470617	None	Orpha_layer	HP:0001250	0.00029158236148409464	Seizure
Rare_X_layer	Coordination_Issues_Symptom_Present	0.0004667514520919712	None	Orpha_layer	HP:0000486	0.00028811199996936433	Strabismus
Rare_X_layer	Conductive_Hearing_Loss_Symptom_Present	0.0004295401422981135	None	Orpha_layer	HP:0000028	0.00028749130538740115	Cryptorchidism
Rare_X_layer	Immunodeficiency_Symptom_Present	0.0004234442823571096	None	Orpha_layer	HP:0000164	0.00028211060679732367	Abnormality of the dentition
Rare_X_layer	Autoimmune_Disorder_Symptom_Present	0.0004206573161234362	None	Orpha_layer	HP:0002119	0.00028143505941974665	Ventriculomegaly
Rare_X_layer	Unusual_Number_Teeth_Symptom_Present	0.0004069693903842016	None	Orpha_layer	HP:0005692	0.0002814055742358475	Joint hyperflexibility
Rare_X_layer	Decreased_Fetal_Movement_Symptom_Present	0.000374171595310323	None	Orpha_layer	HP:0000047	0.00028134519884098953	Hypospadias
Rare_X_layer	Abnormality_Baby_Teeth_Symptom_Present	0.00035075438765509064	None	Orpha_layer	HP:0008872	0.0002798976409576228	Feeding difficulties in infancy
Rare_X_layer	Abnormal_Muscle_Function_Symptom_Present	0.0003365666275275764	None	Orpha_layer	HP:0001166	0.00027965906858428894	Arachnodactyly
Rare_X_layer	PELHS Intellectual disability	0.0003147589811747187	None	Orpha_layer	HP:0010719	0.000279081745675854	Abnormality of hair texture
Rare_X_layer	Issue_Kidney_Structure_Symptom_Present	0.00030668833877083197	None	Orpha_layer	HP:0002705	0.0002790641517220161	High, narrow palate
Rare_X_layer	Abnormal_Ear_Symptom_Present	0.00030345389684222567	None	Orpha_layer	HP:0005599	0.0002789353263107742	Hypopigmentation of hair
Rare_X_layer	Heart_Defect_Symptom_Present	0.00029915598744664285	None	Orpha_layer	HP:0000691	0.00027890264682812874	Microdontia
Rare_X_layer	Flexible_Joints_Symptom_Present	0.00022348582559061957	None	Orpha_layer	HP:0001671	0.0002788484690433333	Abnormal cardiac septum morphology
Rare_X_layer	Constipation_Symptom_Present	0.00022278636257872748	None	Orpha_layer	HP:0002465	0.00027870854968681545	Poor speech
Rare_X_layer	Hip_Dysplasia_Symptom_Present	0.00021751217196670525	None	Orpha_layer	HP:0007370	0.0002785732934339866	Aplasia/Hypoplasia of the corpus callosum
Rare_X_layer	Delivery_Complication_Symptom_Present	0.00020286895736715095	None	Orpha_layer	HP:0002827	0.00027831736642760835	Hip dislocation
Rare_X_layer	Abnormal_Eye_Movement_Symptom_Present	0.00017202017938033635	None	Orpha_layer	HP:0001611	0.00027815318330473343	Nasal speech
Rare_X_layer	Issue_Neck_Muscle_Symptom_Present	0.00016841693274609286	None	Orpha_layer	HP:0008499	0.0002780456321919603	High hypermetropia
Rare_X_layer	Abnormality_Bones_Arms_Legs_Symptom_Present	0.00016501498455976068	None	Orpha_layer	HP:0000189	0.0002776200692402764	Narrow palate
Rare_X_layer	PELHS Macrocephaly (>95th percentile)	0.00016383772525875665	None	Orpha_layer	HP:0004322	0.00020338065193918668	Short stature
Rare_X_layer	Feeding_Difficulties_Symptom_Present	0.00016338761089523072	None	Orpha_layer	HP:0000252	0.00019923977230749086	Microcephaly
Rare_X_layer	Abnormality_Foot_Symptom_Present	0.00016130238732717933	None	Orpha_layer	HP:0002650	0.00019602402512856117	Scoliosis
Rare_X_layer	Abnormal_Facial_Muscles_Symptom_Present	0.00015930139769141386	None	Orpha_layer	HP:0000175	0.00019227565362268722	Cleft palate
Rare_X_layer	Issue_Muscle_Arms_Legs_Symptom_Present	0.00015929709103352572	None	Orpha_layer	HP:0000518	0.0001902505022280317	Cataract
Rare_X_layer	Esophagus_Issues_Symptom_Present	0.00015392829237438965	None	Orpha_layer	HP:0000767	0.00018871886979494008	Pectus excavatum
Rare_X_layer	Abnormal_Upper_Respiratory_Symptom_Present	0.00015273087583314392	None	Orpha_layer	HP:0002808	0.000188472394991559	Kyphosis
Rare_X_layer	Prematurity_Symptom_Present	0.00014959905074141632	None	Orpha_layer	HP:0000126	0.00018788350786123358	Hydronephrosis
Rare_X_layer	Impulsivity_Symptom_Present	0.00014608543826976188	None	Orpha_layer	HP:0000682	0.00018714596582750716	Abnormal dental enamel morphology
Rare_X_layer	Amniotic_Fluid_Issue_Symptom_Present	0.0001422802616999049	None	Orpha_layer	HP:0008064	0.0001869193891320623	Ichthyosis
Rare_X_layer	Repetitive_Stereotypic_Behavior_Symptom_Present	0.00014131379583883419	None	Orpha_layer	HP:0000076	0.0001867645586484512	Vesicoureteral reflux
Rare_X_layer	Hypothyroidism_Symptom_Present	0.0001299232763405694	None	Orpha_layer	HP:0000668	0.0001866606734813642	Hypodontia
Rare_X_layer	Misalignment_Teeth_Symptom_Present	0.00012624438893267976	None	Orpha_layer	HP:0000821	0.00018645419561918834	Hypothyroidism
Rare_X_layer	PELHS Learning disability	9.498761420850876e-05	None	Orpha_layer	HP:0003422	0.00018641831241185614	Vertebral segmentation defect
Rare_X_layer	Short_Attention_Span_Symptom_Present	9.229736693253775e-05	None	Orpha_layer	HP:0000958	0.0001863940781852225	Dry skin
Rare_X_layer	Difficulty_Nonverbal_Behaviors_Symptom_Present	8.954332713414583e-05	None	Orpha_layer	HP:0001647	0.00018551309847098115	Bicuspid aortic valve
Rare_X_layer	Short_Stature_Symptom_Present	8.899276671426643e-05	None	Orpha_layer	HP:0002021	0.0001853969185778735	Pyloric stenosis
